no,stage,x,y,z,tbxta,sox2,wnt8a,depdc7a
2,18ss,113.368,137.457,174.569,15.7286,31,3.027,4.07007
2,18ss,121.598,133.396,177.664,22.649,30,2.79973,4.11841
2,18ss,114.545,132.153,178.635,18.678,38,2.79229,4.40282
2,18ss,117.604,139.928,179.67,18.9259,42,3.0146,4.31524
2,18ss,110.538,135.65,183.282,15.0224,29,2.70424,4.46141
2,18ss,123.94,135.765,164.93,12.3962,39,2.22116,3.39936
2,18ss,127.907,136.234,171.653,18.9909,26,2.63927,3.88562
2,18ss,135.823,132.93,172.972,17.7325,33,2.54288,3.74919
2,18ss,134.192,139.798,177.013,18.1445,31,2.80611,4.00597
2,18ss,123.889,144.035,179.174,23.4482,165,5.86964,4.42701
2,18ss,123.332,139.209,179.864,20.659,37,3.03771,4.37792
2,18ss,129.706,142.966,180.868,19.0536,49,3.20828,4.41216
2,18ss,127.988,133.989,182.29,21.1294,37,2.9005,4.29905
2,18ss,134.494,144.735,183.387,14.0116,114,4.7456,4.50429
2,18ss,147.017,143.71,166.077,5.98619,52,3.72854,3.49581
2,18ss,139.297,142.388,168.757,17.1272,35,4.0026,3.84794
2,18ss,143.059,136.325,169.486,19.6171,27,3.03007,3.78007
2,18ss,139.876,137.728,174.687,21.0479,28,2.84146,3.92829
2,18ss,147.64,143.531,176.19,13.2256,93,4.76976,3.90509
2,18ss,143.668,142.679,177.86,15.5754,58,4.44121,3.81236
2,18ss,140.032,132.535,178.721,24.45,25,2.8604,4.21098
2,18ss,146.714,134.131,182.715,23.407,32,3.29736,4.33268
2,18ss,145.173,138.305,183.295,25.1449,29,3.36946,4.16633
2,18ss,158.146,133.699,168.153,13.1228,56,3.57991,3.92318
2,18ss,153.164,133.466,172.741,20.6195,34,3.20886,3.89087
2,18ss,150.092,136.903,173.569,19.6535,28,3.47975,3.82913
2,18ss,155.507,140.943,173.759,5.72588,52,4.05744,4.01104
2,18ss,162.968,134.94,172.758,9.56608,58,6.00032,4.26944
2,18ss,161.008,141.892,180.092,8.86177,70,6.69673,4.59346
2,18ss,154.024,142.131,182.213,5.01199,92,4.96879,4.09172
2,18ss,152.288,137.813,184.272,20.9041,56,5.86784,4.76453
2,18ss,165.397,138.568,168.1,9.64508,96,4.03679,5.15516
2,18ss,171.822,140.039,169.645,17.9542,86,5.05315,10.7161
2,18ss,168.891,143.913,173.365,16.7409,88,4.48041,9.84283
2,18ss,171.111,136.576,177.848,27.4866,96,5.49985,8.0627
2,18ss,165.32,137.753,179.829,17.9281,55,5.87894,5.76541
2,18ss,171.43,143.752,179.594,19.7716,138,5.97892,11.7503
2,18ss,182.673,133.363,170.743,4.41251,32,1.85651,3.71241
2,18ss,179.673,141.739,172.427,3.33918,27,1.84176,3.70142
2,18ss,178.409,132.501,177.16,18.2052,56,6.27978,9.62879
2,18ss,175.886,138.75,179.685,20.4802,108,4.85598,8.86746
2,18ss,184.892,133.628,179.109,3.4937,29,1.99496,4.33098
2,18ss,179.059,142.238,181.934,3.98687,62,2.46604,4.2625
2,18ss,106.189,155.665,168.359,1.12051,81,2.58655,3.65488
2,18ss,103.745,149.023,170.76,1.49919,106,2.71385,3.80602
2,18ss,105.567,149.152,178.946,1.41656,104,2.92688,4.21255
2,18ss,101.454,152.54,181.872,1.36936,87,2.90327,4.52945
2,18ss,101.715,145.606,182.348,1.69452,106,3.27219,4.12621
2,18ss,120.029,145.078,162.264,2.93186,72,3.00642,3.25799
2,18ss,119.041,152.732,165.464,1.65705,106,2.37089,3.41826
2,18ss,111.132,156.722,173.163,1.47288,120,2.78226,4.37332
2,18ss,116.367,146.235,173.69,4.85078,89,3.32295,3.62132
2,18ss,117.967,156.472,174.662,1.55791,74,3.0704,4.12627
2,18ss,111.025,147.485,177.305,2.26837,176,3.89332,3.93247
2,18ss,113.793,152.356,178.18,2.06473,152,3.2667,4.63547
2,18ss,121.682,156.547,180.739,1.77687,109,3.39474,4.38023
2,18ss,102.651,91.259,166.201,2.46939,29,1.59904,3.04712
2,18ss,109.669,91.836,171.457,9.66351,36,6.37719,3.34832
2,18ss,101.524,89.3815,174.25,4.39447,39,7.67702,3.23617
2,18ss,109.558,92.6544,177.485,10.6833,33,8.26858,3.91976
2,18ss,105.588,85.7422,178.173,3.98182,20,4.65455,3.45455
2,18ss,103.788,93.7693,180.851,10.4814,39,5.83819,3.77358
2,18ss,120.462,93.8477,174.247,12.1116,20,8.6875,2.36607
2,18ss,117.423,82.7494,178.925,7.69355,20,4.3871,5.3871
2,18ss,109.833,90.0231,182.986,9.93654,38,10.1076,3.67077
2,18ss,123.638,93.3028,169.714,11.0455,15,8.5303,3.21212
2,18ss,131.858,91.1864,177.191,10.9866,25,8.28004,4.96125
2,18ss,132.461,84.1018,178.823,7.1642,20,7.69987,5.65096
2,18ss,124.492,82.9757,182.367,6.53608,15,3.19588,2.89691
2,18ss,126.005,92.0029,183.207,13.8196,27,3.94428,4.89224
2,18ss,140.819,84.276,172.519,6.12658,10,4.05063,5.59494
2,18ss,145.225,89.0828,176.764,12.3949,20,9.12308,5.06401
2,18ss,146.692,82.8922,178.318,6.9871,15,4.92903,6.36129
2,18ss,139.963,84.5907,184.404,8.54076,22,6.0956,4.73773
2,18ss,151.837,88.7249,165.385,8.01056,20,3.96291,5.51697
2,18ss,162.268,84.5091,169.911,13.5075,29,3.43906,7.06245
2,18ss,156.062,83.3924,172.751,12.0247,22,7.28058,4.87667
2,18ss,154.99,89.6093,173.577,9.60727,19,7.62457,5.91003
2,18ss,161.6,87.7564,176.105,14.3563,25,6.83606,6.83594
2,18ss,152.681,92.9882,176.341,15.0368,24,5.08142,6.54644
2,18ss,157.867,83.007,179.314,15.2189,24,3.24935,6.75065
2,18ss,156.761,93.1919,181.952,20.8679,26,7.48028,7.93594
2,18ss,168.211,89.1072,169.87,13.0229,21,2.7539,6.81318
2,18ss,175.057,86.168,170.646,11.6705,26,3.1348,6.40127
2,18ss,163.69,81.8662,177.026,14.0283,37,4.38544,8.40542
2,18ss,169.42,89.4752,178.025,15.5575,26,3.29296,8.03423
2,18ss,170.574,81.7196,180.499,17.3594,28,7.92082,7.04744
2,18ss,175.236,87.762,182.193,24.8564,48,3.67987,8.71324
2,18ss,165.789,87.5046,184.238,18.4764,30,5.73596,7.14076
2,18ss,188.459,88.8535,167.372,15.6495,44,3.81997,8.69976
2,18ss,178.367,91.5819,166.959,13.0386,21,2.54707,7.00042
2,18ss,183.094,84.4984,171.903,19.7263,60,4.64734,10.6365
2,18ss,176.926,93.9058,175.47,11.1394,25,3.12671,6.17431
2,18ss,176.564,83.8406,176.785,20.1584,27,3.73585,8.2213
2,18ss,181.734,89.2211,177.674,17.2292,29,3.44143,8.64283
2,18ss,188.881,85.8627,179.285,24.8566,52,6.41909,11.6993
2,18ss,180.815,82.0059,182.659,20.8237,28,3.83916,8.29427
2,18ss,198.219,85.1887,169.469,15.2646,33,11.2775,11.5171
2,18ss,195.478,92.1848,170.745,22.7853,38,5.98426,10.523
2,18ss,191.678,85.3466,172.135,19.2794,31,5.71415,8.70383
2,18ss,196.167,89.4897,177.947,21.8116,51,3.26582,7.93529
2,18ss,193.647,81.7819,182.712,24.153,61,5.02946,9.81441
2,18ss,203.542,82.2988,181.596,3.45383,23,1.45346,5.35439
2,18ss,103.924,97.4711,166.765,2.16898,29,1.56706,3.12665
2,18ss,109.042,101.975,166.956,3.82786,27,2.31673,3.01188
2,18ss,104.163,106.386,167.762,3.82345,26,1.87164,3.68401
2,18ss,105.21,95.4405,174.54,7.8367,41,3.96734,3.12392
2,18ss,105.775,103.641,174.195,8.97685,77,4.04067,3.34206
2,18ss,99.5777,96.0179,175.191,3.56537,78,3.92574,2.90246
2,18ss,100.311,105.957,178.99,5.62416,59,4.93324,3.58958
2,18ss,105.314,103.517,182.806,9.91482,54,3.56749,3.95342
2,18ss,119.087,106.18,165.085,4.48639,22,1.87075,3.58844
2,18ss,120.55,98.7815,165.449,6.47115,24,1.90385,3.51099
2,18ss,110.188,101.546,172.753,10.1226,35,4.35917,3.09103
2,18ss,118.879,103.339,173.129,11.1852,28,3.38813,3.41825
2,18ss,117.045,97.1584,177.105,13.137,39,4.70665,3.47839
2,18ss,112.392,99.757,178.216,12.2269,38,3.41366,3.62864
2,18ss,131.832,102.717,170.299,16.8281,19,3.78688,4.49234
2,18ss,132.735,106.769,178.491,14.4727,29,3.29162,3.66423
2,18ss,122.807,99.5359,178.416,16.8394,21,3.38375,3.7275
2,18ss,129.812,100.004,182.128,20.0473,22,3.74512,4.82268
2,18ss,139.363,106.129,169.863,18.3713,29,2.71168,3.86537
2,18ss,148.88,96.1325,170.105,12.4292,39,5.63382,4.81377
2,18ss,141.312,99.9113,171.118,18.0714,18,3.58333,3.39286
2,18ss,148.126,102.707,172.598,20.9224,21,4.23859,4.33489
2,18ss,145.28,105.589,173.346,21.6559,44,4.69089,3.83552
2,18ss,144.948,103.547,178.437,25.4793,25,4.10866,4.0554
2,18ss,138.62,103.708,179.768,24.4182,25,3.40639,4.24956
2,18ss,143.457,95.7072,180.439,12.1999,29,3.01494,3.96197
2,18ss,159.619,97.4582,164.65,8.84615,27,6.59201,4.92006
2,18ss,162.7,103.297,166.701,16.9788,27,5.32158,6.55453
2,18ss,158.168,98.8087,169.194,12.6546,39,4.80271,5.07088
2,18ss,154.165,104.901,171.311,21.7611,20,4.9572,4.1114
2,18ss,162.197,95.1689,173.203,15.791,34,6.56914,6.34417
2,18ss,160.863,105.514,174.718,17.667,29,6.30672,4.61011
2,18ss,154.002,99.8028,178.083,14.8801,23,5.85087,5.50338
2,18ss,157.423,105.903,181.734,17.6747,40,3.74774,4.26085
2,18ss,159.339,99.3425,182.224,17.8394,31,8.32012,5.37572
2,18ss,150.628,100.365,184.672,15.5287,48,3.8292,4.54588
2,18ss,171.32,100.054,165.54,9.53854,22,4.87187,6.38568
2,18ss,165.876,95.8668,168.821,13.2189,23,6.0053,7.38728
2,18ss,172.27,104.051,172.418,12.6656,26,9.26258,7.13617
2,18ss,170.546,96.1062,172.83,9.06774,24,2.79126,7.55312
2,18ss,170.399,100.548,178.564,14.5073,28,9.50871,8.56777
2,18ss,166.626,94.4411,180.051,9.96857,37,4.61871,5.90462
2,18ss,165.452,101.742,183.143,12.0756,29,15.9212,7.34302
2,18ss,173.762,97.7581,183.475,14.811,29,4.48474,7.99677
2,18ss,183.875,98.106,167.826,8.81656,24,2.98746,5.38633
2,18ss,177.458,106.23,168.576,24.1773,25,8.50873,9.28344
2,18ss,185.541,103.623,170.808,15.6029,38,5.62334,10.0049
2,18ss,179.873,100.767,173.943,11.2144,27,3.60015,5.93046
2,18ss,182.906,95.3603,180.151,12.2408,29,3.12967,7.23532
2,18ss,178.492,105.567,181.3,12.8452,26,3.47596,6.09615
2,18ss,185.871,102.046,182.523,25.6947,36,5.2199,10.2196
2,18ss,195.34,104.012,169.895,17.5186,19,4.50402,6.5756
2,18ss,199.074,100.102,171.119,25.2875,54,3.89863,11.1128
2,18ss,189.094,94.2697,173.067,13.4807,39,3.2757,6.67948
2,18ss,190.891,98.4734,176.947,20.0901,30,4.32378,9.22213
2,18ss,189.034,106.445,176.815,28.3023,41,5.39255,11.6926
2,18ss,197.594,102.205,178.228,25.8034,52,6.61695,9.60156
2,18ss,189.512,94.1438,182.593,23.9481,59,4.57275,10.6659
2,18ss,207.551,98.3507,182.351,0.822344,24,1.26751,3.69867
2,18ss,101.633,110.925,164.771,2.37259,26,1.56043,2.85077
2,18ss,102.611,116.18,165.873,3.72977,27,1.72992,3.38375
2,18ss,106.171,112.881,168.678,3.75385,25,1.90944,3.56748
2,18ss,99.2266,106.935,169.805,2.60503,27,1.67111,3.69748
2,18ss,108.242,110.794,176.817,6.70068,55,3.1022,3.2144
2,18ss,100.446,111.674,183.19,17.0918,37,2.76597,3.94906
2,18ss,120.12,114.912,172.765,16.7789,18,2.78947,3.45263
2,18ss,112.604,110.681,174.016,10.1359,57,3.36113,3.44537
2,18ss,114.407,108.309,174.931,5.63303,21,2.42661,2.36239
2,18ss,114.456,118.065,176.049,9.95931,23,2.26213,3.92254
2,18ss,110.479,117.47,177.518,13.9537,28,2.36982,3.67663
2,18ss,120.782,107.067,179.457,20.798,28,2.5711,4.22537
2,18ss,130.689,110.958,170.498,16.8098,23,2.45881,3.70809
2,18ss,129.444,116.142,173.181,13.9882,32,2.24599,3.3975
2,18ss,125.521,107.005,174.376,13.7805,25,2.21176,3.18839
2,18ss,127.71,117.69,174.46,15.2502,38,2.23455,3.18764
2,18ss,133.939,110.98,182.008,22.0727,29,3.33215,4.06966
2,18ss,126.336,112.123,181.984,18.5139,26,2.65901,4.0648
2,18ss,147.07,115.59,165.709,19.4562,24,2.4807,3.85059
2,18ss,155.727,162.188,164.531,2.12919,34,1.88005,3.62928
2,18ss,104.134,177.38,156.969,0.805213,30,1.91069,3.07193
2,18ss,105.207,182.079,160.285,0.840106,35,1.97389,4.94051
2,18ss,100.907,172.539,161.083,2.14382,93,3.25437,3.71754
2,18ss,106.204,169.958,159.577,3.52654,134,3.41101,3.50105
2,18ss,111.895,170.485,147.447,3,7,4,3
2,18ss,115.226,174.75,154.407,1.86556,28,2.12033,3.17593
2,18ss,111.911,175.513,161.832,5.6097,98,6.53068,4.73938
2,18ss,119.717,173.186,162.267,3.82617,125,3.99051,4.08517
2,18ss,126.656,180.244,149.474,0.979167,12,1.42708,5.47917
2,18ss,124.124,175.541,154.822,1.31545,32,1.83982,2.83958
2,18ss,130.039,176.761,157.125,1.37889,36,2.09532,3.6577
2,18ss,128.26,172.371,159.125,4.89506,83,3.4401,4.75837
2,18ss,136.784,170.241,153.795,1.52742,25,1.52607,3.3067
2,18ss,136.857,178.447,156.282,0.675225,27,1.45978,3.01611
2,18ss,140.414,171.229,159.491,1.42207,29,1.79235,3.33293
2,18ss,143.533,170.622,164.687,1.47651,30,2.15604,3.44789
2,18ss,132.598,54.5358,179.323,4.08889,12,2.48148,2.80741
2,18ss,126.854,55.0176,181.488,2.6337,14,0.967967,2.72563
2,18ss,146.224,53.3583,169.51,6.13017,20,2.58652,4.75957
2,18ss,138.457,54.54,171.876,5.41176,12,1.64706,4.32353
2,18ss,145.169,53.8309,175.385,6.49541,38,5.06833,6.15033
2,18ss,146.545,54.9437,180.85,7.74991,24,2.18853,5.88557
2,18ss,140.267,54.7198,182.323,5.80466,30,1.90648,4.97202
2,18ss,155.513,53.9619,169.08,7.9359,14,1.88462,5.99573
2,18ss,159.532,50.2811,172.434,7.80325,27,2.97292,6.07897
2,18ss,160.166,49.546,171.805,6.76345,22,2.75931,6.50483
2,18ss,155.326,54.8254,178.767,18.3194,33,2.81902,8.8597
2,18ss,151.887,49.8461,180.847,13.9992,55,4.18765,8.23964
2,18ss,167.395,51.0079,169.344,9.04227,32,2.06122,6.00146
2,18ss,174.793,53.9057,171.355,10.7179,26,1.9667,11.0082
2,18ss,172.554,54.6815,178.873,15.133,25,2.21025,9.14292
2,18ss,163.556,52.5041,182.298,13.8314,40,3.82246,8.85481
2,18ss,120.982,59.9021,181.7,2.94175,17,1.74757,2.71845
2,18ss,118.285,68.1329,182.952,6.81944,13,2.43056,4.25
2,18ss,130.507,61.8394,177.895,4.34731,22,3.2742,3.62986
2,18ss,134.235,67.3851,180.767,5.50782,18,1.80727,4.22217
2,18ss,125.231,66.5754,181.385,7.89091,23,8.31591,7.05455
2,18ss,149.03,61.4487,167.029,12.7543,19,2.42779,5.32103
2,18ss,140.674,61.9651,172.393,6.13308,24,1.59823,5.07731
2,18ss,148.096,66.8745,173.26,8.32873,23,1.93729,4.92997
2,18ss,149.313,59.8027,175.053,7.10945,22,2.57097,4.7875
2,18ss,141.901,59.7223,177.276,6.12255,21,2.30882,5.04248
2,18ss,138.735,63.572,179.254,6.3098,17,1.76324,6.27937
2,18ss,146.801,61.7528,182.515,7.69459,24,4.46641,5.92438
2,18ss,147.629,67.7664,183.43,11.8153,24,2.41673,5.18596
2,18ss,161.211,63.377,167.791,7.63391,21,1.80773,7.19176
2,18ss,161.106,56.8329,165.61,5.59438,14,2.8755,6.34538
2,18ss,158.435,63.7641,170.96,7.26663,21,2.0172,5.15918
2,18ss,161.009,56.3058,172.191,8.18456,21,2.42789,4.99827
2,18ss,156.168,63.5657,179.252,10.4583,23,2.21238,5.94567
2,18ss,172.471,60.8731,167.014,10.8447,30,2.10351,7.75384
2,18ss,168.989,57.0228,173.467,9.93307,26,2.50745,6.44534
2,18ss,170.018,64.0608,175.414,15.2801,52,2.86519,7.02841
2,18ss,163.513,63.0947,176.298,8.23469,27,1.86948,6.51803
2,18ss,166.931,58.5782,180.121,13.7093,65,2.55097,6.97547
2,18ss,172.877,62.5732,181.902,15.1485,40,2.83661,7.82814
2,18ss,165.614,65.2339,183.979,12.3261,29,2.77636,7.15022
2,18ss,181.362,61.5925,168.79,14.9455,32,2.9,11.7361
2,18ss,177.878,67.7871,175.772,17.0877,34,2.43893,8.9392
2,18ss,179.045,59.1061,177.343,17.1524,62,2.88281,9.63381
2,18ss,184.66,65.252,176.902,22.2041,45,2.9351,11.0244
2,18ss,106.719,80.9463,181.979,10.8836,37,8.82076,4.17296
2,18ss,100.699,81.0502,184.177,5.61728,34,7.3251,4.0535
2,18ss,121.32,78.3179,175.924,8.95082,13,4.13115,4.03279
2,18ss,113.688,73.8478,181.007,5.62857,13,6.37143,5.17143
2,18ss,118.887,78.7333,184.397,12.2452,28,5.27066,5.03306
2,18ss,134.482,69.4632,169.388,2.41667,9,1.58333,3.63889
2,18ss,132.736,70.1232,170.969,5.52532,14,1.86076,3.90506
2,18ss,123.75,69.6469,174.542,8.14286,10,8.625,5
2,18ss,131.325,71.9407,175.587,4.38796,22,1.94799,4.06052
2,18ss,127.856,78.0034,179.755,6.34328,13,2.91045,4.70149
2,18ss,135.095,78.2916,183.588,9.26351,26,7.29871,5.82015
2,18ss,147.004,74.2221,165.394,6.68192,17,3.40264,6.5415
2,18ss,143.032,76.9195,170.447,6.82051,12,2.38462,5.23077
2,18ss,138.451,70.9473,172.236,0,4,3,11
2,18ss,136.809,74.9133,177.442,6.05517,20,1.98161,2.91264
2,18ss,141.962,69.5856,178.588,7.09785,23,1.63726,3.75622
2,18ss,142.801,76.0385,181.098,11.2865,25,4.86137,5.58812
2,18ss,156.983,80.8381,164.935,13.4963,13,3.09191,5.4375
2,18ss,154.732,70.4247,170.538,7.88567,21,2.33825,6.74658
2,18ss,162.389,69.3361,170.641,9.9991,25,5.43793,5.62639
2,18ss,157.909,77.3772,171.645,11.394,22,2.72851,6.05887
2,18ss,150.135,77.6259,170.482,6.56389,26,3.59849,6.47996
2,18ss,161.651,72.4813,174.67,10.006,32,2.98412,5.70736
2,18ss,150.084,72.5559,177.126,8.41241,20,3.79168,5.00227
2,18ss,154.812,69.0325,178.196,8.76327,24,2.35554,5.46894
2,18ss,157.503,75.3148,179.587,11.708,29,3.33476,6.75546
2,18ss,149.238,78.754,183.735,8.19449,35,2.36391,5.60441
2,18ss,162.86,72.8529,167.099,11.2174,21,2.08573,6.46056
2,18ss,170.03,80.0534,169.076,16.3404,36,3.49153,6.91105
2,18ss,167.241,77.4823,171.114,15.7287,24,2.49974,6.51363
2,18ss,172.499,69.9199,171.676,14.837,35,2.58892,7.85044
2,18ss,168.705,75.2663,177.053,17.6584,64,2.92746,9.321
2,18ss,165.34,75.5678,182.687,17.2231,36,4.18901,9.12046
2,18ss,172.947,70.0632,180.896,21.762,33,3.65854,8.77758
2,18ss,177.782,78.893,169.1,18.6759,40,2.81743,9.26936
2,18ss,179.249,68.8538,171.187,19.3167,22,2.43871,8.87911
2,18ss,186.225,71.6969,170.941,15.3859,26,2.68209,8.82446
2,18ss,189.068,78.903,173.27,20.187,35,2.92481,9.73036
2,18ss,176.821,75.4789,177.386,44.3593,61,4.36714,15.675
2,18ss,188.39,75.0315,178.852,31.7777,47,5.07856,11.2017
2,18ss,182.727,72.1387,183.152,24.7421,53,3.60397,11.6057
2,18ss,191.265,76.3404,167.329,13.8174,60,2.59514,8.02551
2,18ss,192.822,71.8642,171.32,16.3103,39,2.13417,9.37631
2,18ss,197.612,80.8363,174.873,15.164,68,4.43007,10.0979
2,18ss,191.501,69.538,177.552,17.4882,28,2.59794,9.46678
2,18ss,193.981,75.707,181.743,19.9348,27,4.1032,8.85905
2,18ss,105.198,127.045,144.579,2.38584,21,1.80843,3.25642
2,18ss,104.697,128.284,149.639,1.67187,23,2.54362,2.9964
2,18ss,100.138,122.615,152.229,1.86989,30,1.67386,3.27423
2,18ss,104.629,130.221,156.775,2.03654,31,1.80107,3.32195
2,18ss,104.394,124.522,159.683,2.66777,33,1.78546,3.32666
2,18ss,99.4281,128.846,160.943,3.0087,33,1.92244,3.63925
2,18ss,107.074,119.417,163.408,3.21724,25,1.61778,3.18249
2,18ss,114.363,128.978,145.319,2.24602,19,1.34732,3.63242
2,18ss,120.7,125.517,147.77,2.06041,19,1.39179,3.61056
2,18ss,109.993,122.009,150.188,1.8458,19,1.61947,4.6229
2,18ss,118.439,120.39,150.788,1.62051,21,1.48376,4.21709
2,18ss,111.109,129.001,150.508,2.59584,25,1.43216,3.36991
2,18ss,118.75,127.397,155.117,3.08927,21,1.52511,3.9104
2,18ss,121.149,121.031,160.285,4.44569,24,1.72364,3.08067
2,18ss,111.064,125.004,160.33,3.89433,22,1.7971,3.44936
2,18ss,114.108,131.489,160.576,4.78821,30,1.87498,3.3889
2,18ss,115.449,121.399,162.447,4.97173,24,1.848,3.33013
2,18ss,133.664,123.654,146.316,6.89173,20,1.49925,3.36992
2,18ss,127.547,129.409,151.601,3.94957,22,1.76999,3.0615
2,18ss,136.141,126.745,152.625,4.8106,26,2.67927,3.32814
2,18ss,130.995,125.042,153.141,9.95455,21,2.42493,3.64256
2,18ss,124.832,124.251,155.229,4.53715,24,1.66387,3.5738
2,18ss,143.716,129.458,146.99,3.09677,18,1.66716,4.39883
2,18ss,141.118,124.042,148.887,5.45,16,2.14853,4.00294
2,18ss,140.649,130.992,152.867,7.47397,22,1.83014,4.64247
2,18ss,148.135,127.414,154.077,9.15359,20,3.04902,5.0817
2,18ss,143.311,122.628,154.886,7.68477,23,3.37222,3.3179
2,18ss,138.817,124.394,157.525,8.8609,22,1.82308,3.92076
2,18ss,144.269,131.931,164.341,23.914,22,2.83851,4.17279
2,18ss,138.443,128.479,164.707,17.6027,28,2.40548,3.56249
2,18ss,151.218,128.347,146.317,3.933,18,2.03651,3.9844
2,18ss,160.567,127.949,153.378,10.9794,20,10.8708,4.20586
2,18ss,156.024,120.836,153.619,9.5136,20,2.18127,3.96375
2,18ss,158.654,126.436,159.67,12.548,29,4.92057,4.18177
2,18ss,161.718,120.77,164.229,16.5484,27,5.87926,5.15717
2,18ss,173.062,125.672,146.165,6.45794,37,12.6542,10.5607
2,18ss,168.43,131.963,146.23,9.98821,23,14.645,6.80339
2,18ss,163.414,120.955,146.927,9.02126,17,1.98406,5.49911
2,18ss,173.147,120.54,150.761,11.7441,30,4.29351,6.03481
2,18ss,166.616,127.212,151.175,11.8187,22,5.88462,7.13736
2,18ss,174.524,129.018,151.868,14.1189,111,10.2778,10.017
2,18ss,167.388,121.08,155.551,12.7249,24,7.67107,5.45162
2,18ss,165.98,130.915,156.493,12.8744,24,14.0444,6.11433
2,18ss,175.089,120.488,158.082,17.3495,54,4.69875,7.87595
2,18ss,172.718,128.417,159.297,20.7043,55,6.69666,7.88219
2,18ss,164.974,124.636,161.107,15.212,25,6.49803,4.92519
2,18ss,169.635,121.454,164.547,19.5479,25,6.8506,7.55181
2,18ss,178.384,126.863,159.572,21.4051,35,3.88489,10.3015
2,18ss,181.002,119.699,159.362,16.7572,47,6.07106,9.28733
2,18ss,188.383,122.217,162.569,5.98446,22,2.03886,3.68135
2,18ss,178.288,129.749,164.798,15.6241,40,3.43358,12.8604
2,18ss,102.732,138.326,145.926,1.41733,27,1.40137,3.73975
2,18ss,108.067,135.435,152.024,1.63109,22,1.84504,3.61376
2,18ss,105.329,137.122,154.281,1.8354,36,2.9078,3.59561
2,18ss,109.076,141.866,156.45,1.47999,48,2.21641,3.29695
2,18ss,107.829,132.21,161.477,4.21122,30,1.92276,3.23966
2,18ss,103.037,133.68,162.48,2.87649,28,2.18515,3.76796
2,18ss,101.742,142.486,163.1,1.27059,85,2.48747,3.33562
2,18ss,106.83,141.739,164.046,1.41165,70,2.65869,3.27602
2,18ss,113.848,137.525,148.352,2.29821,23,1.78847,3.46888
2,18ss,119.039,144.768,148.125,1.04908,36,1.733,3.22783
2,18ss,119.529,133.984,150.451,3.47045,27,1.70957,3.77206
2,18ss,112.439,144.107,152.212,1.25483,34,2.20791,2.89022
2,18ss,122.916,132.722,153.769,3.24335,20,1.59468,3.05721
2,18ss,118.048,144.386,153.069,1.15508,60,1.98086,3.17701
2,18ss,115.125,134.677,155.76,2.40744,33,2.33268,3.27283
2,18ss,118.261,139.283,158.852,1.95144,43,2.32837,3.27139
2,18ss,114.29,141.508,161.313,1.78596,82,2.51118,3.17666
2,18ss,126.052,134.802,146.664,2.95726,20,1.63389,3.18381
2,18ss,133.454,132.84,147.661,3.21145,17,1.51982,4.51982
2,18ss,131.526,140.447,149.168,1.66226,27,2.12624,3.04276
2,18ss,126.07,142.514,150.162,1.37865,62,3.55605,3.16684
2,18ss,132.552,132.912,152.643,4.47288,20,1.81474,4.97236
2,18ss,126.095,142.787,155.549,1.64098,82,2.85834,3.13332
2,18ss,125.397,138.474,157.718,3.95394,41,2.7068,3.23113
2,18ss,130.907,142.985,156.646,1.94569,83,2.42466,3.28703
2,18ss,135.731,142.488,160.018,3.17819,48,5.35199,3.66062
2,18ss,129.494,142.322,161.916,5.83117,51,2.52851,2.99654
2,18ss,130.337,134.57,163.445,14.047,25,2.18877,3.48355
2,18ss,123.8,143.339,163.886,4.86138,50,2.60274,3.34135
2,18ss,142.353,140.569,147.364,1.80864,24,2.46836,3.31944
2,18ss,137.924,139.056,150.173,2.05172,37,4.01689,3.24063
2,18ss,147.987,133.224,151.577,4.11618,22,1.81245,3.98921
2,18ss,137.135,144.69,151.977,1.63007,46,3.62445,3.30848
2,18ss,144.112,138.02,153.902,3.24457,47,4.10207,3.4179
2,18ss,146.946,142.947,154.206,2.10894,32,3.74299,2.97901
2,18ss,140.1,138.043,159.009,5.99154,49,2.7058,3.36626
2,18ss,142.263,144.409,161.26,3.25389,83,2.99399,3.41239
2,18ss,148.823,141.082,161.076,5.18585,35,4.12525,3.58082
2,18ss,136.762,135.714,163.331,14.3942,26,2.42492,3.43531
2,18ss,156.428,135.566,146.083,5.65127,41,4.96767,3.54965
2,18ss,157.64,144.415,147.056,6.21716,63,8.90888,6.3092
2,18ss,161.406,132.387,150.277,8.49694,38,7.3049,4.33091
2,18ss,158.5,140.929,152.743,10.7806,34,8.94479,6.34451
2,18ss,152.983,143.838,153.892,3.13328,82,5.29617,3.64533
2,18ss,155.663,135.759,155.391,6.81264,29,3.76538,3.73695
2,18ss,151.532,138.823,156.466,4.93962,35,5.42394,4.38453
2,18ss,162.592,136.499,156.584,11.5512,26,6.19941,5.22115
2,18ss,158.882,131.872,158.886,9.29919,32,5.08298,3.81569
2,18ss,153.585,135.354,161.657,11.3722,43,4.70124,3.85175
2,18ss,152.31,131.752,161.289,15.3757,48,4.12706,3.44607
2,18ss,155.345,144.46,163.353,5.69973,91,7.79299,4.35625
2,18ss,159.578,139.57,163.643,8.65299,49,3.87259,5.6794
2,18ss,167.51,136.662,151.476,7.55547,53,4.39687,5.20625
2,18ss,163.816,141.436,152.098,7.61361,29,5.63767,8.75844
2,18ss,171.801,134.372,153.527,13.5407,32,14.339,7.32917
2,18ss,164.602,143.787,160.066,9.19225,46,5.88846,7.45286
