no,stage,x,y,z,tbxta,sox2,sp5l,cdh6
2,18ss,88.9675,131.321,68.0272,4.06815,60,4.06815,4.89391
2,18ss,96.2629,129.761,69.5012,4.94939,59,4.94939,4.65245
2,18ss,99.0792,135.403,47.8435,12.141,251,12.141,15.4538
2,18ss,104.632,136.568,54.1635,12.3316,171,12.3316,10.3583
2,18ss,102.531,132.582,57.0573,13.7802,184,13.7802,12.3295
2,18ss,107.29,131.679,57.0389,15.7598,237,15.7598,7.73347
2,18ss,99.6357,123.579,59.3846,4.88439,62,4.88439,4.61279
2,18ss,104.35,125.823,60.0165,5.56768,171,5.56768,4.9792
2,18ss,107.817,136.089,61.1434,20.6719,153,20.6719,6.26384
2,18ss,97.1771,135.347,61.1502,13.1394,224,13.1394,9.57205
2,18ss,95.8327,123.63,62.6179,4.13109,65,4.13109,4.55451
2,18ss,99.1296,128.318,63.9362,5.62046,69,5.62046,4.9336
2,18ss,106.55,130.344,67.4185,6.54478,116,6.54478,5.77391
2,18ss,100.418,129.749,69.0852,4.55167,79,4.55167,4.96533
2,18ss,117.503,131.171,50.448,14.5008,193,14.5008,9.01684
2,18ss,119.914,136.627,52.9945,13.9092,161,13.9092,8.00244
2,18ss,112.363,127.006,54.4022,14.0808,116,14.0808,6.82957
2,18ss,120.112,133.199,56.7944,19.3598,161,19.3598,5.81489
2,18ss,114.736,132.273,55.6752,14.9195,241,14.9195,8.21872
2,18ss,112.567,125.074,59.2803,8.32694,97,8.32694,4.69936
2,18ss,110.969,131.822,61.7444,15.1135,231,15.1135,9.99257
2,18ss,118.067,125.581,62.8279,5.41319,56,5.41319,4.64899
2,18ss,110.884,126.331,66.1329,6.86639,71,6.86639,4.45495
2,18ss,116.572,127.958,68.6688,5.10088,63,5.10088,4.57515
2,18ss,112.321,130.698,69.2749,7.12196,114,7.12196,4.58569
2,18ss,129.55,122.975,49.8606,20.1541,131,20.1541,5.00966
2,18ss,124.91,134.756,51.211,17.0287,133,17.0287,7.06696
2,18ss,132.486,133.058,53.0732,16.0493,204,16.0493,10.1362
2,18ss,121.77,128.595,51.368,15.031,233,15.031,9.5741
2,18ss,130.748,125.891,51.8717,22.9511,156,22.9511,6.32633
2,18ss,124.617,132.746,57.4266,13.6993,108,13.6993,11.0854
2,18ss,126.23,125.472,59.1671,10.9373,168,10.9373,4.77536
2,18ss,128.086,135.969,59.5983,16.6465,243,16.6465,9.24885
2,18ss,126.543,128.972,64.4749,7.72502,70,7.72502,4.73623
2,18ss,121.363,123.912,64.6022,5.74386,64,5.74386,4.67607
2,18ss,125.904,124.004,66.9691,6.23366,58,6.23366,4.31537
2,18ss,122.242,131.511,68.9175,6.68562,55,6.68562,4.64711
2,18ss,139.213,134.468,50.6448,18.8796,173,18.8796,15.7469
2,18ss,141.829,126.737,51.3699,18.746,138,18.746,9.67657
2,18ss,136.879,127.247,53.4119,21.5316,145,21.5316,7.3654
2,18ss,141.526,129.487,57.088,17.8669,185,17.8669,7.06757
2,18ss,136.037,136.83,57.6828,18.3281,171,18.3281,10.6628
2,18ss,139.781,133.266,59.2911,15.7184,240,15.7184,14.7008
2,18ss,135.822,128.391,61.8392,11.6181,101,11.6181,5.1433
2,18ss,140.378,136.504,62.8923,16.2883,221,16.2883,15.1371
2,18ss,144.576,130.141,63.8987,11.7183,119,11.7183,5.90111
2,18ss,133.685,124.353,65.0741,7.45819,55,7.45819,4.23162
2,18ss,138.554,129.826,68.5053,7.79461,84,7.79461,4.79725
2,18ss,157.299,135.513,48.5796,12.8329,251,12.8329,23.6376
2,18ss,148.658,131.205,52.2704,18.1391,186,18.1391,12.7914
2,18ss,154.959,124.984,53.9696,14.0923,161,14.0923,15.8067
2,18ss,147.395,123.79,55.3505,15.5131,245,15.5131,11.176
2,18ss,157.211,130.688,55.1909,12.4738,233,12.4738,23.4389
2,18ss,151.172,134.003,57.4161,12.4429,223,12.4429,22.5778
2,18ss,150.474,127.658,59.903,9.0666,169,9.0666,8.84394
2,18ss,157.13,130.648,61.611,7.248,187,7.248,6.75916
2,18ss,146.332,124.02,63.4655,6.42724,104,6.42724,5.01824
2,18ss,150.575,125.997,67.8768,5.17989,81,5.17989,5.37233
2,18ss,148.178,133.613,68.5058,7.3769,142,7.3769,5.29857
2,18ss,158.241,128.04,50.6484,14.93,148,14.93,15.8676
2,18ss,164.34,130.951,53.9767,5.37655,186,5.37655,5.82868
2,18ss,165.785,124.824,55.3721,5.13303,195,5.13303,5.34661
2,18ss,81.8128,90.1431,58.5156,4.1706,46,4.1706,3.19147
2,18ss,91.8454,85.5345,48.077,4.07386,52,4.07386,3.27641
2,18ss,87.9123,89.147,52.7805,3.83421,48,3.83421,3.31208
2,18ss,89.7556,95.2648,55.652,4.92372,45,4.92372,3.59703
2,18ss,95.3933,88.1156,53.7764,3.95776,44,3.95776,3.34122
2,18ss,88.1619,91.6243,60.5133,3.63854,58,3.63854,3.45526
2,18ss,83.9897,94.7357,65.4575,4.2799,51,4.2799,3.64232
2,18ss,84.9775,90.0552,66.1927,3.58461,48,3.58461,3.25093
2,18ss,92.3453,97.2472,68.6556,6.69834,49,6.69834,3.86855
2,18ss,92.7498,86.8113,68.4779,3.77543,52,3.77543,3.73351
2,18ss,105.949,94.3642,48.9446,5.47287,46,5.47287,3.85701
2,18ss,100.848,86.6189,51.2786,4.90482,47,4.90482,3.4882
2,18ss,106.359,90.1346,53.0357,4.89138,47,4.89138,3.40818
2,18ss,95.6746,94.5064,52.4781,4.80341,47,4.80341,3.65405
2,18ss,96.9541,97.7752,57.6653,6.62713,54,6.62713,3.92352
2,18ss,106.483,84.1274,57.3202,4.80817,45,4.80817,3.17037
2,18ss,102.551,92.1573,58.5472,5.54672,53,5.54672,3.58041
2,18ss,107.321,86.5132,58.7001,4,16,4,5
2,18ss,107.507,87.2176,59.119,4.4708,50,4.4708,3.33965
2,18ss,102.312,85.6404,60.2366,4.11463,58,4.11463,3.45873
2,18ss,99.2915,90.6526,62.376,4.28962,51,4.28962,3.71575
2,18ss,98.6652,97.6385,65.649,4.48538,54,4.48538,3.93174
2,18ss,105.297,89.0346,67.1092,4.92554,50,4.92554,3.74448
2,18ss,95.5338,90.2607,65.2901,4.31768,109,4.31768,3.6513
2,18ss,104.279,96.4293,67.8963,5.17549,54,5.17549,3.71035
2,18ss,114.351,93.9496,49.0304,4.4252,48,4.4252,3.76307
2,18ss,119.668,88.4695,51.5794,5.38261,51,5.38261,3.72349
2,18ss,113.523,88.5989,52.0236,5.2445,58,5.2445,3.78176
2,18ss,111.812,93.0978,55.745,6.3453,40,6.3453,3.50092
2,18ss,112.647,87.7373,59.6942,6.35759,51,6.35759,3.66099
2,18ss,118.165,88.5279,62.9614,6.52768,52,6.52768,3.9628
2,18ss,115.552,95.1526,60.0293,5.98929,51,5.98929,3.98339
2,18ss,108.7,90.957,64.3174,4.93916,55,4.93916,3.63836
2,18ss,113.832,95.4778,67.3915,6.07044,55,6.07044,3.87502
2,18ss,114.94,89.6966,68.7189,8.0817,71,8.0817,4.47344
2,18ss,126.54,87.1775,51.9435,4.62042,45,4.62042,4.02681
2,18ss,122.426,96.6055,49.5277,5.49019,45,5.49019,4.38086
2,18ss,130.652,90.3525,53.2135,4.85484,46,4.85484,3.85281
2,18ss,123.219,88.8431,55.7152,4.60527,68,4.60527,3.80047
2,18ss,122.61,93.1601,57.1164,5.35073,57,5.35073,4.44404
2,18ss,130.932,90.8162,59.314,6.67185,57,6.67185,3.98518
2,18ss,123.694,86.4856,61.1488,6.17058,50,6.17058,3.93337
2,18ss,128.683,87.6319,63.9473,8.60495,54,8.60495,4.10147
2,18ss,124.388,95.1155,64.7827,7.17805,59,7.17805,4.49676
2,18ss,130.742,97.0738,67.2028,8.5224,58,8.5224,4.40109
2,18ss,126.995,87.8794,69.2816,6.47108,62,6.47108,4.23034
2,18ss,136.103,88.7797,50.9171,5.74501,56,5.74501,3.96606
2,18ss,141.791,94.8502,51.2749,5.45374,46,5.45374,3.96109
2,18ss,143.332,89.4319,54.1903,7.29015,54,7.29015,4.05932
2,18ss,135.072,95.75,55.4605,6.29898,56,6.29898,4.02702
2,18ss,142.38,96.4722,56.0058,5.82873,52,5.82873,4.38725
2,18ss,137.445,89.0195,56.9322,6.78108,51,6.78108,4.12306
2,18ss,144.361,90.0159,62.0737,7.04573,56,7.04573,4.32321
2,18ss,137.724,92.909,63.4329,8.10022,53,8.10022,4.21283
2,18ss,134.003,89.7846,65.1271,6.30708,52,6.30708,4.18887
2,18ss,144.246,96.0084,66.7255,6.51695,55,6.51695,4.06794
2,18ss,140.779,90.1297,68.1096,6.26322,53,6.26322,4.37297
2,18ss,150.887,94.4086,49.956,6.55648,96,6.55648,4.63625
2,18ss,147.091,87.7186,50.9985,6.91578,48,6.91578,3.87963
2,18ss,153.662,88.1416,51.6427,7.62289,47,7.62289,3.82444
2,18ss,156.128,91.1515,52.2133,6.20103,51,6.20103,3.88506
2,18ss,156.047,88.051,57.8983,8.16479,56,8.16479,4.11031
2,18ss,147.539,92.9259,57.6986,6.45764,51,6.45764,4.39064
2,18ss,155.357,93.7579,58.304,8.4064,48,8.4064,4.44891
2,18ss,150.758,88.2476,61.1299,7.9628,55,7.9628,4.30209
2,18ss,151.626,94.0365,64.5831,6.88093,55,6.88093,4.18969
2,18ss,151.299,86.3223,66.9366,6.2095,64,6.2095,4.16435
2,18ss,154.556,96.0035,70.0841,5.64029,61,5.64029,3.86135
2,18ss,161.473,88.0578,48.6446,6.90853,52,6.90853,4.37571
2,18ss,165.008,88.5141,49.9593,6.33093,48,6.33093,4.84416
2,18ss,165.618,92.9965,50.9186,7.12605,54,7.12605,4.01177
2,18ss,162.804,85.5516,55.0455,6.62507,99,6.62507,4.9546
2,18ss,168.088,86.4904,54.8483,5.08337,48,5.08337,3.66423
2,18ss,163.719,97.12,54.9233,6.3037,54,6.3037,4.14798
2,18ss,160.958,91.9017,59.8181,7.67912,58,7.67912,4.69741
2,18ss,163.541,94.4127,66.6306,4.78546,71,4.78546,4.70348
2,18ss,174.408,93.7761,49.5187,4.44332,52,4.44332,3.29204
2,18ss,171.021,87.6717,52.0886,3.93512,47,3.93512,3.66713
2,18ss,174.603,92.4118,57.0068,2.70099,51,2.70099,3.12589
2,18ss,82.0952,107.604,51.8488,5.47345,48,5.47345,6.83952
2,18ss,81.4764,98.295,61.6663,4.09582,48,4.09582,3.94418
2,18ss,94.8706,102.147,49.7642,5.80098,50,5.80098,5.05672
2,18ss,90.0914,107.022,50.9859,5.10114,82,5.10114,4.93179
2,18ss,85.1609,99.6723,49.3033,5.00193,88,5.00193,5.93802
2,18ss,94.6627,108.845,53.6952,5.36499,54,5.36499,4.6136
2,18ss,92.084,102.734,55.242,4.7435,50,4.7435,3.82194
2,18ss,87.1203,104.64,56.3788,4.02013,54,4.02013,4.66669
2,18ss,93.16,99.8717,60.0547,4.54556,48,4.54556,3.82254
2,18ss,88.4823,98.4733,61.1199,4.17627,49,4.17627,3.91588
2,18ss,90.8976,110.195,61.3973,5.27009,66,5.27009,4.6137
2,18ss,83.5317,103.28,65.9366,4.62769,57,4.62769,4.24926
2,18ss,93.3748,102.544,67.3905,4.43246,54,4.43246,4.12191
2,18ss,87.9984,106.163,67.2257,4.68874,64,4.68874,4.48917
2,18ss,87.9348,99.427,68.4222,5.00616,53,5.00616,4.26827
2,18ss,90.8618,110.46,69.8743,4.59981,63,4.59981,5.46981
2,18ss,102.346,101.886,51.3591,6.06742,42,6.06742,4.76905
2,18ss,99.0222,106.074,52.1435,5.79591,45,5.79591,5.16098
2,18ss,103.628,110.112,55.4137,4.92076,45,4.92076,5.18794
2,18ss,102.261,98.0072,58.7646,4.78584,49,4.78584,3.6646
2,18ss,107.26,105.859,57.1644,4.582,48,4.582,4.00812
2,18ss,102.489,104.719,58.696,4.85695,49,4.85695,4.13631
2,18ss,97.7542,105.706,58.4807,4.13236,45,4.13236,4.90368
2,18ss,104.353,97.429,61.1923,4.81358,37,4.81358,3.75623
2,18ss,106.952,104.257,64.3856,4.42979,53,4.42979,4.06273
2,18ss,96.6169,106.371,64.709,4.13634,58,4.13634,4.27466
2,18ss,101.762,104.959,64.8421,4.73603,61,4.73603,4.13914
2,18ss,108.355,102.208,51.9653,5.97973,48,5.97973,3.97728
2,18ss,118.113,105.664,52.3253,5.44408,43,5.44408,4.67575
2,18ss,114.264,109.101,53.8553,5.52649,50,5.52649,4.80063
2,18ss,118.535,98.2216,55.0329,4.98857,45,4.98857,4.07939
2,18ss,113.276,104.181,54.3482,5.92113,55,5.92113,4.20244
2,18ss,114.064,99.5591,58.5157,5.82285,46,5.82285,3.8716
2,18ss,107.879,100.13,58.53,4.21759,50,4.21759,3.87122
2,18ss,112.486,110.456,61.8866,4.89398,61,4.89398,4.42656
2,18ss,119.413,108.431,62.8685,5.90648,56,5.90648,4.31058
2,18ss,115.694,104.109,63.6984,8.01602,62,8.01602,4.21096
2,18ss,112.321,106.135,68.7439,6.91626,68,6.91626,4.55408
2,18ss,109.844,100.143,68.0321,5.08627,62,5.08627,3.90601
2,18ss,123.096,106.337,50.9097,6.25364,55,6.25364,4.97173
2,18ss,130.28,98.7973,53.4104,5.15398,60,5.15398,3.94047
2,18ss,127.463,107.076,53.2024,5.08262,43,5.08262,4.1407
2,18ss,128.425,105.813,54.1823,5.93469,49,5.93469,3.885
2,18ss,126.635,100.195,57.9744,6.29429,56,6.29429,4.02222
2,18ss,125.143,110.284,58.3884,5.03333,48,5.03333,4.14849
2,18ss,133.191,102.311,59.3158,5.26117,52,5.26117,4.18002
2,18ss,122.058,102.681,61.1318,6.52242,55,6.52242,4.53722
2,18ss,122.344,101.85,61.0542,4,16,4,5
2,18ss,132.779,107.126,63.3672,5.55619,54,5.55619,3.9654
2,18ss,125.892,107.445,65.1503,5.36865,61,5.36865,4.04913
2,18ss,132.825,110.318,69.4951,6.0629,57,6.0629,4.16376
2,18ss,125.184,100.616,69.0797,6.38126,60,6.38126,4.31077
2,18ss,137.124,99.4635,49.9735,5.49375,48,5.49375,3.64825
2,18ss,139.211,106.007,51.2927,7.82621,63,7.82621,4.29952
2,18ss,143.444,110.088,53.1145,8.44931,92,8.44931,4.77594
2,18ss,145.99,100.708,53.5979,6.39989,75,6.39989,4.67438
2,18ss,138.264,105.633,58.0147,5.2553,55,5.2553,4.18738
2,18ss,145.426,109.303,60.2325,6.74098,51,6.74098,4.26584
2,18ss,144.173,99.9374,60.9482,6.51945,59,6.51945,4.18202
2,18ss,139.666,98.4255,61.8847,6.33876,60,6.33876,4.21782
2,18ss,144.619,105.355,64.9401,6.00756,55,6.00756,4.32047
2,18ss,137.116,101.936,67.6179,5.99901,53,5.99901,4.30077
2,18ss,139.589,109.519,70.6932,6.08493,65,6.08493,4.38424
2,18ss,148.569,101.348,50.1641,8.52293,81,8.52293,5.27486
2,18ss,154.831,108.142,50.7178,10.8721,158,10.8721,8.06658
2,18ss,157.277,102.329,53.2543,7.7221,69,7.7221,4.85078
2,18ss,150.605,98.4481,54.7124,5.61448,49,5.61448,4.2461
2,18ss,149.659,105.068,56.2319,6.20767,56,6.20767,4.22202
2,18ss,156.715,100.289,58.9274,6.41109,90,6.41109,4.60787
2,18ss,154.663,108.516,60.8391,6.93505,63,6.93505,4.70673
2,18ss,149.727,101.414,61.713,5.89055,61,5.89055,4.35771
2,18ss,152.212,107.147,65.378,6.0658,60,6.0658,4.30649
2,18ss,156.281,100.978,66.188,6.04726,64,6.04726,4.45653
2,18ss,151.742,102.625,69.874,6.18422,53,6.18422,4.18865
2,18ss,164.358,104.811,49.7929,10.5264,129,10.5264,4.98044
2,18ss,166.613,109.312,52.1386,9.00865,91,9.00865,4.97554
2,18ss,170.749,109.531,54.1102,4.01542,54,4.01542,3.78791
2,18ss,165.387,105.367,58.5017,6.69382,59,6.69382,4.50469
2,18ss,159.385,107.118,58.6907,5.70039,83,5.70039,4.7276
2,18ss,160.903,97.2483,63.1751,5.79857,53,5.79857,3.8949
2,18ss,169.803,101.614,64.3761,3.1311,61,3.1311,4.21576
2,18ss,159.319,103.621,70.5224,4.91885,61,4.91885,4.20791
2,18ss,170.954,98.8084,57.8768,4.25912,61,4.25912,3.78802
2,18ss,127.033,48.9147,51.9421,5.36289,49,5.36289,3.56657
2,18ss,124.229,54.9405,53.5053,5.30419,56,5.30419,3.12025
2,18ss,133.521,54.7924,58.3363,6.19198,53,6.19198,3.69719
2,18ss,127.64,49.2769,61.588,4.35609,52,4.35609,3.78178
2,18ss,125,55.0991,63.1753,5.50421,56,5.50421,3.48295
2,18ss,123.21,50.4339,66.1632,3.71522,56,3.71522,3.51821
2,18ss,134.967,57.0573,49.4364,5.67984,39,5.67984,3.26197
2,18ss,145.765,54.9304,51.6499,5.60053,49,5.60053,3.18799
2,18ss,135.332,52.0517,52.1058,4.47075,66,4.47075,3.47221
2,18ss,133.807,48.3187,55.6662,4.32643,55,4.32643,3.46483
2,18ss,141.763,50.4956,55.9217,5.3783,54,5.3783,3.47571
2,18ss,139.659,55.624,62.9722,5.1032,52,5.1032,3.89815
2,18ss,133.422,55.0829,67.129,5.65455,52,5.65455,4.044
2,18ss,149.379,50.9966,48.7925,4.366,44,4.366,3.1705
2,18ss,155.197,57.0563,57.2606,3.38178,55,3.38178,3.52596
2,18ss,146.952,54.0581,61.2468,4.51445,53,4.51445,3.4719
2,18ss,146.858,57.698,67.0031,3.38577,58,3.38577,3.5032
2,18ss,82.5822,70.1565,48.7416,2.33108,42,2.33108,2.10435
2,18ss,81.3172,63.7745,56.1333,2.60244,29,2.60244,1.88499
2,18ss,86.7972,60.1354,49.2731,1.91656,38,1.91656,1.81849
2,18ss,87.1974,68.1992,50.528,3.16969,41,3.16969,2.18672
2,18ss,95.7886,63.9983,55.8843,3.62615,42,3.62615,2.25195
2,18ss,92.1453,69.0864,58.3693,3.02181,49,3.02181,2.63648
2,18ss,87.059,57.6722,59.5277,2.44802,46,2.44802,2.3005
2,18ss,87.012,69.3267,61.3527,2.94952,41,2.94952,2.56044
2,18ss,86.5193,60.3301,58.3203,2.37504,40,2.37504,2.17501
2,18ss,93.9352,59.1023,65.2416,3.17106,46,3.17106,2.87233
2,18ss,92.5504,64.8974,65.765,2.88334,44,2.88334,2.77697
2,18ss,87.5418,66.1995,67.2819,2.28137,47,2.28137,2.40693
2,18ss,96.0601,67.7321,50.6351,2.71201,36,2.71201,2.42847
2,18ss,104.219,63.438,50.4154,4.43911,35,4.43911,2.52446
2,18ss,105.071,66.057,52.1742,4.23139,43,4.23139,2.72043
2,18ss,103.278,63.4374,57.6183,4.10751,54,4.10751,3.00942
2,18ss,102.043,69.8128,60.3624,4.18191,69,4.18191,3.19213
2,18ss,98.7834,65.0587,63.7997,4.11721,49,4.11721,3.03588
2,18ss,103.031,60.9614,64.0976,5.24006,67,5.24006,3.68324
2,18ss,106.51,66.3464,67.3752,5.75719,77,5.75719,3.90009
2,18ss,106.995,59.5689,70.3452,4.98202,73,4.98202,4.55363
2,18ss,100.857,66.2304,70.2594,4.34947,57,4.34947,4.10577
2,18ss,118.32,64.6093,48.7817,5.57598,49,5.57598,3.03264
2,18ss,114.394,58.1579,49.2625,5.17205,45,5.17205,3.01847
2,18ss,115.5,66.7703,53.1609,5.01261,42,5.01261,3.2594
2,18ss,110.786,59.9539,56.5982,5.16797,118,5.16797,3.43932
2,18ss,117.088,63.3164,58.1321,5.8586,53,5.8586,3.27398
2,18ss,110.112,68.1043,58.7143,5.89163,51,5.89163,3.14003
2,18ss,113.845,70.207,57.2955,4.96898,42,4.96898,3.09015
2,18ss,108.815,59.1959,64.5428,6.82332,96,6.82332,4.13771
2,18ss,114.382,58.5453,65.0109,9.03455,53,9.03455,4.04338
2,18ss,118.708,63.8493,68.0782,6.41837,60,6.41837,3.85368
2,18ss,111.145,64.395,66.5348,7.69402,72,7.69402,3.97944
2,18ss,117.572,69.9629,63.9155,5.61646,53,5.61646,3.67353
2,18ss,112.785,68.9331,70.5148,6.30834,54,6.30834,3.9952
2,18ss,130.112,60.4937,51.8809,6.9642,45,6.9642,3.3041
2,18ss,125.87,70.4582,50.7111,4.75542,43,4.75542,2.92644
2,18ss,124.736,62.7322,55.3349,5.49816,47,5.49816,3.57933
2,18ss,122.006,63.6962,53.9228,5.86909,48,5.86909,3.15247
2,18ss,130.588,65.2048,56.414,5.65421,54,5.65421,3.44381
2,18ss,122.268,68.9891,60.8229,5.92799,49,5.92799,3.84718
2,18ss,127.79,65.267,62.1586,5.87246,46,5.87246,3.51418
2,18ss,130.273,67.7227,62.4889,4.97645,46,4.97645,3.63309
2,18ss,131.076,61.2559,66.3662,5.26675,68,5.26675,3.99577
2,18ss,121.656,58.645,67.1402,6.35751,57,6.35751,3.99419
2,18ss,122.476,64.8605,66.6087,5.37204,52,5.37204,3.87515
2,18ss,127.75,70.5887,67.838,8.07279,51,8.07279,4.14254
2,18ss,145.317,60.4985,51.0342,4.72337,47,4.72337,3.91643
2,18ss,142.75,70.3671,51.812,7.42917,64,7.42917,4.30918
2,18ss,136.675,63.6905,53.0721,6.82979,60,6.82979,4.05563
2,18ss,136.732,58.369,55.7734,5.59595,51,5.59595,3.45327
2,18ss,144.405,58.2745,56.5646,4.25829,46,4.25829,3.02708
2,18ss,144.815,66.2745,57.9136,5.89403,47,5.89403,3.80902
2,18ss,135.929,66.2424,60.2182,5.91083,51,5.91083,3.68621
2,18ss,138.906,60.6976,61.3709,5.81679,57,5.81679,3.74062
2,18ss,141.749,66.1372,64.5691,6.13371,54,6.13371,3.68654
2,18ss,133.441,68.239,68.8296,7.21765,59,7.21765,4.46816
2,18ss,139.865,71.3774,69.0646,5.39392,63,5.39392,4.02097
2,18ss,136.345,61.2805,70.0747,6.52826,65,6.52826,3.85786
2,18ss,152.05,63.7752,49.8264,6.65597,46,6.65597,3.89318
2,18ss,154.968,58.9396,50.5855,4.71581,52,4.71581,3.62908
2,18ss,155.863,69.3156,50.1463,6.66669,47,6.66669,3.70711
2,18ss,148.654,64.0281,56.5434,6.82451,57,6.82451,4.80348
2,18ss,155.429,65.016,56.1013,6.13763,57,6.13763,4.05324
2,18ss,153.028,69.7774,58.0041,6.68673,59,6.68673,4.10833
2,18ss,156.48,65.3813,62.0137,6.12533,68,6.12533,4.06103
2,18ss,146.605,70.7285,62.9172,5.81348,62,5.81348,3.80116
2,18ss,148.222,62.6766,64.8558,5.05998,64,5.05998,3.76978
2,18ss,152.122,70.4202,67.6516,5.10073,62,5.10073,4.47382
2,18ss,166.274,64.3701,49.9293,4.8611,53,4.8611,2.7758
2,18ss,158.658,62.9218,50.161,5.40321,98,5.40321,4.39404
2,18ss,161.642,69.3659,51.1882,6.95609,57,6.95609,4.17451
2,18ss,164.182,69.255,57.2253,5.43422,67,5.43422,3.38544
2,18ss,162.299,60.3922,56.0522,2.8909,87,2.8909,3.21049
2,18ss,171.549,71.6682,51.5013,2.3522,44,2.3522,2.65576
2,18ss,81.3692,80.2252,51.5238,3.25604,41,3.25604,2.78711
2,18ss,81.2193,76.7896,68.3081,3.23773,45,3.23773,2.82785
2,18ss,85.4643,81.6757,51.4045,2.81534,38,2.81534,2.7571
2,18ss,94.3056,75.441,54.0408,3.56403,40,3.56403,2.60032
2,18ss,91.938,80.8149,54.2162,3.87441,47,3.87441,3.04415
2,18ss,87.8664,77.8912,54.97,3.25168,76,3.25168,2.92508
2,18ss,86.3648,72.1722,55.3218,3.13774,41,3.13774,2.62264
2,18ss,83.8019,84.8335,57.5617,3.62005,49,3.62005,2.98839
2,18ss,87.0243,78.774,60.4544,4.17659,45,4.17659,2.96209
2,18ss,95.1487,80.8994,60.8978,4.21238,47,4.21238,3.24005
2,18ss,90.5496,83.8425,60.623,3.60224,43,3.60224,3.27623
2,18ss,94.5113,76.5974,64.1387,4.30141,47,4.30141,3.03996
2,18ss,83.7976,80.1432,66.5321,3.23721,46,3.23721,3.095
2,18ss,91.3062,78.4991,66.2124,4.42564,76,4.42564,3.35958
2,18ss,87.8658,75.8285,68.3823,3.37013,52,3.37013,3.13843
2,18ss,103.673,77.6903,50.0736,4.3553,36,4.3553,2.97012
2,18ss,101.247,70.8919,49.6133,3.74197,53,3.74197,2.76502
2,18ss,98.6863,82.4219,54.3094,4.57051,62,4.57051,3.11429
2,18ss,101.379,79.2398,53.2403,4.30753,38,4.30753,3.09045
2,18ss,102.848,76.5194,58.3166,4.5405,48,4.5405,3.11422
2,18ss,108.307,72.7579,62.9585,5.5555,61,5.5555,3.50363
2,18ss,96.9851,72.8053,62.6963,3.66633,60,3.66633,3.1398
2,18ss,100.167,79.9995,64.6333,3.74699,48,3.74699,3.40175
2,18ss,104.433,74.0822,67.1385,5.08741,66,5.08741,3.61975
2,18ss,98.5508,77.4032,69.567,4.56254,101,4.56254,3.66999
2,18ss,109.466,70.3653,50.6412,4.10557,33,4.10557,3.08538
2,18ss,114.424,74.4219,52.3352,4.53041,52,4.53041,3.22952
2,18ss,118.306,80.973,52.3553,5.65647,49,5.65647,3.86491
2,18ss,113.253,81.0383,54.9637,4.53695,41,4.53695,3.50476
2,18ss,108.909,76.2726,56.3191,4.98113,46,4.98113,3.12259
2,18ss,116.775,77.8874,64.2789,7.67212,53,7.67212,3.85897
2,18ss,113.317,83.7638,62.7948,4.52836,56,4.52836,3.82937
2,18ss,119.258,82.931,65.9071,5.85262,58,5.85262,4.18406
2,18ss,112.238,76.1367,67.0388,5.486,51,5.486,3.69416
2,18ss,127.606,80.1748,52.8154,5.32101,40,5.32101,3.35502
2,18ss,122.003,76.0189,54.869,5.33602,44,5.33602,3.29581
2,18ss,133.248,78.9578,55.7371,5.89823,53,5.89823,3.74565
2,18ss,120.103,81.0799,58.4395,6.34585,47,6.34585,3.92806
2,18ss,129.905,81.3168,60.2307,6.43215,50,6.43215,3.95244
2,18ss,126.59,73.8134,61.174,6.46315,72,6.46315,3.43022
2,18ss,121.201,75.9199,63.4157,5.90925,51,5.90925,3.80051
2,18ss,125.341,81.6867,63.5099,6.59967,48,6.59967,4.50348
2,18ss,131.541,80.9226,67.1005,6.79584,56,6.79584,4.01798
2,18ss,126.148,82.5719,70.8888,6.95955,63,6.95955,4.25259
2,18ss,138.893,76.7418,50.9361,5.89755,46,5.89755,4.15434
2,18ss,143.291,82.2888,52.0396,7.71936,70,7.71936,3.61061
2,18ss,134.216,71.8158,53.3984,6.11367,53,6.11367,3.39007
2,18ss,140.324,83.1643,56.776,7.58113,52,7.58113,3.87826
2,18ss,139.604,71.2978,57.8904,5.18851,53,5.18851,4.07237
2,18ss,142.919,76.6846,56.8484,6.80257,54,6.80257,4.15142
2,18ss,134.306,75.9148,60.5747,4.0396,37,4.0396,3.21535
2,18ss,136.203,84.5089,61.489,7.71687,51,7.71687,4.48628
2,18ss,142.235,79.0881,62.822,5.68222,56,5.68222,4.2235
2,18ss,136.143,75.5818,63.0485,6.02943,61,6.02943,3.94686
2,18ss,143.548,79.2953,69.3328,7.91359,64,7.91359,4.3651
2,18ss,147.39,79.1838,51.3725,6.46564,52,6.46564,3.47
2,18ss,157.407,77.2918,52.3112,8.95121,46,8.95121,4.40713
2,18ss,152.758,75.2798,54.1823,7.33505,47,7.33505,3.57978
2,18ss,147.953,71.8866,54.8798,5.4403,51,5.4403,3.69887
2,18ss,151.379,83.7555,55.6685,8.33434,59,8.33434,3.70865
2,18ss,148.789,80.2579,60.0923,6.35971,50,6.35971,3.93389
2,18ss,152.507,73.4692,62.7792,7.74476,60,7.74476,4.47357
2,18ss,152.584,79.6113,66.0713,7.8812,77,7.8812,4.11786
2,18ss,146.528,75.1125,67.017,6.59348,52,6.59348,3.97252
2,18ss,158.412,80.3172,69.6006,4.42405,69,4.42405,3.85707
2,18ss,169.362,74.4232,49.1549,4.93634,47,4.93634,3.40078
