no,stage,x,y,z,tbxta,sox2,sp5l,cdh6
2,18ss,92.1306,179.462,27.4783,2.5314,43,2.5314,2.68966
2,18ss,109.09,30.0854,28.896,0.883117,14,0.883117,0.766234
2,18ss,154.156,101.858,10.827,6.72956,72,6.72956,5.70436
2,18ss,147.962,110.225,13.4489,7.45998,68,7.45998,6.43123
2,18ss,156.849,108.952,15.7019,6.64788,70,6.64788,6.36778
2,18ss,152.833,101.3,15.6096,9.12411,64,9.12411,7.2449
2,18ss,148.986,107.552,18.7353,11.5662,48,11.5662,8.15019
2,18ss,148.031,103.465,19.9182,10.1361,59,10.1361,6.30999
2,18ss,154.161,108.474,21.3258,8.61642,86,8.61642,6.14613
2,18ss,152.665,103.209,23.979,8.55537,52,8.55537,5.76997
2,18ss,148.111,109.268,24.2812,9.76094,78,9.76094,7.79845
2,18ss,163.553,103.365,7.93667,3.03472,36,3.03472,2.98016
2,18ss,169.722,105.209,9.30626,3.10745,35,3.10745,3.90739
2,18ss,162.165,98.9237,9.96185,4.60164,41,4.60164,4.02324
2,18ss,163.307,104.875,14.852,6.11705,70,6.11705,5.45134
2,18ss,168.319,98.9614,15.8024,6.26768,72,6.26768,6.87596
2,18ss,159.334,102.596,18.5141,7.06557,72,7.06557,4.65909
2,18ss,163.86,99.3661,23.7283,6.8083,73,6.8083,4.82348
2,18ss,162.5,109.147,24.6534,8.0464,92,8.0464,6.9945
2,18ss,159.216,104.514,27.3251,6.45262,52,6.45262,5.27891
2,18ss,176.216,104.787,11.8978,2.75146,36,2.75146,4.43058
2,18ss,180.624,101.128,13.1826,2.40808,34,2.40808,2.66945
2,18ss,174.142,99.1649,13.6013,4.57168,147,4.57168,12.3535
2,18ss,172.528,101.97,18.4905,6.63482,91,6.63482,10.0879
2,18ss,172.695,107.152,20.3367,7.72519,226,7.72519,9.87429
2,18ss,182.685,103.828,23.1094,2.37982,33,2.37982,2.28848
2,18ss,173.449,105.501,24.6585,6.282,88,6.282,6.71623
2,18ss,169.767,105.533,25.8879,8.18466,48,8.18466,7.32964
2,18ss,171.998,100.755,24.9833,8.257,133,8.257,7.00527
2,18ss,185.681,105.85,16.8888,1.25118,29,1.25118,1.5377
2,18ss,184.195,108.654,16.1596,1.30311,29,1.30311,1.4954
2,18ss,185.462,97.3264,19.3642,2.40323,36,2.40323,2.07202
2,18ss,183.393,100.057,21.4157,2.25817,36,2.25817,2.27719
2,18ss,82.2802,115.936,22.0474,2.91351,35,2.91351,3.45316
2,18ss,93.1,116.969,7.40987,3.12073,37,3.12073,2.41416
2,18ss,90.5944,114.204,10.0126,2.73803,45,2.73803,2.57321
2,18ss,89.9807,121.537,10.9467,3.51711,39,3.51711,2.54496
2,18ss,85.9077,122.451,12.7348,2.56225,36,2.56225,2.36754
2,18ss,93.435,119.683,16.3576,3.40489,38,3.40489,3.01089
2,18ss,93.4912,111.079,15.2845,3.80215,39,3.80215,3.25183
2,18ss,87.9765,114.991,17.5256,2.88143,38,2.88143,3.12841
2,18ss,87.2875,119.067,19.8465,3.08689,37,3.08689,3.36246
2,18ss,94.5647,123.144,22.1684,4.22587,42,4.22587,4.06419
2,18ss,86.3383,122.362,22.4351,3.12048,37,3.12048,3.39166
2,18ss,98.8017,119.513,8.90276,2.80995,37,2.80995,2.40885
2,18ss,98.5546,112.307,9.00158,2.791,36,2.791,2.53478
2,18ss,105.238,121.605,11.9267,3.33943,32,3.33943,2.46712
2,18ss,103.674,116.495,12.236,2.99612,33,2.99612,2.57589
2,18ss,100.96,114.373,17.4063,4.72275,33,4.72275,3.86392
2,18ss,98.5525,118.222,18.8825,4.08195,34,4.08195,3.76877
2,18ss,105.925,118.251,17.9534,4.14024,37,4.14024,3.37222
2,18ss,104.2,123.36,21.1275,4.3815,40,4.3815,4.23825
2,18ss,100.192,110.746,24.0071,9.01872,43,9.01872,6.88198
2,18ss,107.31,114.419,27.5345,9.08311,37,9.08311,7.36533
2,18ss,111.854,115.006,7.46451,2.98588,32,2.98588,2.37452
2,18ss,111.352,122.572,8.15808,3.40802,39,3.40802,2.51775
2,18ss,118.872,113.311,9.4646,3.84122,35,3.84122,2.87778
2,18ss,117.091,120.031,6.53123,3.79185,35,3.79185,2.60361
2,18ss,108.318,111.825,9.6396,3.32505,31,3.32505,2.43176
2,18ss,114.822,111.109,16.8091,4.87542,32,4.87542,3.66572
2,18ss,114.404,117.346,15.3541,4.25156,38,4.25156,3.01217
2,18ss,111.137,115.704,20.4878,5.3679,37,5.3679,4.38331
2,18ss,128.318,112.477,6.74542,3.7624,37,3.7624,2.85678
2,18ss,127.042,120.288,7.46404,4.75075,35,4.75075,3.35701
2,18ss,121.248,119.637,9.49207,4.62665,34,4.62665,3.08249
2,18ss,125.425,111.995,12.1123,5.60617,39,5.60617,3.53473
2,18ss,129.621,118.065,10.8977,5.11524,46,5.11524,5.96262
2,18ss,131.99,112.62,13.8616,7.94072,55,7.94072,5.70417
2,18ss,121.947,118.93,16.7631,9.14599,25,9.14599,3.21898
2,18ss,122.261,118.328,16.1993,8.59312,61,8.59312,5.07103
2,18ss,127.732,118.143,18.4092,13.9074,99,13.9074,10.484
2,18ss,123.571,112.554,19.2436,7.4526,48,7.4526,3.72461
2,18ss,121.865,113.722,24.2799,9.32922,54,9.32922,4.62576
2,18ss,131.982,117.95,25.1493,18.2851,117,18.2851,9.65985
2,18ss,139.201,122.445,9.2693,6.42741,41,6.42741,3.29654
2,18ss,135.478,116.329,11.0176,5.92754,44,5.92754,4.46468
2,18ss,140.474,117.618,14.1318,7.75264,49,7.75264,4.58194
2,18ss,144.388,122.426,16.1011,9.59961,89,9.59961,6.87327
2,18ss,144.176,112.095,18.6006,12.6428,64,12.6428,7.31326
2,18ss,135.581,120.118,17.3361,10.6431,107,10.6431,6.77506
2,18ss,135.88,122.862,21.5748,13.2544,103,13.2544,8.34632
2,18ss,138.595,112.112,24.7063,14.6908,124,14.6908,8.55635
2,18ss,153.397,119.157,7.22684,2.34942,32,2.34942,2.8758
2,18ss,147.426,118.088,11.1253,5.80795,35,5.80795,5.64988
2,18ss,154.907,118.256,11.7089,3.85346,41,3.85346,7.46905
2,18ss,155.525,113.683,15.2805,8.33776,109,8.33776,9.63504
2,18ss,148.685,118.656,15.7956,9.92104,74,9.92104,10.8507
2,18ss,155.221,120.99,17.2318,6.22689,170,6.22689,14.2463
2,18ss,150.472,115.936,19.3702,10.7869,91,10.7869,9.51094
2,18ss,145.309,118.513,22.8292,14.0214,84,14.0214,9.28358
2,18ss,153.017,112.346,27.1334,10.1468,87,10.1468,5.90957
2,18ss,170.353,112.028,6.14647,1.5913,23,1.5913,2.07391
2,18ss,166.011,112.601,10.5424,2.42167,54,2.42167,4.50238
2,18ss,161.126,117.291,14.1899,3.67918,41,3.67918,6.66875
2,18ss,166.586,119.907,17.0921,2.86542,37,2.86542,3.78761
2,18ss,164.26,111.128,18.1285,6.71571,117,6.71571,14.8427
2,18ss,160.184,117.733,23.1211,8.72442,140,8.72442,16.8977
2,18ss,168.471,114.494,24.6377,5.67004,88,5.67004,12.6971
2,18ss,157.758,115.983,25.0593,9.26786,137,9.26786,15.7462
2,18ss,170.367,113.182,8.29895,1.64551,27,1.64551,1.9499
2,18ss,172.828,113.428,13.0258,1.96963,35,1.96963,2.40578
2,18ss,174.316,119.878,17.921,1.83362,35,1.83362,2.61256
2,18ss,179.96,111.64,21.0165,2.036,42,2.036,2.43927
2,18ss,178.529,119.742,22.4547,1.77498,40,1.77498,2.52192
2,18ss,178.078,118.246,27.268,2.39718,45,2.39718,2.7453
2,18ss,81.6251,133.001,6.77743,2.5479,35,2.5479,2.35149
2,18ss,83.3144,123.821,7.79741,2.81023,35,2.81023,2.56648
2,18ss,82.7172,128.341,12.6765,2.45758,37,2.45758,2.54067
2,18ss,81.9042,133.782,17.8759,2.36085,41,2.36085,2.72402
2,18ss,80.7659,124.675,24.6896,2.67515,42,2.67515,3.39114
2,18ss,87.879,127.336,5.82217,3.08428,36,3.08428,2.56388
2,18ss,95.2318,125.661,8.07671,3.95747,32,3.95747,2.346
2,18ss,88.825,135.527,9.17664,3.01205,45,3.01205,2.39199
2,18ss,95.1167,132.253,14.9283,3.32072,40,3.32072,2.61834
2,18ss,88.6301,131.477,15.8721,2.70288,39,2.70288,2.69014
2,18ss,95.5147,135.759,20.9408,4.49501,39,4.49501,2.84882
2,18ss,89.5156,126.59,22.8702,4.68103,43,4.68103,3.32121
2,18ss,88.6519,132.918,23.6409,3.2477,38,3.2477,3.41316
2,18ss,93.6777,131.375,23.8663,3.76432,41,3.76432,3.38666
2,18ss,86.0238,129.753,25.863,3.26816,41,3.26816,3.54295
2,18ss,106.156,127.74,8.21226,3.73104,34,3.73104,2.74504
2,18ss,106.295,134.183,12.3362,4.77565,37,4.77565,3.00021
2,18ss,103.109,127.892,12.998,3.12072,37,3.12072,2.66344
2,18ss,100.474,132.342,13.7087,3.90762,37,3.90762,2.62282
2,18ss,100.166,128.244,16.6867,4.1048,38,4.1048,2.90941
2,18ss,107.907,128.068,17.9116,5.71109,45,5.71109,3.34327
2,18ss,97.112,129.272,21.923,3.96412,37,3.96412,3.46629
2,18ss,101.235,128.446,22.206,5.21148,42,5.21148,3.6995
2,18ss,101.561,125.015,22.2449,4.61823,35,4.61823,4.17186
2,18ss,107.753,134.212,24.9887,13.6656,125,13.6656,5.76701
2,18ss,116.249,130.973,6.67979,3.73098,39,3.73098,2.83006
2,18ss,117.911,129.504,12.5927,7.05468,41,7.05468,4.13216
2,18ss,112.531,130.131,12.7434,6.48049,41,6.48049,3.19785
2,18ss,115.236,124.306,14.3349,6.09285,34,6.09285,3.00073
2,18ss,109.073,135.987,17.0454,9.14697,110,9.14697,4.32341
2,18ss,112.246,124.003,17.5675,6.05835,39,6.05835,3.38001
2,18ss,116.727,129.037,20.0111,17.3529,68,17.3529,6.29058
2,18ss,120.127,131.873,19.9268,12.0791,113,12.0791,9.65197
2,18ss,110.864,131.424,23.666,12.115,111,12.115,5.05212
2,18ss,115.187,127.867,25.435,14.8743,129,14.8743,6.03135
2,18ss,132.146,125.225,8.20602,5.61981,37,5.61981,3.09326
2,18ss,126.565,135.618,9.1607,5.96575,34,5.96575,3.44609
2,18ss,121.654,127.319,9.5661,5.47304,39,5.47304,4.1019
2,18ss,126.629,124.2,12.8934,10.4023,67,10.4023,6.00494
2,18ss,126.921,129.408,14.9597,9.10922,141,9.10922,8.3435
2,18ss,131.126,134.583,14.6236,10.9721,104,10.9721,8.10325
2,18ss,123.956,134.307,13.67,15.1555,79,15.1555,4.82504
2,18ss,124.653,126.126,20.6615,17.8692,97,17.8692,9.81249
2,18ss,125.891,132.679,26.339,17.2256,107,17.2256,8.27512
2,18ss,138.797,130.428,9.90947,5.76605,37,5.76605,2.95068
2,18ss,134.416,135.427,9.94053,5.67827,29,5.67827,3.09564
2,18ss,153.411,72.7779,12.9086,4.31252,61,4.31252,2.91479
2,18ss,153.249,78.107,13.549,4.52014,36,4.52014,2.86511
2,18ss,152.817,83.5424,19.5197,4.53989,34,4.53989,2.99626
2,18ss,152.652,77.2718,21.0867,4.963,37,4.963,2.84762
2,18ss,155.377,71.7325,20.824,4.79462,38,4.79462,3.41809
2,18ss,146.93,72.0835,22.4272,3.42392,39,3.42392,3.68333
2,18ss,150.57,80.0714,25.0937,6.52441,31,6.52441,2.85905
2,18ss,149.926,72.6645,26.6173,5.03413,49,5.03413,4.98653
2,18ss,160.837,81.7081,6.81083,3.91726,49,3.91726,4.97932
2,18ss,167.735,77.8962,9.78384,4.02964,85,4.02964,9.29456
2,18ss,159.487,74.684,12.5043,5.91124,58,5.91124,4.57229
2,18ss,164.389,73.4286,12.4125,5.27944,70,5.27944,4.30761
2,18ss,165.799,76.8391,15.7038,4.80513,53,4.80513,4.44413
2,18ss,171.211,72.6639,15.1235,4.34704,55,4.34704,3.53063
2,18ss,160.959,74.6522,19.0938,5.71351,68,5.71351,4.12193
2,18ss,160.481,79.8913,20.911,4.76241,43,4.76241,3.7708
2,18ss,168.851,75.6294,21.4248,6.23013,69,6.23013,4.00979
2,18ss,159.588,84.0641,25.3246,4.4052,43,4.4052,3.5073
2,18ss,162.781,76.03,26.3664,5.36116,72,5.36116,3.5075
2,18ss,172.683,73.3762,8.24689,3.81516,94,3.81516,5.55626
2,18ss,170.741,83.3892,7.19819,6.39471,88,6.39471,11.485
2,18ss,173.698,80.2129,14.6008,5.70361,88,5.70361,12.39
2,18ss,182.362,72.6394,12.048,1.48941,35,1.48941,1.79889
2,18ss,182.945,80.411,18.8624,2.17293,37,2.17293,2.12481
2,18ss,175.384,79.845,21.1225,4.17181,74,4.17181,9.41317
2,18ss,178.409,71.9404,22.3316,1.90644,42,1.90644,2.04554
2,18ss,173.284,80.9302,27.5523,4.82636,73,4.82636,5.25487
2,18ss,186.117,84.1092,12.1971,1.42371,35,1.42371,1.70286
2,18ss,185.085,78.0511,24.5431,1.50175,44,1.50175,1.78645
2,18ss,183.752,73.8383,24.366,1.31835,37,1.31835,1.77888
2,18ss,82.259,91.966,27.3471,8.29789,81,8.29789,23.9434
2,18ss,91.6146,87.5868,7.79005,3.72059,14,3.72059,3.36765
2,18ss,94.2578,94.9179,8.11534,2.9717,25,2.9717,2.66038
2,18ss,87.5697,95.4407,8.93568,3.48097,24,3.48097,3.38927
2,18ss,83.8187,85.7058,9.45208,4.3696,28,4.3696,4.36625
2,18ss,85.552,92.2608,19.139,6.68295,113,6.68295,9.49626
2,18ss,91.904,87.9348,18.6852,4.98225,32,4.98225,6.72912
2,18ss,87.5273,84.2644,19.8842,6.05012,42,6.05012,6.07874
2,18ss,93.508,91.7613,21.7614,6.53235,37,6.53235,7.14191
2,18ss,85.0869,87.6635,24.0803,7.18209,99,7.18209,6.60862
2,18ss,89.0642,92.8801,26.4784,6.27429,55,6.27429,8.95198
2,18ss,97.5951,86.6325,17.3686,5.26571,28,5.26571,6.72262
2,18ss,104.222,91.6716,16.1562,8.70357,38,8.70357,4.9167
2,18ss,99.9512,92.3401,22.5202,8.62336,35,8.62336,6.73027
2,18ss,105.284,89.0293,21.4621,8.16868,34,8.16868,5.4589
2,18ss,99.7652,95.0387,26.4263,8.24943,43,8.24943,7.45016
2,18ss,100.306,86.9066,25.3047,7.07082,33,7.07082,5.77521
2,18ss,114.158,97.0978,7.4585,3.15129,35,3.15129,2.76925
2,18ss,109.438,93.5049,8.08294,4.14871,26,4.14871,3.87274
2,18ss,110.629,88.7374,11.2517,6.31011,49,6.31011,9.09368
2,18ss,119.023,87.1322,12.4166,4.53697,44,4.53697,4.49401
2,18ss,116.889,85.1201,15.7324,7.46213,52,7.46213,6.94636
2,18ss,107.984,96.3101,15.109,7.75315,32,7.75315,7.23543
2,18ss,118.784,96.1285,16.2418,6.28821,36,6.28821,4.37008
2,18ss,111.932,88.2072,18.7172,7.89489,79,7.89489,6.86368
2,18ss,118.72,89.2628,19.8465,8.56446,76,8.56446,6.55952
2,18ss,109.709,95.6643,20.3751,8.12997,30,8.12997,7.86013
2,18ss,115.498,92.4995,21.8852,10.1069,36,10.1069,7.28823
2,18ss,116.387,84.2883,27.0442,10.9577,42,10.9577,8.85223
2,18ss,110.008,90.4803,28.6444,8.58564,42,8.58564,5.66463
2,18ss,121.497,90.6285,9.95825,3.66544,36,3.66544,3.17538
2,18ss,128.092,88.3359,13.6395,3.51118,36,3.51118,3.4008
2,18ss,127.673,94.3199,13.5729,4.04148,35,4.04148,3.06316
2,18ss,127.039,85.1735,17.2014,3.35554,36,3.35554,3.40252
2,18ss,123.083,93.0014,18.023,6.22596,53,6.22596,4.26716
2,18ss,131.335,87.8172,19.9013,3.55683,33,3.55683,3.86525
2,18ss,127.581,85.8801,23.5723,4.45453,46,4.45453,4.59542
2,18ss,130.762,89.2542,26.7794,4.26813,69,4.26813,5.19506
2,18ss,121.265,92.583,25.5248,10.463,62,10.463,7.01752
2,18ss,130.395,96.4447,26.7464,8.03682,53,8.03682,7.0807
2,18ss,133.504,87.587,8.43675,4.81733,41,4.81733,3.28699
2,18ss,138.092,93.1844,8.7574,5.1396,43,5.1396,3.26642
2,18ss,139.242,84.561,11.4508,3.82707,46,3.82707,2.85222
2,18ss,141.618,93.0103,13.3508,5.12428,32,5.12428,3.5998
2,18ss,134.744,87.0074,16.6436,4.21571,54,4.21571,4.36968
2,18ss,138.873,89.4116,15.0033,6.10346,37,6.10346,3.67698
2,18ss,136.25,97.5552,17.0774,6.79451,50,6.79451,4.97026
2,18ss,144.576,85.4937,18.6115,3.90357,39,3.90357,2.69892
2,18ss,136.028,96.5151,22.1278,6.98156,45,6.98156,5.35437
2,18ss,139.861,91.5742,23.4453,7.09808,88,7.09808,5.13894
2,18ss,142.2,86.3812,24.617,3.92576,38,3.92576,3.23537
2,18ss,149.061,94.8281,10.0004,8.58303,83,8.58303,5.19105
2,18ss,156.61,94.2005,11.8472,3.44587,36,3.44587,3.44151
2,18ss,146.802,91.0298,12.0665,5.41576,37,5.41576,3.05608
2,18ss,156.768,86.2769,12.0273,4.05408,53,4.05408,3.23577
2,18ss,148.342,86.2646,16.1146,3.69417,39,3.69417,2.53269
2,18ss,151.309,95.2086,16.4459,5.11969,33,5.11969,3.24249
2,18ss,148.77,93.4425,21.8784,5.05768,44,5.05768,3.67985
2,18ss,154.712,89.5253,21.986,4.39223,41,4.39223,3.4289
2,18ss,152.197,97.0129,22.7116,5.56764,48,5.56764,4.15587
2,18ss,148.623,85.686,23.7935,4.43287,38,4.43287,2.62006
2,18ss,164.754,91.6322,6.53433,4.93732,58,4.93732,5.07906
2,18ss,168.237,96.6644,10.453,4.18832,84,4.18832,6.10983
2,18ss,164.259,84.8563,13.6746,6.09643,57,6.09643,7.39211
2,18ss,163.175,96.2287,16.5519,5.42489,62,5.42489,6.37348
2,18ss,158.708,93.8434,18.5043,4.20445,41,4.20445,4.05698
2,18ss,168.65,85.7388,20.455,4.97871,112,4.97871,6.90001
2,18ss,166.615,93.0127,20.7482,6.83979,80,6.83979,6.30766
2,18ss,161.622,89.7491,22.9244,5.41691,39,5.41691,4.2522
2,18ss,167.465,90.4422,25.3627,7.27246,78,7.27246,8.08323
2,18ss,168.87,84.6387,26.5766,7.26602,110,7.26602,11.1126
2,18ss,171.166,89.7785,10.3221,5.1498,90,5.1498,7.79384
2,18ss,174.358,90.3687,15.574,5.2889,125,5.2889,7.3151
2,18ss,177.474,86.8626,19.0106,6.47564,175,6.47564,7.2579
2,18ss,175.816,96.4912,21.7372,6.61535,90,6.61535,7.53437
2,18ss,178.147,91.4954,24.5078,4.83583,111,4.83583,6.3741
2,18ss,183.34,91.2956,8.61594,1.60491,33,1.60491,1.83088
2,18ss,184.818,93.7851,14.0949,1.56778,36,1.56778,1.7941
2,18ss,183.393,91.5618,20.228,2.09188,40,2.09188,2.17537
2,18ss,184.135,86.9263,23.1989,2.86318,37,2.86318,2.22257
2,18ss,81.6853,107.409,7.73769,2.41157,34,2.41157,2.52492
2,18ss,81.7675,109.756,16.7739,3.07342,39,3.07342,3.37422
2,18ss,81.9492,101.822,26.9929,8.16695,66,8.16695,14.3792
2,18ss,84.6127,102.164,8.36992,3.00212,37,3.00212,2.52957
2,18ss,91.6266,102.542,11.7105,3.1808,40,3.1808,2.97824
2,18ss,85.6438,105.955,10.9947,2.5194,37,2.5194,2.69694
2,18ss,90.3332,105.775,14.297,3.38055,33,3.38055,3.25526
2,18ss,85.8012,101.86,14.7616,4.5169,44,4.5169,3.90689
2,18ss,91.3768,100.634,24.0674,7.969,35,7.969,7.25525
2,18ss,85.9086,99.3377,28.1417,9.0116,85,9.0116,9.49011
2,18ss,96.0318,105.966,7.7873,2.54303,29,2.54303,2.40359
2,18ss,99.1446,101.983,12.4932,4.02643,33,4.02643,3.39792
2,18ss,104.501,108.197,13.0661,3.69207,37,3.69207,3.33719
2,18ss,107.183,103.556,14.5295,4.1059,32,4.1059,3.49754
2,18ss,100.319,108.558,15.8365,4.6423,34,4.6423,4.04819
2,18ss,100.649,99.8888,23.0275,7.70027,43,7.70027,6.43831
2,18ss,104.137,106.027,27.9019,10.1992,36,10.1992,6.64752
2,18ss,109.689,100.743,8.73517,4.1893,39,4.1893,2.91963
2,18ss,108.197,106.132,10.6968,3.32098,32,3.32098,2.91905
2,18ss,117.725,107.54,11.6768,3.58755,35,3.58755,2.64842
2,18ss,115.029,104.307,14.1103,3.9769,29,3.9769,3.61955
2,18ss,115.309,101.18,21.938,7.89493,89,7.89493,7.15663
2,18ss,120.352,108.171,18.2242,5.28018,35,5.28018,3.76666
2,18ss,109.147,106.008,24.4645,8.69064,39,8.69064,6.65739
2,18ss,119.512,109.839,25.3803,8.9812,52,8.9812,7.76324
2,18ss,112.998,107.947,26.4453,11.5325,35,11.5325,7.74753
2,18ss,127.644,104.165,6.22438,3.79714,37,3.79714,3.11659
2,18ss,127.785,107.062,6.24367,3.24162,37,3.24162,2.60803
2,18ss,122.376,98.5363,6.86957,2.85101,31,2.85101,2.58317
2,18ss,131.307,97.325,8.59685,5.01251,38,5.01251,4.46356
2,18ss,121.365,97.5578,10.9064,4.11027,36,4.11027,3.01095
2,18ss,125.054,103.154,13.1696,3.87718,36,3.87718,3.0891
2,18ss,124.649,108.088,13.8611,4.42208,37,4.42208,2.96217
2,18ss,131.052,100.229,13.8655,4.72957,44,4.72957,3.69704
2,18ss,121.193,101.619,18.35,5.88103,34,5.88103,4.53595
2,18ss,131.51,108.431,18.2908,9.41653,61,9.41653,7.15612
2,18ss,128.051,101.043,20.8458,6.46063,39,6.46063,4.2867
2,18ss,132.836,104.275,22.0677,6.83974,37,6.83974,4.52455
2,18ss,128.53,108.093,24.2177,8.75582,72,8.75582,7.3353
2,18ss,121.348,97.8876,24.9905,11.6991,44,11.6991,8.3612
2,18ss,121.225,104.573,26.8906,8.84107,56,8.84107,7.60762
2,18ss,141.18,107.284,9.79463,5.77856,45,5.77856,3.88596
2,18ss,135.234,107.183,10.4356,6.63557,48,6.63557,4.05384
2,18ss,136.154,101.054,11.5033,9.80097,79,9.80097,6.2706
2,18ss,144.446,104.005,12.8283,6.83096,50,6.83096,4.40761
2,18ss,138.092,108.966,15.5663,12.7771,79,12.7771,6.76863
2,18ss,140.308,104.486,18.7602,12.3676,83,12.3676,7.49997
2,18ss,136.202,107.287,21.3777,11.2549,79,11.2549,6.72107
2,18ss,142.769,98.5141,26.108,5.26009,45,5.26009,4.59728
2,18ss,134.055,100.284,27.7922,7.66414,71,7.66414,6.06118
2,18ss,148.022,100.277,8.35057,6.23145,36,6.23145,4.89094
2,18ss,155.766,107.288,9.81405,4.48803,36,4.48803,3.91705
2,18ss,113.003,55.5882,18.4587,2.36092,23,2.36092,1.67094
2,18ss,117.328,46.1713,22.1742,3.50444,37,3.50444,2.33553
2,18ss,111.375,53.9182,24.9851,3.2426,31,3.2426,1.83987
2,18ss,117.086,51.0498,25.2169,4.62284,30,4.62284,1.99281
2,18ss,127.687,53.6592,6.65288,3.39885,31,3.39885,1.90684
2,18ss,120.869,55.8661,10.2161,3.56136,31,3.56136,1.65998
2,18ss,124.372,47.2688,10.9673,3.76865,70,3.76865,3.10361
2,18ss,128.248,54.1379,12.9442,3.32878,29,3.32878,1.91265
2,18ss,125.45,49.6196,18.1165,3.18201,37,3.18201,2.2423
2,18ss,122.833,45.6516,19.0774,3.1363,28,3.1363,2.50931
2,18ss,131.974,54.1779,21.516,3.38322,32,3.38322,3.06918
2,18ss,125.451,55.3154,22.2487,3.72468,33,3.72468,2.32704
2,18ss,123.269,49.0826,24.3674,3.64898,56,3.64898,2.29068
2,18ss,139.777,47.3938,8.45508,2.58019,28,2.58019,2.55453
2,18ss,135.852,48.0246,11.1002,3.26173,42,3.26173,2.69577
2,18ss,137.066,52.7899,11.277,3.1546,32,3.1546,3.7362
2,18ss,144.386,56.3306,13.7735,4.23575,63,4.23575,3.95848
2,18ss,135.45,57.5834,17.327,4.14411,37,4.14411,2.51407
2,18ss,141.256,51.1376,18.7797,4.08377,163,4.08377,5.6917
2,18ss,134.341,48.7912,20.9038,3.70421,33,3.70421,2.75954
2,18ss,144.264,57.204,24.1257,4.81769,61,4.81769,3.44396
2,18ss,133.735,57.4366,26.9309,5.10948,32,5.10948,2.83457
2,18ss,152.932,51.239,6.88796,3.53779,28,3.53779,2.86214
2,18ss,146.669,56.8182,7.22598,3.10599,32,3.10599,3.97828
2,18ss,150.674,46.6671,12.5632,4.34898,139,4.34898,6.04759
2,18ss,154.591,46.4753,16.2983,3.99116,86,3.99116,9.67321
2,18ss,150.567,53.3327,19.2111,4.09242,79,4.09242,4.91453
2,18ss,152.275,46.5544,22.9994,5.02365,66,5.02365,6.25519
2,18ss,145.977,49.647,23.059,4.42464,74,4.42464,4.53488
2,18ss,156.851,50.3323,25.0797,4.85094,155,4.85094,22.4614
2,18ss,169.046,45.421,7.97122,1.2883,25,1.2883,1.425
2,18ss,158.103,49.9741,9.51732,2.85158,38,2.85158,5.27999
2,18ss,163.05,54.9839,12.1276,3.76653,37,3.76653,3.14587
2,18ss,166.334,47.2697,13.2393,1.14122,26,1.14122,1.51184
2,18ss,159.875,53.1116,18.9025,3.17027,39,3.17027,4.03801
2,18ss,170.065,55.3592,18.1155,1.54916,38,1.54916,1.82076
2,18ss,162.607,49.6831,18.6169,1.9875,40,1.9875,2.55446
2,18ss,157.652,56.2181,23.4314,4.28205,49,4.28205,4.40787
2,18ss,165.349,55.7965,24.3319,2.99096,37,2.99096,2.79857
2,18ss,169.33,47.4528,24.595,1.34373,42,1.34373,1.61288
2,18ss,157.994,45.4965,26.3677,3.42465,35,3.42465,2.56885
2,18ss,173.317,53.0387,7.0819,1.24769,31,1.24769,1.48344
2,18ss,173.868,52.7943,10.5943,1.26677,34,1.26677,1.53387
2,18ss,176.533,56.8825,16.6414,1.25373,38,1.25373,1.59624
2,18ss,81.3907,69.7243,9.10191,3.20988,21,3.20988,1.83951
2,18ss,80.8521,69.5265,25.8844,2.49008,27,2.49008,1.93239
2,18ss,90.5178,67.0474,13.6779,2.99177,28,2.99177,2.87472
2,18ss,85.2035,70.7075,15.6975,3.16733,27,3.16733,2.512
2,18ss,87.1358,62.5383,21.1291,2.75274,27,2.75274,1.73665
2,18ss,91.3751,69.8933,22.7823,2.4014,27,2.4014,3.00734
2,18ss,91.7571,65.0662,27.7984,2.97207,33,2.97207,2.24498
2,18ss,105.108,59.9052,8.91352,2.76042,19,2.76042,1.85417
2,18ss,96.8658,66.3291,9.34289,1.81343,17,1.81343,2.24627
2,18ss,103.535,62.9082,16.0909,3.59278,30,3.59278,3.3509
2,18ss,106.208,61.0948,23.2649,2.72482,36,2.72482,3.09865
2,18ss,116.011,68.417,10.3913,3.12634,33,3.12634,3.22092
2,18ss,112.329,63.3863,10.622,3.38278,25,3.38278,1.67582
2,18ss,111.612,68.4124,16.6216,2.52774,43,2.52774,3.52987
2,18ss,112.68,65.6312,17.6746,2.70216,28,2.70216,2.81611
2,18ss,109.491,62.1248,18.7827,2.21053,30,2.21053,2.63598
2,18ss,116.435,58.2935,22.0665,2.97965,30,2.97965,1.82845
2,18ss,108.94,70.4877,22.1792,2.75181,37,2.75181,2.63773
2,18ss,113.671,65.3818,26.8227,2.91028,56,2.91028,3.02006
2,18ss,125.138,58.7954,8.90577,3.06064,37,3.06064,2.21897
2,18ss,130.013,63.6756,8.98166,3.05678,30,3.05678,2.07731
2,18ss,123.293,65.1781,9.35279,3.10643,32,3.10643,2.09152
2,18ss,132.978,70.8991,8.22277,2.85626,31,2.85626,2.34233
2,18ss,131.304,69.2862,14.0771,2.52123,29,2.52123,2.23218
2,18ss,121.285,65.4452,16.7715,2.84805,31,2.84805,2.77692
2,18ss,127.628,65.7713,16.7174,2.89641,36,2.89641,2.17894
