no,stage,x,y,z,tbxta,sox2,hes6,cdh6
2,18ss,87.6908,127.857,29.0179,1.68604,38,1.94741,1.36094
2,18ss,104.241,125.831,28.741,1.83843,38,2.20251,1.56299
2,18ss,61.1447,143.546,27.125,1.78484,31,1.20428,0.703272
2,18ss,101.628,18.2732,31.13,3.78311,57,3.52607,1.57205
2,18ss,114.666,24.3896,29.7118,3.60293,49,3.5918,1.6292
2,18ss,62.029,46.5326,31.7441,10.0672,149,22.1921,7.95014
2,18ss,61.8915,41.4324,32.483,3.32625,45,14.5727,1.33214
2,18ss,83.7845,39.2436,30.0409,7.43012,71,24.1881,2.35204
2,18ss,76.7406,46.6247,30.7953,11.9291,204,28.1195,5.63062
2,18ss,80.398,36.7907,31.0753,9.77349,173,22.9531,3.50046
2,18ss,67.5233,44.2844,33.0995,8.66952,138,22.7431,5.86112
2,18ss,75.3846,39.4195,32.3446,7.85504,122,22.9829,2.9624
2,18ss,91.7005,38.0826,31.7168,9.03581,139,25.6557,2.96292
2,18ss,96.9318,34.0075,32.8901,6.29555,83,18.4279,2.42463
2,18ss,90.3154,43.7169,33.5023,13.7746,236,27.5247,3.84269
2,18ss,90.989,33.3328,33.3286,6.84466,122,22.5045,4.65746
2,18ss,115.199,33.5545,29.3692,3.41886,51,4.05914,1.56116
2,18ss,108.198,47.4881,31.3566,15.9289,131,31.5492,4.63183
2,18ss,109.579,37.8203,32.1996,9.1089,104,20.9944,4.36236
2,18ss,115.947,46.954,31.8264,15.4213,107,28.1789,6.44932
2,18ss,103.703,41.881,32.2738,15.5271,161,28.1556,7.60052
2,18ss,114.474,40.6256,32.907,12.331,133,24.8504,9.81324
2,18ss,122.765,47.3003,30.0562,20.3666,251,17.0888,7.94428
2,18ss,133.31,33.5726,30.5267,3.29023,50,3.14938,1.38552
2,18ss,129.059,45.1678,30.9614,3.30922,66,3.39004,1.49743
2,18ss,123.628,30.6645,31.4988,3.47047,50,3.45743,1.64463
2,18ss,60.1597,60.2842,27.4507,8.36185,189,15.1433,11.4192
2,18ss,65.224,55.0347,32.295,15.2635,238,27.4049,18.9699
2,18ss,60.2921,60.7659,33.3337,13.3528,200,18.9112,16.2098
2,18ss,70.2908,56.4189,29.6645,17.9392,245,30.6832,18.586
2,18ss,78.7919,60.7397,32.6125,16.1115,158,23.5656,6.86678
2,18ss,97.9012,48.8028,31.1908,16.1222,141,31.3385,4.64642
2,18ss,91.744,50.8682,31.4746,18.8011,255,25.9445,12.1669
2,18ss,89.7333,61.5451,31.6004,24.1603,155,29.3376,8.71594
2,18ss,97.5111,64.0084,32.2372,20.9908,177,34.5828,9.62053
2,18ss,107.089,61.6383,31.1762,7.45237,69,31.6528,2.095
2,18ss,106.225,57.0393,33.2241,8.48297,50,32.5912,2.19595
2,18ss,134.77,54.3458,30.4178,3.26443,47,4.00021,1.47035
2,18ss,128.933,54.7478,31.1623,18.1135,236,25.0412,12.3753
2,18ss,121.481,54.4482,31.8472,17.4545,130,26.4333,9.67082
2,18ss,121.963,61.3731,32.0991,34.6234,213,31.2307,18.4754
2,18ss,131.121,61.0995,32.4295,20.6249,239,20.0552,10.9997
2,18ss,63.2829,80.8471,29.2054,21.7139,51,5.42446,3.68169
2,18ss,60.764,72.0507,31.7273,18.6117,97,6.46354,5.27032
2,18ss,83.272,75.1858,29.5582,36.8034,49,23.8908,5.85229
2,18ss,75.0134,76.682,31.0882,18.2743,56,6.97483,3.43605
2,18ss,79.7075,74.8164,32.5811,34.8836,74,17.5465,5.58264
2,18ss,74.853,83.3532,30.7563,27.116,45,9.00244,4.47591
2,18ss,100.202,77.9414,32.322,27.1595,125,40.9198,6.02345
2,18ss,99.3356,84.1289,32.8563,22.0472,165,30.2953,5.63182
2,18ss,107.121,67.7314,30.7279,6.77665,57,33.9973,1.91907
2,18ss,106.133,76.687,31.84,16.1117,94,45.0456,3.0028
2,18ss,118.726,74.7166,32.9545,16.0452,164,33.1598,5.62016
2,18ss,107.1,84.4625,32.8928,12.8016,124,37.5145,2.87791
2,18ss,131.726,71.8495,30.3534,17.0321,89,24.3068,7.60763
2,18ss,127.289,66.0648,29.5461,27.9682,209,28.5847,24.2427
2,18ss,133.903,67.4625,30.3949,21.5342,206,14.5859,9.31293
2,18ss,125.611,73.8109,33.2966,31.7469,211,31.1518,14.0003
2,18ss,143.103,67.7831,30.0438,3.24085,41,3.04841,1.46734
2,18ss,140.424,80.2384,31.3801,3.60944,52,4.38352,2.13931
2,18ss,143.381,77.1559,32.4632,2.94764,42,3.30554,1.62482
2,18ss,63.8576,57.8065,26.3993,10.6275,248,21.9823,10.7079
2,18ss,64.4516,65.2276,27.5171,20.018,252,12.7442,19.244
2,18ss,63.1613,51.9571,27.8963,11.4763,134,28.0346,11.6804
2,18ss,73.1406,65.0134,27.7033,23.0679,118,21.4251,14.5999
2,18ss,74.7765,59.1313,26.8498,20.5421,172,29.0485,11.4773
2,18ss,76.0816,52.0303,26.8934,16.3974,183,29.9153,7.71578
2,18ss,82.2679,48.9125,28.0421,19.9664,116,33.0789,7.14909
2,18ss,67.2157,59.8887,29.3366,15.1113,253,22.6666,17.2868
2,18ss,84.9237,66.6358,24.9013,31.3684,122,23.0682,7.8679
2,18ss,103.324,53.4314,26.6115,14.5345,64,31.957,3.65873
2,18ss,91.6277,56.4478,27.8325,18.789,125,32.469,10.8219
2,18ss,100.292,60.4541,28.013,22.1812,109,43.1923,9.93059
2,18ss,114.386,61.1566,26.341,16.3405,109,32.0812,5.47262
2,18ss,119.207,52.0197,26.5032,21.3143,242,29.2617,8.2054
2,18ss,110.353,65.9768,26.5307,9.19957,73,28.2368,2.46762
2,18ss,118.657,57.2468,27.5371,22.8145,162,27.8684,7.12426
2,18ss,113.466,49.587,28.0558,18.2306,159,30.0981,5.20799
2,18ss,112.511,56.5698,29.3727,18.5661,127,27.0878,6.18988
2,18ss,129.718,61.3358,25.7792,12.4469,169,27.631,7.74497
2,18ss,123.812,55.8748,25.6559,24.9889,254,24.3906,16.5769
2,18ss,139.957,58.0072,29.1262,3.1997,42,3.03503,1.30538
2,18ss,140.56,53.6445,25.5716,2.76488,45,3.04089,1.70898
2,18ss,59.3505,76.7931,28.8023,22.4899,45,5.53587,3.8432
2,18ss,69.2313,81.5646,26.2957,25.1284,52,8.769,4.10428
2,18ss,66.4688,78.7676,26.7256,18.1388,50,6.91555,3.13506
2,18ss,79.0186,68.9048,26.3595,27.6652,141,15.9531,5.32011
2,18ss,69.7842,71.4616,29.3877,20.0781,47,6.9555,4.14847
2,18ss,85.6564,78.0507,25.7666,37.7113,103,24.7249,6.11525
2,18ss,96.0184,81.4374,26.3625,35.4891,98,39.1347,6.50476
2,18ss,103.157,81.6854,26.895,20.7974,209,41.9135,4.17756
2,18ss,98.6528,69.408,29.3854,24.5432,152,33.7482,7.95991
2,18ss,96.2357,77.0553,28.7021,30.6882,177,37.1328,12.2017
2,18ss,87.456,73.2052,29.6721,35.8159,92,23.5885,5.96018
2,18ss,120.676,78.7034,26.3828,19.716,142,36.4595,5.9228
2,18ss,118.334,73.2276,26.7534,24.2632,179,31.5048,7.36215
2,18ss,114.126,69.9867,28.6349,13.9587,183,27.0241,3.04585
2,18ss,108.358,74.8038,27.9566,16.7243,99,37.5538,3.19174
2,18ss,104.084,70.7942,28.6067,20.8818,100,46.5378,4.48445
2,18ss,118.848,66.6881,29.3012,21.0601,130,43.2007,6.03676
2,18ss,139.406,68.5101,27.8905,4.37491,48,4.14827,2.32204
2,18ss,131.294,77.5811,29.2029,21.2426,225,26.9783,11.8989
2,18ss,129.451,83.8013,28.3426,23.9153,253,21.289,12.618
2,18ss,121.876,84.0931,28.6966,25.9671,221,29.149,9.03834
2,18ss,59.9404,101.563,25.4579,2.69761,175,5.84569,7.29157
2,18ss,64.7745,89.8952,28.5683,19.6263,59,5.75709,3.39387
2,18ss,58.1891,101.209,30.6143,3.33926,152,4.83503,6.86372
2,18ss,59.2504,85.3724,29.4276,16.5507,50,4.85515,2.96172
2,18ss,67.112,85.9352,27.0192,21.9192,48,5.56545,3.67614
2,18ss,79.3123,88.5687,26.1018,26.1389,44,12.086,4.36081
2,18ss,82.3477,92.0405,26.7308,40.8409,63,18.5078,6.47834
2,18ss,80.4186,96.1796,26.976,27.3776,121,13.622,4.71701
2,18ss,73.1643,95.3085,29.1977,23.0643,41,8.0603,3.95332
2,18ss,85.3648,89.6942,26.4959,34.5788,54,14.2614,5.48424
2,18ss,95.8364,86.8454,27.3218,23.0739,150,24.3378,7.28351
2,18ss,99.4883,98.0976,25.4077,9.56911,199,26.7472,5.81207
2,18ss,91.801,94.1475,27.3056,27.6362,254,33.0947,7.91919
2,18ss,96.7845,102.154,27.1697,5.14752,116,15.3084,4.28766
2,18ss,94.9162,97.4887,27.66,9.51553,149,28.4775,5.51069
2,18ss,100.457,87.532,28.4681,19.7778,100,31.4781,5.26049
2,18ss,86.8611,95.752,28.3733,33.9113,91,21.7307,6.75292
2,18ss,88.9015,98.6859,28.7625,19.1853,149,19.6322,11.8384
2,18ss,87.2261,87.0168,29.5005,26.5482,46,15.2836,4.3833
2,18ss,109.641,89.1674,25.9833,23.1959,56,34.3578,5.0232
2,18ss,107.854,98.4485,27.696,18.4284,130,20.7628,5.51757
2,18ss,113.848,85.2932,29.0252,25.3163,230,37.248,4.52732
2,18ss,121.75,95.4571,26.5902,9.32669,79,22.5988,3.55618
2,18ss,121.338,90.0233,29.5781,18.6057,138,22.1471,5.36785
2,18ss,139.996,100.772,27.5364,2.44903,40,2.88851,1.36012
2,18ss,131.523,98.924,26.974,3.81235,46,4.44185,2.95399
2,18ss,136.61,88.329,28.1384,3.99772,98,6.41867,3.3094
2,18ss,126.833,88.781,28.4633,17.7013,127,19.4563,8.61465
2,18ss,139.907,97.4742,27.4048,2.60946,54,2.80356,1.44053
2,18ss,61.2734,118.015,26.3927,1.78148,56,3.5536,4.64963
2,18ss,63.416,103.603,30.6808,2.68184,254,4.06281,5.8665
2,18ss,71.5069,104.525,26.1256,4.05976,126,9.06576,5.38869
2,18ss,77.9529,109.312,26.859,2.7095,125,5.28991,8.12705
2,18ss,78.7267,117.085,26.2171,4.87029,85,6.69419,8.00455
2,18ss,78.3572,104.485,26.6,3.66089,123,8.33172,7.12429
2,18ss,83.2451,112.928,27.1365,3.40515,168,8.9052,10.813
2,18ss,67.3501,103.566,28.6482,3.78249,119,6.94591,5.23179
2,18ss,74.4173,107.131,29.1168,2.69668,86,5.25822,8.35711
2,18ss,68.326,112.056,31.1071,2.15485,45,3.31417,5.20063
2,18ss,91.2766,114.295,26.3326,4.65147,171,8.76324,7.98919
2,18ss,97.3683,112.031,28.3504,4.44776,34,4.80099,8.62189
2,18ss,85.5882,104.134,29.6166,4.66914,225,11.3947,5.62562
2,18ss,102.232,111.341,29.094,6.14271,182,12.7106,11.4455
2,18ss,93.5872,105.962,29.1066,5.15522,83,20.9998,7.92369
2,18ss,112.219,115.17,26.69,2.99405,46,3.41804,2.55047
2,18ss,71.2272,85.5921,25.432,25.6707,48,7.51942,4.30606
2,18ss,74.6231,87.8649,24.364,26.54,49,9.44379,4.31757
2,18ss,83.0923,84.7752,24.5611,32.338,77,14.0498,5.49822
2,18ss,100.546,90.4952,24.5714,13.7251,84,32.6262,8.11793
2,18ss,88.361,85.4188,24.6471,33.2866,94,20.7449,5.80782
2,18ss,92.4233,100.646,24.7976,5.52088,152,16.7719,4.3724
2,18ss,102.171,94.9285,25.2295,14.2841,206,31.9474,4.18352
2,18ss,88.7174,104.242,24.8344,4.95053,179,16.8612,4.54082
2,18ss,113.03,88.8154,22.5635,19.6872,104,30.5016,4.60035
2,18ss,118.7,98.8963,22.9111,9.10264,45,20.85,3.1874
2,18ss,107.702,86.8564,22.4784,17.5707,105,33.4002,4.01066
2,18ss,113.795,96.1156,25.7872,17.2506,124,32.0537,4.16126
2,18ss,122.218,93.0507,19.6575,7.99537,45,22.2905,3.93379
2,18ss,126.535,89.0019,22.8658,10.8443,50,24.6193,4.88725
2,18ss,130.447,91.3962,23.7548,5.30806,43,8.6576,2.74404
2,18ss,64.2506,112.719,25.5261,2.19657,108,3.68829,3.77208
2,18ss,59.5536,113.031,24.2054,2.01341,89,3.38669,3.55598
2,18ss,63.3847,106.215,26.3534,2.54203,127,4.40882,4.21695
2,18ss,73.804,118.1,22.3368,2.313,118,3.40271,7.80607
2,18ss,79.5044,111.757,23.7389,2.65059,124,7.04041,10.1163
2,18ss,68.0082,110.617,26.0072,2.41192,102,4.02328,5.60847
2,18ss,72.3698,111.757,25.4292,2.34663,164,4.80372,7.63707
2,18ss,70.129,117.464,24.8148,2.18623,62,3.53872,6.6268
2,18ss,87.4692,109.796,21.8044,4.77314,187,10.5213,8.44266
2,18ss,85.6843,115.202,23.6971,3.15552,159,10.5076,5.48108
2,18ss,100.619,103.418,25.4507,10.1432,194,22.3878,7.67188
2,18ss,96.8061,117.82,26.085,3.11659,57,4.82326,3.4228
2,18ss,116.36,106.853,23.9477,4.56693,49,5.68438,3.8055
2,18ss,118.572,116.243,24.0775,2.34191,38,2.43275,1.33124
2,18ss,108.902,106.956,23.9653,6.81903,147,14.8155,9.20836
2,18ss,105.468,115.852,24.9209,2.2827,29,4.10127,2.79747
2,18ss,119.04,118.048,25.3072,2.21056,61,2.52277,1.18614
2,18ss,108.176,120.659,26.0818,1.96846,47,2.32152,1.47143
2,18ss,128.671,103.417,24.4387,2.72718,40,3.28779,1.65464
2,18ss,60.8844,130.257,23.6473,1.74835,33,2.284,2.04554
2,18ss,62.2838,122.912,24.4851,1.89569,47,2.53979,4.859
2,18ss,67.8245,122.399,25.2032,2.06543,61,3.40802,3.37659
2,18ss,98.0339,125.585,22.4875,1.87719,40,2.10304,1.18149
2,18ss,87.565,125.681,24.5157,1.23214,25,2.27679,0.660714
2,18ss,84.9921,135.726,25.8583,1.79696,34,1.96212,1.13653
2,18ss,76.9093,19.2952,26.4625,3.065,45,3.35592,1.32321
2,18ss,66.7142,15.2667,28.8689,3.52617,56,3.19418,1.3699
2,18ss,87.3057,18.2994,29.4398,3.67784,95,3.60683,1.47525
2,18ss,111.035,18.804,28.522,3.85262,58,3.25046,1.63376
2,18ss,74.6355,43.4498,26.2312,6.35431,145,18.071,2.92091
2,18ss,85.1462,44.0233,28.8598,12.0363,55,28.4021,2.98965
2,18ss,71.2179,40.2084,29.7714,4.18295,98,15.4189,1.95972
2,18ss,70.1676,47.0144,28.2249,9.51131,152,22.651,6.01261
2,18ss,100.725,45.1749,25.8773,14.9017,146,33.6176,3.68775
2,18ss,91.6338,44.0649,25.9305,8.54432,64,24.9138,2.76956
2,18ss,92.7008,35.6419,26.0494,10.7877,200,17.0424,5.71234
2,18ss,97.6894,39.5085,26.3454,8.59021,71,26.9912,2.71222
2,18ss,118.035,45.3685,25.97,23.0611,207,24.881,14.0041
2,18ss,119.204,30.122,26.4092,2.98427,50,3.38413,1.53041
2,18ss,107.97,41.3831,27.9665,9.85562,187,37.5852,3.56344
2,18ss,133.353,47.7659,27.3684,3.11498,55,3.20738,2.02038
2,18ss,128.289,36.0743,27.2505,3.07484,67,3.04655,1.5826
2,18ss,122.259,40.8317,28.9644,3.67357,62,4.95208,1.90408
2,18ss,142.875,44.7978,25.9247,3.70707,41,2.98472,1.36443
2,18ss,62.3488,18.7468,24.101,2.83286,45,2.4441,1.20526
2,18ss,71.674,21.3074,20.0706,2.86171,72,2.66609,1.23286
2,18ss,79.856,27.9271,21.8705,2.68655,59,2.87662,1.69794
2,18ss,79.3666,22.7027,22.2362,3.02432,52,2.99122,1.34464
2,18ss,87.9871,19.0351,22.1378,2.86637,47,2.95304,1.25472
2,18ss,93.1766,23.4493,22.9456,2.80748,42,2.98194,1.32367
2,18ss,88.3338,26.7136,22.6174,2.8012,43,3.17554,1.43347
2,18ss,94.5111,29.3866,22.7765,2.72128,48,3.08765,1.29592
2,18ss,102.89,26.8454,23.6718,2.97814,52,2.89867,1.21452
2,18ss,103.455,20.9928,24.8106,3.12429,45,3.23306,1.51109
2,18ss,107.943,25.7978,24.5302,3.00968,49,3.36294,1.4842
2,18ss,62.4072,32.2609,22.0084,2.35144,43,2.70712,1.049
2,18ss,63.4294,36.859,22.4604,2.26563,44,2.8388,0.927804
2,18ss,67.7612,45.9347,20.3498,3.66361,51,13.1062,2.26844
2,18ss,80.826,34.7578,22.1638,3.10996,57,5.08553,1.42515
2,18ss,77.8462,41.4797,23.3114,5.60345,57,18.5152,2.28583
2,18ss,80.788,44.9333,24.254,6.95889,84,23.4291,2.32402
2,18ss,71.5693,35.6124,23.9017,2.45169,40,2.96833,1.08379
2,18ss,75.0397,31.6585,23.6141,2.74768,48,3.20719,1.26347
2,18ss,66.4586,43.2479,26.05,4.68008,48,19.4305,3.10752
2,18ss,85.2764,31.3863,21.8954,2.56923,45,3.54106,1.43039
2,18ss,109.716,35.5781,22.5983,3.29544,50,4.85839,1.56598
2,18ss,104.113,46.2803,21.6713,12.0132,148,32.1055,3.78387
2,18ss,102.687,37.7775,22.9453,7.73551,148,16.5208,3.00224
2,18ss,110.883,45.7134,24.4912,13.9332,124,33.4918,6.38179
2,18ss,105.867,30.8596,24.0972,2.76324,46,2.90157,1.47621
2,18ss,121.282,36.1811,23.8391,2.91577,56,3.1313,1.34373
2,18ss,115.513,37.6761,25.4958,3.78163,59,5.28129,2.11372
2,18ss,126.728,40.5057,25.3835,3.13274,44,3.13907,1.49753
2,18ss,57.0183,49.7647,24.6842,6.13939,187,15.738,8.02174
2,18ss,67.8873,49.8033,22.5617,8.66598,50,24.4609,3.93843
2,18ss,75.0049,61.4446,20.8168,16.7552,151,33.2392,10.3074
2,18ss,79.5277,56.8761,24.3909,18.3699,223,25.984,10.5552
2,18ss,71.3781,52.5224,24.219,15.9481,161,29.1033,7.2092
2,18ss,69.7286,64.074,25.5339,16.5836,129,22.2617,19.4728
2,18ss,86.3892,49.1361,22.6356,11.9824,55,16.3985,5.58968
2,18ss,88.7692,65.6026,23.8465,24.3038,126,28.5537,10.7854
2,18ss,94.5548,65.811,23.977,32.0135,188,38.322,10.2857
2,18ss,96.6457,52.7288,25.5386,17.8396,108,35.7855,5.6289
2,18ss,118.573,61.9419,23.0995,22.3463,173,29.2956,10.6493
2,18ss,107.137,50.5616,25.3461,13.8741,132,34.3144,3.6939
2,18ss,111.593,53.4558,24.7362,19.5584,254,30.7521,5.87097
2,18ss,107.953,54.8363,25.0782,13.9364,115,39.1344,3.93889
2,18ss,125.169,65.4312,22.9794,19.6918,217,28.2445,14.8374
2,18ss,135.63,62.6975,25.4978,4.99867,50,5.46706,2.31894
2,18ss,127.875,50.1078,25.5099,6.88634,156,6.61339,3.62135
2,18ss,59.9298,69.0228,25.0654,14.3537,167,13.6998,21.6707
2,18ss,78.628,77.8748,23.3868,28.1485,63,13.799,4.71071
2,18ss,82.2464,80.566,24.0763,41.1232,83,22.6564,6.48123
2,18ss,68.4888,68.4135,25.4671,21.0653,122,13.3536,12.0957
2,18ss,76.5962,80.3774,26.0636,22.0994,52,9.19364,3.76703
2,18ss,78.1992,83.7647,26.1383,28.496,47,12.3421,4.59926
2,18ss,92.1236,72.9933,24.2469,32.17,99,37.7879,6.39643
2,18ss,100.401,68.5951,23.6687,23.9271,145,39.8748,8.72225
2,18ss,87.2204,81.7904,23.9464,36.355,83,24.7837,5.99512
2,18ss,92.0647,83.0341,24.209,26.7118,114,25.7117,8.23526
2,18ss,91.1069,77.731,24.7581,33.6641,99,29.3891,6.50274
2,18ss,109.973,82.0527,22.8545,16.5336,122,45.7678,4.05279
2,18ss,111.42,75.3958,23.8996,16.4142,157,37.9,3.42118
2,18ss,114.808,78.8107,26.2086,18.1069,93,41.5907,4.34874
2,18ss,130.036,83.5716,21.3513,12.0108,91,28.5196,4.68502
2,18ss,123.725,82.3184,22.8945,24.3427,180,32.0513,10.625
2,18ss,133.32,67.0678,22.7572,6.7411,82,10.0932,3.497
2,18ss,130.011,69.0953,23.5286,10.2129,66,23.7148,9.8282
2,18ss,127.547,76.6389,23.4037,16.1236,81,31.2461,8.55979
2,18ss,136.675,77.6017,25.0425,5.52767,45,6.64598,2.59696
2,18ss,125.263,72.9629,24.5764,21.3595,184,34.9375,8.37964
2,18ss,144.207,77.8291,25.2608,2.58867,35,2.99244,1.35527
2,18ss,59.5003,56.3451,20.6761,5.25585,106,20.0677,2.96085
2,18ss,63.0925,62.8491,19.4869,5.24638,73,21.3844,3.74991
2,18ss,60.9049,49.7613,20.1997,4.1662,54,13.5769,3.20689
2,18ss,81.7386,55.3078,18.1913,16.4501,161,33.9523,4.94099
2,18ss,74.6438,56.1155,18.9916,13.1841,94,30.8338,7.52589
2,18ss,66.3417,53.6914,21.1805,5.76418,97,23.3787,4.17098
2,18ss,92.4321,50.1911,20.2676,16.1472,82,25.3554,4.66042
2,18ss,90.7347,60.1412,21.0024,20.4393,117,34.9519,9.13026
2,18ss,97.0625,56.3186,20.475,10.8212,52,32.477,4.37464
2,18ss,85.7928,55.7814,21.5038,20.0201,164,38.5948,5.94136
2,18ss,106.566,58.1126,17.3872,10.9056,53,30.425,3.04089
2,18ss,117.972,55.5805,18.5522,11.8754,131,25.2097,6.05039
2,18ss,116.951,65.4643,18.1648,20.7035,83,39.7915,5.29906
2,18ss,109.463,50.1178,19.1859,20.0387,239,23.0971,6.09136
2,18ss,108.202,62.8519,20.7605,8.75451,93,37.6248,3.11355
2,18ss,115.327,50.7236,21.5642,19.5882,114,24.8074,10.3293
2,18ss,115.071,57.9043,21.3459,15.7136,224,26.7218,6.00336
2,18ss,105.864,59.2851,22.0829,11.3172,52,41.2119,3.03125
2,18ss,128.508,49.642,17.1695,3.45701,45,3.63261,1.52078
2,18ss,128.388,54.2393,18.4836,5.9582,67,6.95401,3.43093
2,18ss,126.315,59.1844,15.3534,8.18701,60,16.2463,6.03058
2,18ss,130.996,51.3291,19.9352,3.44634,40,3.64121,1.7768
2,18ss,122.324,51.538,21.6836,16.2993,131,22.8055,5.28842
2,18ss,123.653,60.7842,22.0727,18.7193,198,34.896,9.18199
2,18ss,139.948,56.573,20.9686,2.57324,52,2.92068,1.32034
2,18ss,61.5051,78.5972,16.8227,7.29763,44,20.1488,1.95534
2,18ss,64.9399,81.1572,17.4476,9.70164,42,20.218,2.27063
2,18ss,60.0447,68.3607,18.1065,5.1454,93,20.2719,4.37132
2,18ss,59.3067,73.7216,18.598,6.77769,50,20.1342,4.19844
2,18ss,101.338,74.2661,19.2734,11.9145,50,38.67,3.31335
2,18ss,102.326,66.6577,20.0134,12.9559,116,36.6157,4.2985
2,18ss,119.599,76.0315,18.7132,26.587,162,36.3304,7.23789
2,18ss,108.22,74.836,19.1362,15.0977,49,36.3787,3.88888
2,18ss,104.227,84.3633,20.4991,11.3283,74,43.0327,2.83894
2,18ss,113.657,71.3356,21.0278,12.1444,53,30.862,3.47791
2,18ss,119.466,68.2319,21.8119,17.655,195,38.5231,5.46794
2,18ss,130.04,77.5817,18.886,11.6158,50,33.2084,4.29598
2,18ss,134.892,82.847,19.7313,4.68552,44,8.582,2.30064
2,18ss,59.5482,87.8839,17.8285,8.30542,43,16.3393,1.90893
2,18ss,63.7984,102.835,18.2966,3.07761,52,13.1725,1.78186
2,18ss,61.367,95.846,20.2849,6.53713,52,18.9393,1.92487
2,18ss,80.5027,95.2762,18.2607,16.9109,46,18.2426,3.24761
2,18ss,74.0268,92.0094,17.8092,16.3497,66,21.606,3.09175
2,18ss,72.5229,101.36,16.9228,4.31846,51,19.8263,1.82969
2,18ss,75.8914,96.1463,18.9118,12.7831,51,20.1437,2.72686
2,18ss,78.8556,100.43,20.1713,8.73708,103,19.574,2.77462
2,18ss,70.7525,99.4492,20.9452,7.63893,51,16.5049,2.63195
2,18ss,66.7121,95.8265,20.9116,8.40113,45,16.2334,2.04292
2,18ss,99.5759,86.8616,17.656,10.7726,79,35.025,3.65039
2,18ss,96.3827,96.8197,17.8958,6.57394,108,30.2317,2.68982
2,18ss,94.2451,89.2284,19.0082,16.031,107,31.2488,4.48168
2,18ss,86.1786,98.3056,18.8439,10.7218,66,25.0982,4.10176
2,18ss,101.839,91.8298,18.7645,9.18335,47,35.0464,3.18723
2,18ss,119.476,84.9578,17.8734,15.068,134,38.0222,4.11328
2,18ss,112.494,90.8109,17.4325,12.5539,118,27.6871,3.74234
2,18ss,106.793,92.2527,17.8457,15.7867,58,28.2288,4.68347
2,18ss,107.662,99.598,18.5114,8.01812,72,22.1942,2.97322
2,18ss,113.444,97.5608,19.1533,8.43036,43,24.6296,2.39192
2,18ss,117.824,89.2259,21.6032,19.9038,101,26.8123,5.30405
2,18ss,126.544,95.9332,19.2259,3.8883,61,7.5958,2.05539
2,18ss,138.966,85.4413,21.0999,2.83647,41,3.51159,1.58965
2,18ss,63.0335,111.979,17.8564,2.04232,42,4.38812,2.308
2,18ss,70.4743,115.63,18.5925,1.82851,55,2.95762,4.90134
2,18ss,81.84,108.61,19.2062,3.45587,101,9.99873,4.32897
2,18ss,96.9555,108.065,18.7885,5.8202,46,14.8133,5.45488
2,18ss,101.927,106.101,20.4892,5.86034,55,22.1768,3.92915
2,18ss,95.9477,112.024,20.9094,4.11871,56,5.34925,5.72741
2,18ss,112.545,112.897,20.3302,2.11907,35,2.79243,1.97525
2,18ss,57.0622,121.3,19.7372,2.40369,20,2.21107,3.15574
2,18ss,62.2441,121.944,20.6716,1.54792,39,2.15019,4.32943
2,18ss,75.8381,123.226,21.2616,2.36076,40,3.42827,3.20411
2,18ss,112.779,62.2165,16.745,13.2825,131,28.7019,4.18712
2,18ss,122.225,57.1198,14.1397,8.69328,54,30.4216,3.89143
2,18ss,65.1953,74.97,16.0811,7.77562,44,19.7199,2.14773
2,18ss,80.5058,79.8258,14.4233,13.3166,52,22.5511,2.82449
2,18ss,79.8384,70.3361,15.749,11.8727,46,23.3596,3.0976
2,18ss,83.5141,74.322,16.7444,16.6565,55,26.1544,3.37559
2,18ss,69.1163,82.6953,16.6177,11.2048,66,17.9062,2.50651
2,18ss,68.7193,69.9753,16.4524,7.37544,72,22.7973,3.94914
2,18ss,96.4419,69.5582,14.6773,15.2274,115,39.9093,4.69418
2,18ss,84.7828,70.8956,13.9479,10.4402,81,23.2909,2.92061
2,18ss,90.6778,76.6905,14.8617,12.0841,51,29.5183,2.87927
2,18ss,93.4746,73.686,16.27,13.305,69,35.0842,3.53405
2,18ss,97.563,79.6398,15.3357,10.8003,108,35.7998,3.29345
2,18ss,91.6158,81.5862,17.673,14.5717,54,22.5609,4.3929
2,18ss,104.719,78.2866,15.4435,11.1622,123,39.4338,3.18698
2,18ss,107.245,83.2738,15.8348,9.02018,139,37.4635,2.45894
2,18ss,114.281,74.0233,15.4242,13.0039,115,36.6353,5.29173
2,18ss,113.477,79.8421,17.1412,16.2223,62,50.6329,7.3844
2,18ss,112.045,68.2,17.6696,12.1581,56,37.5723,4.86158
2,18ss,133.426,70.1404,15.5263,3.50802,53,5.87027,2.04901
2,18ss,127.394,67.3065,16.5944,7.18805,100,21.5469,5.57123
2,18ss,121.94,69.1647,16.301,11.1645,54,34.9195,3.1195
2,18ss,129.375,72.8137,17.5457,11.6863,50,27.4046,3.5008
2,18ss,124.802,82.1315,17.1091,19.1268,189,31.3133,13.8818
2,18ss,60.478,100.293,15.0512,3.3742,41,16.674,1.45139
2,18ss,63.5044,90.1313,15.9689,7.61454,45,19.0881,1.83525
2,18ss,78.3356,88.5723,14.4735,9.10349,55,22.7141,2.10899
2,18ss,66.6125,97.4501,13.637,4.33281,46,19.6585,1.44199
2,18ss,73.6561,85.2851,15.1043,11.526,53,22.3765,2.53419
2,18ss,68.4705,93.1268,16.084,7.54894,43,17.5261,1.98981
