no,stage,x,y,z,tbxta,sox2,thbs2,id3
3,18ss,149.914,99.5725,-48.2761,4.79151,22,5.56653,1.74393
3,18ss,133.293,97.1527,-47.4678,5.0746,13,4.41161,1.39066
3,18ss,151.472,90.7017,-47.1086,8.18357,36,5.43017,3.85208
3,18ss,156.867,83.3584,-51.186,7.03262,14,8.15776,3.95431
3,18ss,173.682,103.393,-50.9815,5.40714,57,6.25356,4.42515
3,18ss,169.95,107.486,-49.4155,19.9862,129,14.0282,2.93996
3,18ss,178.437,86.6087,-49.0487,15.2236,204,15.6077,8.18138
3,18ss,167.589,94.2791,-50.0026,17.1955,16,6.51312,3.65354
3,18ss,163.671,88.3444,-48.958,15.5213,101,8.59756,4.52116
3,18ss,172.477,91.5046,-48.6235,15.486,143,16.1631,5.55428
3,18ss,157.817,102.02,-48.7603,10.2711,103,8.65816,5.44577
3,18ss,159.581,91.917,-47.9358,5.28749,87,7.91811,2.96008
3,18ss,164.824,107.378,-47.6195,18.0779,104,17.2464,4.40233
3,18ss,185.205,98.0854,-50.2743,3.49498,64,11.0888,1.01798
3,18ss,189.341,91.4475,-46.8826,3.92989,50,20.9953,1.36276
3,18ss,184.386,93.4602,-47.1931,16.8703,94,15.3652,4.38167
3,18ss,105.63,128.549,-49.3135,2.07021,12,3.80274,0.681109
3,18ss,122.356,116.378,-51.5529,3.06098,12,3.86376,1.04364
3,18ss,128.311,112.032,-49.8264,3.40294,19,4.21195,1.38574
3,18ss,118.143,121.782,-48.4917,3.07959,21,4.10955,0.989477
3,18ss,117.382,114.34,-47.6049,3.25902,11,3.54583,0.511784
3,18ss,129.93,116.93,-47.3226,3.70557,15,4.09604,1.27607
3,18ss,153.622,126.13,-50.9148,4.48657,187,5.34888,2.58348
3,18ss,148.455,122.775,-50.2992,3.2364,73,4.67478,2.02255
3,18ss,141.244,126.181,-50.0585,2.39594,169,4.88668,4.45751
3,18ss,156.614,108.658,-50.1995,17.2699,207,5.9592,6.73499
3,18ss,142.63,111.795,-49.01,4.02691,53,4.74981,1.94942
3,18ss,155.886,116.945,-48.6368,5.56445,139,4.7293,2.5688
3,18ss,136.719,109.534,-49.1483,3.15352,13,5.60465,1.5147
3,18ss,143.775,117.832,-47.7534,3.64679,88,4.48967,3.54373
3,18ss,149.297,130.003,-47.0975,3.04849,110,4.54778,4.02401
3,18ss,169.291,128.658,-51.4835,2.80504,31,8.67484,0.810703
3,18ss,159.987,114.382,-49.9205,7.40596,151,8.16739,2.94676
3,18ss,163.502,127.52,-50.6587,9.64178,144,6.03835,3.50244
3,18ss,166.212,112.976,-48.5853,14.5662,201,8.12665,4.52595
3,18ss,158.357,126.025,-48.3456,5.36934,150,4.99862,5.41056
3,18ss,171.815,119.094,-47.4153,13.6216,112,9.49001,5.10319
3,18ss,182.603,108.907,-46.9404,2.98182,70,7.27875,0.883356
3,18ss,109.32,148.457,-51.8393,1.82814,71,4.28813,0.506508
3,18ss,131.374,155.125,-51.5172,2.74724,184,5.28672,1.4783
3,18ss,118.896,139.224,-49.7863,1.76947,66,3.80662,0.544032
3,18ss,124.53,136.728,-49.2497,2.127,176,4.38281,1.31119
3,18ss,114.981,142.238,-49.3567,1.58077,114,4.1148,0.502902
3,18ss,121.968,148.061,-49.6893,1.64966,112,4.21107,0.432811
3,18ss,109.266,157.938,-46.3361,1.52242,95,4.17544,0.631906
3,18ss,115.143,134.94,-48.654,2.02747,64,3.93804,0.762539
3,18ss,130.253,150.521,-48.6628,2.26833,215,5.21817,0.856074
3,18ss,109.64,143.074,-47.842,1.59517,115,3.72781,0.709835
3,18ss,111.798,151.071,-47.0016,1.61779,202,3.90122,0.633333
3,18ss,152.839,157.657,-51.2735,1.95769,21,6.59128,0.591133
3,18ss,153.575,146.543,-50.6111,5.55962,108,5.27324,1.23047
3,18ss,135.2,141.263,-49.4253,1.93077,107,5.35619,0.930019
3,18ss,156.347,135.446,-48.8367,7.8493,136,5.04787,3.47834
3,18ss,141.287,139.292,-50.4805,3.00209,94,4.86957,2.15047
3,18ss,148.847,153.261,-49.7132,13.5947,105,7.99635,1.48767
3,18ss,144.191,151.346,-48.4734,4.5358,83,5.79055,1.63391
3,18ss,138.194,151.521,-48.171,2.63389,133,4.81232,0.771408
3,18ss,137.288,134.345,-47.2115,2.09933,141,4.67796,2.0083
3,18ss,151.954,138.048,-47.1978,5.24624,215,5.40994,3.23431
3,18ss,149.042,147.91,-47.1995,14.0566,122,7.33649,1.52567
3,18ss,154.694,154.133,-47.4499,2.32014,20,14.7858,0.777956
3,18ss,133.661,145.653,-46.3311,1.77601,150,4.71959,2.6699
3,18ss,158.616,148.197,-52.2579,2.35718,49,14.3046,0.755233
3,18ss,162.807,133.87,-49.2512,8.82202,184,7.77875,4.00326
3,18ss,164.386,141.399,-47.2829,2.17889,40,6.14971,0.549242
3,18ss,105.397,163.902,-47.0971,1.45239,92,4.25482,0.391292
3,18ss,125.532,161.344,-50.2328,2.3459,236,4.34817,0.458657
3,18ss,108.002,178.823,-50.855,1.96729,60,12.0963,0.675369
3,18ss,108.696,170.332,-49.9634,1.53329,122,5.50462,0.451855
3,18ss,128.2,166.681,-49.5087,3.90259,92,8.92544,0.604977
3,18ss,123.134,172.523,-48.6638,2.75902,100,5.33509,0.494197
3,18ss,111.066,165.077,-48.2513,1.38777,131,4.54496,0.369
3,18ss,114.672,174.744,-48.154,2.88189,100,5.04514,0.424816
3,18ss,129.805,178.597,-47.8988,1.75409,61,4.88653,0.524926
3,18ss,115.107,159.224,-46.9431,1.83692,170,4.03147,0.379409
3,18ss,114.281,170.393,-45.7525,1.62312,141,4.37308,0.389723
3,18ss,142.768,173.149,-49.6103,1.67337,18,4.62007,0.519811
3,18ss,140.015,163.341,-48.0027,4.87796,98,5.73507,0.588656
3,18ss,133.796,170.45,-48.7537,4.36104,207,5.86206,0.514772
3,18ss,150,163.403,-49.0557,2.21505,16,24.491,0.940298
3,18ss,151.802,159.747,-47.4981,1.81307,14,5.70234,0.51972
3,18ss,141.64,175.462,-47.1949,1.5407,18,4.02058,0.438333
3,18ss,135.584,30.5769,-43.3335,1.3485,12,12.3356,0.373951
3,18ss,126.694,34.958,-46.268,1.53377,11,11.2143,0.421795
3,18ss,168.048,82.1998,-55.6111,18.017,252,10.9989,5.06375
3,18ss,180.529,60.4614,-55.3601,1.68113,13,4.08895,0.309419
3,18ss,178.494,75.7167,-55.2993,4.85064,79,11.2414,0.903391
3,18ss,172.913,65.4959,-53.9268,3.33591,96,14.8656,0.795917
3,18ss,157.138,59.5706,-53.1237,8.51414,13,19.6604,3.23635
3,18ss,165.957,76.8356,-52.8032,10.6457,120,10.0674,2.73064
3,18ss,173.902,77.6969,-52.5716,16.0312,250,14.8731,3.59165
3,18ss,159.599,77.816,-52.7778,5.69414,14,8.54719,2.44768
3,18ss,162.678,61.1898,-51.9812,18.9369,35,14.4314,3.26466
3,18ss,103.018,93.4935,-54.2533,1.65576,12,3.95911,0.666976
3,18ss,103.737,84.3595,-52.5885,2.1871,11,5.82861,0.780345
3,18ss,116.635,95.8677,-56.2598,3.89612,12,4.27072,0.746224
3,18ss,123.484,93.973,-55.6313,3.56293,14,5.19493,1.54845
3,18ss,118.311,85.2696,-54.4305,3.07964,84,4.86681,1.59069
3,18ss,126.662,84.8383,-54.6638,3.25984,13,5.01723,1.52843
3,18ss,106.741,103.695,-54.7827,2.76223,12,3.76635,0.709877
3,18ss,111.906,90.6955,-54.3982,2.13703,13,4.65908,1.35536
3,18ss,130.481,94.2523,-54.003,2.41461,24,5.29259,1.45015
3,18ss,115.208,106.942,-53.914,2.43786,12,4.66703,1.59844
3,18ss,109.977,84.97,-53.5345,2.75977,14,4.51685,1.03469
3,18ss,111.105,101.112,-52.4299,1.95688,13,3.43545,0.896162
3,18ss,126.913,101.524,-53.2867,3.22389,12,5.47317,1.16313
3,18ss,119.143,92.7262,-51.7982,2.36415,15,4.27247,0.772391
3,18ss,134.147,83.8504,-53.3931,3.42176,19,5.76598,1.30547
3,18ss,144.772,94.0294,-54.8332,5.00032,19,5.50692,1.5244
3,18ss,138.873,97.0126,-54.6876,3.1568,17,4.94395,2.27184
3,18ss,137.234,104.34,-53.6797,5.09282,14,4.82087,1.97675
3,18ss,156.693,88.5643,-53.1976,3.80729,36,6.05195,3.6642
3,18ss,146.484,86.9272,-53.0097,5.50455,22,6.05558,2.76739
3,18ss,156.378,98.5425,-52.7008,5.55637,78,8.91023,4.27714
3,18ss,148.214,99.1567,-52.8881,5.02506,27,5.82781,1.38914
3,18ss,137.987,87.4351,-52.5232,3.62602,45,6.18948,1.78811
3,18ss,169.683,99.1976,-55.6939,6.41214,63,8.88626,2.44828
3,18ss,180.875,86.1577,-54.1431,9.05861,254,9.613,2.44261
3,18ss,168.221,88.3631,-53.1517,16.681,228,9.11124,4.62646
3,18ss,179.75,104.386,-52.3999,3.43502,37,7.44146,0.807039
3,18ss,176.659,92.9508,-51.8701,16.1706,176,21.7895,6.57133
3,18ss,161.374,97.4515,-51.9504,20.2638,45,10.7629,6.683
3,18ss,186.263,91.0211,-55.7092,3.89225,21,8.37782,1.05316
3,18ss,182.875,83.0172,-55.4735,4.91787,108,7.05178,0.931896
3,18ss,182.825,98.0194,-51.9071,4.13702,60,11.1781,1.27146
3,18ss,105.885,116.32,-53.381,2.70275,14,4.30619,0.753102
3,18ss,112.293,112.951,-55.1592,3.78879,10,4.19227,1.21076
3,18ss,111.895,115.917,-54.9596,5.58865,12,4.12746,0.611219
3,18ss,127.456,116.776,-54.7891,3.03594,14,4.00582,1.09457
3,18ss,123.339,126.217,-54.3305,2.29135,17,4.48173,0.747318
3,18ss,121.684,107.136,-52.9649,3.94281,15,4.71297,1.00024
3,18ss,115.966,123.081,-53.7006,2.56847,26,3.94077,1.42143
3,18ss,115.446,128.495,-53.3831,3.15546,13,4.10982,0.848317
3,18ss,109.389,131.592,-53.6662,2.48843,13,5.1169,0.670779
3,18ss,110.191,123.26,-51.6595,3.50041,11,3.8896,0.653288
3,18ss,128.949,121.851,-52.1075,3.17954,34,4.15772,0.858002
3,18ss,144.299,114.875,-56.4908,4.00179,33,7.24658,0.951911
3,18ss,132.115,109.434,-55.6699,3.47215,58,5.88368,0.791454
3,18ss,156.308,117.235,-55.6174,5.78317,169,5.15461,2.29346
3,18ss,151.308,127.257,-55.266,4.45658,117,5.04593,1.74596
3,18ss,137.838,117.681,-53.4355,3.024,16,5.56737,2.49249
3,18ss,132.995,127.929,-52.7407,2.4168,116,5.30787,2.2588
3,18ss,145.852,131.498,-53.0629,2.30646,172,5.43757,2.65107
3,18ss,152.939,120.169,-51.0235,4.96928,80,4.87157,2.58203
3,18ss,162.048,120.036,-56.2415,7.65508,211,6.63581,6.47759
3,18ss,176.415,111.905,-55.9794,3.27162,35,8.56467,0.840239
3,18ss,175.356,123.472,-53.8907,1.89388,17,4.26442,0.460527
3,18ss,163.156,109.07,-54.3559,11.3384,80,8.90576,4.32576
3,18ss,166.832,119.974,-53.6157,13.6848,236,12.9535,4.09859
3,18ss,173.21,111.405,-52.0313,16.703,179,8.46584,4.65388
3,18ss,175.892,118.429,-51.9977,3.32652,20,6.67649,0.885514
3,18ss,105.28,146.17,-55.6757,1.95893,78,5.28624,0.538737
3,18ss,103.202,140.113,-53.5193,1.80445,14,4.34336,0.456545
3,18ss,112.868,148.907,-56.5361,1.86015,199,4.82984,0.724104
3,18ss,126.682,151.97,-55.7205,2.48955,189,4.97861,0.625946
3,18ss,116.189,143.031,-55.6101,1.79774,73,4.47403,0.66751
3,18ss,124.418,147.176,-55.3196,1.7642,188,4.90507,0.569104
3,18ss,124.977,139.394,-55.2442,2.96837,60,4.76026,1.15551
3,18ss,128.059,135.572,-54.9876,2.27777,111,5.09387,1.10926
3,18ss,120.355,140.334,-54.5256,2.2861,59,4.6532,0.563014
3,18ss,117.873,148.646,-54.7016,2.13511,169,4.41783,0.510887
3,18ss,106.184,154.537,-54.8867,1.70246,138,4.33466,0.52659
3,18ss,111.196,142.958,-54.1875,1.76174,93,4.51155,0.567969
3,18ss,118.544,154.39,-53.4831,1.78876,123,4.10423,0.68072
3,18ss,122.607,157.283,-52.4078,1.74976,187,4.85377,0.516098
3,18ss,133.002,158.029,-56.5491,3.61031,186,6.24839,0.674379
3,18ss,138.96,157.231,-56.1155,4.67422,246,6.5155,0.645512
3,18ss,155.553,152.4,-54.4799,2.17801,21,21.3644,0.857394
3,18ss,145.486,148.881,-52.7303,6.48495,119,6.94413,1.0991
3,18ss,139.881,146.509,-52.6426,2.71045,185,5.024,1.23251
3,18ss,132.413,134.204,-52.225,2.16974,125,4.86685,1.31069
3,18ss,148.963,142.017,-51.8846,5.91751,223,7.78399,3.26695
3,18ss,140.168,133.013,-51.9088,2.7073,121,4.9038,1.28937
3,18ss,163.067,139.401,-55.1343,2.92994,52,9.43296,0.703243
3,18ss,103.461,163.448,-56.0162,1.66255,143,5.17152,0.484938
3,18ss,129.752,161.17,-54.973,2.79317,124,7.10584,0.760489
3,18ss,130.386,167.608,-55.0042,2.36743,121,6.81821,0.699656
3,18ss,121.877,176.957,-52.6464,2.1286,126,7.60807,0.581653
3,18ss,117.958,180.054,-53.7425,1.58294,17,4.74743,0.49188
3,18ss,116.24,181.427,-52.0615,1.58733,14,4.56005,0.520678
3,18ss,117.128,162.041,-52.3952,1.60957,161,4.27548,0.442923
3,18ss,150.09,162.709,-54.881,1.74489,13,5.3099,0.502936
3,18ss,133.884,165.974,-55.4359,2.85675,83,10.7976,0.782377
3,18ss,135.336,30.404,-50.7728,1.0366,10,3.66933,0.157525
3,18ss,116.843,37.8354,-51.2847,1.2532,18,8.60077,0.328485
3,18ss,107.822,42.6884,-50.001,1.33984,11,7.11704,0.296786
3,18ss,108.753,48.3744,-48.186,1.8139,11,5.76831,1.21129
3,18ss,112.755,56.0243,-50.0397,2.17733,12,4.24815,1.1534
3,18ss,126.155,53.2135,-47.6338,3.92274,12,7.18363,2.00243
3,18ss,107.886,37.4388,-47.908,1.05833,13,3.55755,0.150584
3,18ss,116.27,48.8879,-47.2891,3.27777,13,6.01454,2.2684
3,18ss,142.475,49.5118,-50.997,3.679,13,6.6305,3.82354
3,18ss,151.861,37.0582,-48.2801,1.90224,15,6.71714,0.488688
3,18ss,131.88,39.2013,-48.7963,3.93894,11,13.1626,2.33131
3,18ss,132.81,54.1041,-47.6743,4.96313,53,8.01679,5.16119
3,18ss,142.769,33.2759,-48.0072,1.48768,11,7.10158,0.373342
3,18ss,144.78,41.5546,-45.2628,5.83485,39,8.22176,3.51796
3,18ss,159.386,49.3113,-50.8875,15.8654,78,15.3464,2.73406
3,18ss,172.284,57.0215,-50.9218,4.46779,51,9.4136,0.708387
3,18ss,161.817,54.5595,-49.2788,14.2366,104,18.1356,5.17308
3,18ss,123.571,102.295,-62.0609,5.25742,14,5.80921,1.1826
3,18ss,129.994,97.2196,-60.5582,2.57745,25,6.62843,1.60544
3,18ss,126.509,84.1342,-61.0273,2.69856,17,5.6149,2.1517
3,18ss,110.809,95.0262,-60.0794,2.02664,13,4.29548,0.710599
3,18ss,117.681,100.755,-60.2438,2.31966,13,4.3397,1.48352
3,18ss,123.963,107.596,-59.9555,4.40773,16,4.9623,0.803495
3,18ss,115.616,87.9526,-59.252,2.66844,17,6.16824,1.64948
3,18ss,120.579,84.243,-59.2127,3.84025,52,6.00656,2.27525
3,18ss,146.11,88.9391,-60.6288,4.15891,17,10.9911,4.15002
3,18ss,146.94,99.821,-60.7429,3.97617,22,7.11945,1.79887
3,18ss,138.584,95.0812,-60.3322,3.71981,15,5.58017,1.80015
3,18ss,132.631,88.038,-59.3461,2.52742,19,4.94466,1.13175
3,18ss,141.017,90.7562,-59.2999,3.19772,16,6.59039,1.72171
3,18ss,151.893,97.5962,-59.6444,4.07537,17,7.05759,2.51137
3,18ss,138.391,101.078,-58.58,6.15267,15,5.22316,2.36907
3,18ss,153.268,103.044,-59.3201,4.72486,19,6.78969,4.09826
3,18ss,150.965,89.3006,-57.3921,5.97656,28,6.87651,3.01856
3,18ss,132.078,102.443,-57.1382,3.48947,22,5.23336,1.35043
3,18ss,145.172,102.502,-56.3966,4.15528,19,6.69083,2.82633
3,18ss,175.987,82.4121,-60.5609,3.37825,109,11.7149,0.830304
3,18ss,169.923,106.081,-61.0389,4.13659,110,11.4755,1.04468
3,18ss,158.101,96.0837,-59.7066,4.87903,22,6.22846,3.50708
3,18ss,171.834,92.0847,-59.739,6.87637,254,6.39979,9.01394
3,18ss,162.796,92.2379,-58.9203,6.70542,34,9.4742,2.45418
3,18ss,174.494,89.5095,-58.031,9.84459,216,6.34236,4.14783
3,18ss,175.713,101.09,-57.9202,3.0665,69,7.17961,1.01866
3,18ss,164.243,99.6837,-57.9362,14.5353,117,12.0402,4.28781
3,18ss,157.791,103.879,-56.8215,4.95829,23,7.69419,2.61524
3,18ss,160.558,85.9907,-56.7276,9.80442,15,9.35592,4.25038
3,18ss,185.247,97.0576,-56.0798,2.08035,15,4.57036,0.483415
3,18ss,106.353,121.777,-58.7877,2.4402,16,7.90113,0.706563
3,18ss,121.073,123.564,-61.3572,2.7998,61,6.75215,1.5495
3,18ss,125.937,126.635,-60.7528,2.58889,20,5.57248,1.10864
3,18ss,123.974,117.572,-60.5211,2.61922,34,4.95086,0.879757
3,18ss,110.596,118.488,-60.6147,3.61699,15,4.40165,0.630899
3,18ss,130.047,119.132,-60.5697,3.46437,28,7.25249,0.945517
3,18ss,130.87,108.08,-60.3758,3.33363,34,6.51743,1.34278
3,18ss,111.737,109.617,-60.3673,2.82365,13,5.20101,0.983157
3,18ss,127.319,111.908,-59.9841,2.90269,15,6.04336,0.85725
3,18ss,121.301,130.785,-59.6557,2.6113,24,5.13955,1.51947
3,18ss,117.941,115.523,-59.5532,2.54406,13,4.63934,1.13831
3,18ss,130.161,124.358,-58.7109,2.8576,33,7.11414,1.08016
3,18ss,114.911,131.223,-58.6191,2.91242,16,4.79507,0.795156
3,18ss,146.01,132.607,-60.0306,2.96529,178,7.56269,2.53801
3,18ss,139.194,129.918,-58.4073,2.77899,142,6.41427,2.2663
3,18ss,147.084,120.613,-59.3045,2.78516,244,6.69019,1.34849
3,18ss,141.719,108.988,-58.3535,2.85654,16,5.57678,3.14715
3,18ss,135.53,132.196,-57.3834,3.11067,114,5.93928,1.46472
3,18ss,146.321,125.979,-57.2899,2.88303,196,5.62897,1.99105
3,18ss,152.598,108.622,-56.8582,4.21462,77,5.64664,1.3342
3,18ss,148.224,110,-56.0236,3.89348,13,5.65797,1.88409
3,18ss,137.986,113.229,-56.9975,3.43277,24,6.20844,1.25461
3,18ss,134.836,120.711,-57.5271,3.2677,26,6.35053,1.32914
3,18ss,138.194,126.043,-56.6032,6.00544,88,5.41197,3.29343
3,18ss,171.414,114.196,-60.0817,4.22485,44,7.90008,1.05832
3,18ss,159.35,112.13,-58.9729,4.61336,196,5.83644,1.40218
3,18ss,168.538,124.965,-57.5249,3.84683,141,9.39218,1.04894
3,18ss,159.443,127.349,-57.1916,4.74098,249,6.40302,4.97401
3,18ss,166.601,113.983,-56.8514,11.346,133,7.598,4.29054
3,18ss,105.1,134.866,-58.2226,2.07585,35,7.8099,0.78171
3,18ss,122.136,140.634,-60.311,2.32995,28,6.609,0.792486
3,18ss,129.463,145.92,-59.7803,2.62792,116,4.96744,0.860375
3,18ss,109.224,151.108,-59.5498,1.90454,93,4.74177,0.604748
3,18ss,115.292,154.948,-59.6539,2.08628,122,4.81088,0.514614
3,18ss,127.307,156.418,-58.6719,4.63106,215,5.75433,0.638575
3,18ss,121.645,151.92,-58.6369,2.19052,140,5.87754,0.64871
3,18ss,139.476,147.439,-60.4981,2.82876,161,6.41169,2.01395
3,18ss,152.446,146.155,-60.7112,2.73201,128,7.62321,0.702224
3,18ss,151.676,150.325,-59.8468,2.57465,18,11.6865,0.790398
3,18ss,143.565,138.623,-59.6076,5.69454,131,5.64901,3.8527
3,18ss,134.919,151.529,-58.3937,4.75978,187,5.05651,0.666356
3,18ss,138.121,137.9,-58.6771,2.31351,111,5.8401,1.81923
3,18ss,150.095,137.527,-58.6675,4.53247,205,5.36752,1.23623
3,18ss,133.315,136.771,-57.8481,3.04723,189,5.74907,1.39842
3,18ss,134.799,145.019,-57.0356,2.99545,187,5.53784,0.870637
3,18ss,146.879,143.13,-58.0868,11.6017,159,5.52198,0.829134
3,18ss,155.382,132.575,-57.057,8.48814,253,5.75513,2.13555
3,18ss,143.867,152.592,-56.6128,9.21739,142,6.6133,0.943083
3,18ss,161.598,133.816,-60.221,3.55397,176,9.15036,0.994615
3,18ss,158.894,141.388,-59.5989,2.2337,100,6.9681,0.762756
3,18ss,156.831,150.883,-59.4524,1.95479,14,11.0766,0.622536
3,18ss,104.057,172.555,-58.3812,2.11996,25,11.8416,0.744604
3,18ss,124.017,163.96,-60.8334,1.99531,56,15.0572,0.766786
3,18ss,117.296,172.515,-61.2807,1.34385,15,4.0888,0.409653
3,18ss,107.993,159.443,-57.3628,1.93403,173,5.17291,0.55316
3,18ss,106.722,169.671,-56.9742,1.94962,92,7.88847,0.583576
3,18ss,119.053,162.337,-57.4756,1.85029,125,6.5885,0.582412
3,18ss,134.293,161.36,-60.4965,3.18867,84,10.035,0.7135
3,18ss,137.817,160.319,-60.0184,2.5536,104,5.6669,0.655383
3,18ss,145.159,159.795,-56.425,2.3535,50,7.64879,0.632936
3,18ss,122.867,38.552,-55.9046,1.47731,12,4.87804,0.297769
3,18ss,118.912,45.132,-55.9457,3.59042,13,6.58161,1.94011
3,18ss,114.518,49.1132,-55.4715,2.21462,38,5.44733,2.0658
3,18ss,128.021,48.1125,-53.5576,3.76356,12,10.3952,4.29468
3,18ss,119.778,53.8222,-53.0298,2.64678,15,5.0594,2.0953
3,18ss,127.269,34.721,-52.3012,1.47252,10,11.0775,0.421351
3,18ss,129.417,42.8099,-52.3015,5.12274,13,7.91794,2.63802
3,18ss,122.476,45.9438,-52.2246,3.31011,23,6.85153,1.86635
3,18ss,137.12,37.011,-55.8543,1.71219,12,5.96108,0.476436
3,18ss,152.229,49.9915,-55.2653,8.60386,64,10.8353,2.44161
3,18ss,141.382,41.4402,-53.569,4.23324,19,9.57448,3.04133
3,18ss,148.59,43.3695,-52.4201,5.88579,54,17.2518,4.0554
3,18ss,135.144,46.9334,-52.9222,3.60369,13,6.90533,4.01458
3,18ss,148.102,53.51,-52.0486,4.40228,34,11.7457,2.54937
3,18ss,138.383,54.1518,-51.4698,6.21542,24,6.8771,3.01039
3,18ss,166.252,46.2617,-55.1464,1.78916,27,5.07662,0.326284
3,18ss,157.715,43.5297,-53.2084,2.72725,36,10.3731,0.665221
3,18ss,167.031,51.5139,-52.8678,2.87688,67,12.9376,0.70896
3,18ss,116.79,76.3763,-55.7274,2.90981,13,4.76573,2.16826
3,18ss,128.35,58.0701,-54.9725,5.04736,14,5.64675,2.41235
3,18ss,106.724,69.5084,-54.8685,2.8428,13,5.43345,2.8367
3,18ss,111.666,63.9931,-54.0519,3.47932,11,6.50657,4.56086
3,18ss,117.717,63.7182,-53.675,3.14833,13,6.50489,1.91568
3,18ss,121.436,70.1136,-53.1079,3.38643,19,4.62114,2.09912
3,18ss,127.441,69.6966,-52.2987,3.73254,13,4.71812,2.48252
3,18ss,106.616,61.0247,-52.4716,2.47013,12,4.12605,1.15508
3,18ss,115.608,71.9756,-52.312,3.85808,12,7.18329,3.36431
3,18ss,123.569,78.0694,-52.3264,4.43474,22,5.20693,2.2319
3,18ss,142.308,57.8656,-55.7748,4.63546,13,6.16565,5.16016
3,18ss,151.183,81.9169,-55.5199,4.72793,14,7.23473,3.18101
3,18ss,139.16,79.4471,-54.5897,3.8854,13,6.78733,2.19164
3,18ss,135.776,69.0434,-53.2515,3.16802,13,5.77501,3.33123
3,18ss,142.873,75.4408,-53.0895,5.23865,17,6.6378,1.73506
3,18ss,150.023,60.247,-53.5762,5.47456,35,7.2016,0.947437
3,18ss,146.287,69.991,-51.7433,4.5536,12,6.40921,2.1085
3,18ss,169.058,64.9891,-56.3254,3.96765,34,12.2655,0.903032
3,18ss,120.764,92.2119,-63.9648,2.85689,17,5.24546,1.15184
3,18ss,140.97,95.2966,-66.5367,2.87552,16,8.58195,0.889261
3,18ss,131.987,105.909,-66.186,2.55465,25,11.7401,0.877929
3,18ss,139.735,88.0482,-66.2163,2.77204,14,10.7231,1.09459
3,18ss,132.924,98.7262,-65.651,2.55201,16,8.90236,0.870491
3,18ss,152.903,105.468,-65.4505,2.73691,27,8.81852,1.09078
3,18ss,139.654,102.616,-63.964,3.71661,18,6.8987,1.25854
3,18ss,150.988,93.5055,-63.0467,4.34223,27,7.30952,1.52821
3,18ss,155.909,89.9756,-62.2283,4.55535,34,6.06481,2.05104
3,18ss,138.997,84.8817,-61.9442,3.87742,15,5.80423,1.68447
3,18ss,165.228,89.4513,-66.2824,3.26131,62,13.2016,1.0251
3,18ss,159.603,84.6083,-65.4236,3.04328,18,8.32916,0.995605
3,18ss,162.947,102.95,-65.1161,3.40097,92,9.99599,0.964404
3,18ss,174.13,91.0152,-64.0484,3.2823,107,6.9621,1.76717
3,18ss,169.204,83.4948,-63.7801,3.49728,63,8.88212,0.964465
3,18ss,175.588,97.4381,-64.633,2.45076,29,4.87576,0.682861
3,18ss,168.974,97.9633,-63.8502,4.08361,193,13.3181,1.27286
3,18ss,111.192,114.667,-65.5749,2.18516,15,5.4817,0.691499
3,18ss,130.517,114.682,-65.6356,2.6768,21,5.9648,0.809795
3,18ss,110.168,123.733,-65.172,2.45239,15,6.03795,0.889668
3,18ss,116.119,124.867,-63.1984,2.83013,37,6.95532,0.786774
3,18ss,119.798,111.227,-62.8022,2.42452,13,6.39574,1.04722
3,18ss,111.36,131.633,-61.5241,2.499,18,6.18686,0.850179
3,18ss,142.974,126.816,-65.8137,2.53108,53,10.8428,1.03431
3,18ss,150.975,125.517,-65.4592,2.75276,24,8.81151,0.930481
3,18ss,150.05,110.328,-65.4429,2.9064,17,8.74354,0.895077
3,18ss,133.295,129.012,-65.1489,2.95626,52,31.181,1.30096
3,18ss,135.668,119.18,-64.2104,2.55181,106,13.0221,0.889902
3,18ss,150.869,117.538,-63.6166,2.67129,20,18.2844,1.07777
3,18ss,135.724,109.371,-63.376,2.78716,15,9.17648,0.883987
3,18ss,143.037,111.234,-63.2431,2.77192,20,9.14778,1.05994
3,18ss,141.929,120.052,-62.8144,2.59655,90,9.56704,0.932241
3,18ss,168.088,110.906,-65.4511,2.66445,24,7.2454,0.774414
3,18ss,159.589,108.995,-65.3705,2.56138,101,8.69039,1.00796
3,18ss,158.393,116.728,-65.2558,2.94432,186,7.12246,0.853244
3,18ss,157.467,128.051,-63.9963,3.01382,98,13.3544,1.1273
3,18ss,164.992,115.001,-62.9559,4.47369,179,6.79536,1.02922
3,18ss,163.809,125.267,-62.3693,2.82034,95,9.50523,0.985047
3,18ss,105.583,148.836,-65.6085,1.69053,40,5.27719,0.571238
3,18ss,127.337,132.765,-66.6811,2.44632,20,16.3812,0.939174
3,18ss,131.166,135.278,-65.9393,2.41329,33,9.67141,0.862911
3,18ss,122.56,135.912,-66.7543,2.45938,18,11.4881,0.857457
3,18ss,115.947,135.234,-65.5279,2.52875,18,8.65769,0.807468
3,18ss,113.067,154.157,-65.0622,2.13343,86,6.68927,0.661784
3,18ss,120.68,149.354,-64.3175,2.36395,72,10.6651,0.809002
3,18ss,119.492,157.516,-64.6891,2.01021,144,5.28944,0.604628
3,18ss,117.212,139.962,-64.3745,2.6427,21,25.437,1.10021
3,18ss,124.448,141.868,-65.1694,2.46477,30,7.78806,0.826602
3,18ss,108.625,139.233,-64.3114,1.95035,46,6.05095,0.606647
3,18ss,130.681,153.619,-63.8855,3.4415,134,18.2563,0.953618
