no,stage,x,y,z,tbxta,sox2,znf703,cdh6
3,18ss,131.332,163.11,61.8321,14.896,45,6.1487,5.8523
3,18ss,139.086,153.522,62.2553,13.1995,79,6.59813,2.35291
3,18ss,147.362,158.279,64.195,3.72349,47,9.08622,2.65457
3,18ss,129.785,171.138,61.9711,2.84302,49,4.46781,2.55599
3,18ss,143.423,168.378,63.6371,2.32069,68,6.51855,2.2124
3,18ss,146.084,151.34,63.4345,4.93922,40,4.55223,2.80932
3,18ss,166.002,169.443,59.8919,11.0599,155,9.12811,6.49992
3,18ss,161.498,184.981,60.5589,1.47641,33,4.01883,0.75814
3,18ss,172.592,168.741,61.0621,2.34522,24,3.90347,0.945281
3,18ss,158.593,169.998,60.8132,12.4174,81,12.0514,5.27535
3,18ss,157.365,178.431,61.1928,15.414,86,13.0037,10.6945
3,18ss,170.563,171.279,62.5809,2.86366,20,2.93881,1.1232
3,18ss,165.504,158.74,63.4199,8.14872,47,13.9268,5.76198
3,18ss,167.975,178.002,63.5647,1.72921,24,4.87314,0.843868
3,18ss,164.83,189.168,63.3881,1.10121,23,2.03598,0.583875
3,18ss,97.6336,159.64,55.1161,14.9793,23,2.4061,2.21806
3,18ss,92.7945,159.034,56.1897,12.3157,20,2.25553,1.78771
3,18ss,74.248,167.792,55.3306,1.72284,91,4.56709,5.67972
3,18ss,83.9367,158.985,55.6574,11.9207,16,2.0876,1.89514
3,18ss,88.3447,179.152,57.4038,1.93579,46,3.01709,2.65584
3,18ss,82.2769,170.969,57.5589,1.95831,71,2.84981,6.89988
3,18ss,77.7963,177.067,59.1402,1.80307,70,2.58274,3.06905
3,18ss,92.8771,164.836,59.3157,5.76204,19,1.98471,1.6186
3,18ss,86.1182,175.775,59.0575,2.08293,142,2.57484,3.19721
3,18ss,78.4243,151.021,60.1558,9.91667,6,3.58333,1.41667
3,18ss,89.2813,169.772,60.0542,2.25322,22,2.58026,2.74335
3,18ss,119.345,171.669,58.5443,2.22025,96,2.99252,2.72825
3,18ss,97.9511,190.201,58.2132,1.84771,76,3.11693,3.75893
3,18ss,104.609,172.46,57.3829,2.38062,98,3.80531,6.5331
3,18ss,97.6154,177.294,56.9028,1.61426,77,2.32827,4.58113
3,18ss,109.683,174.265,57.4893,2.06241,57,3.79948,4.01372
3,18ss,105.17,178.849,57.5563,1.69437,80,4.16535,4.69433
3,18ss,93.6421,184.601,58.5967,1.76868,110,2.30057,3.73184
3,18ss,108.675,194.855,58.9528,1.99026,118,3.01579,5.46586
3,18ss,108.142,185.47,58.1263,2.05306,135,6.12142,3.62378
3,18ss,117.565,169.079,60.5485,3.35661,43,6.05646,3.56464
3,18ss,98.8978,170.992,58.8446,1.83003,48,3.47776,4.02468
3,18ss,94.0332,177.032,60.0237,1.7844,80,2.42698,3.69457
3,18ss,117.322,176.834,60.7323,1.66908,82,2.65401,3.41498
3,18ss,100.625,182.799,60.2728,1.5844,80,3.78376,4.18828
3,18ss,102.503,166.11,59.854,10.9677,19,1.99225,2.48837
3,18ss,112.162,182.161,61.175,1.77375,78,3.68442,4.51382
3,18ss,108.363,172.681,61.7694,3.17347,80,4.38541,4.9304
3,18ss,146.1,191.301,59.283,10.667,233,8.21899,12.1602
3,18ss,135.968,205.92,61.1165,1.82291,43,4.60271,1.00511
3,18ss,135.77,185.073,60.764,4.04378,51,5.40378,9.07279
3,18ss,129.132,176.073,60.0499,1.74881,77,4.42564,2.31518
3,18ss,127.961,197.206,59.7026,4.67582,96,5.02087,5.996
3,18ss,124.794,188.954,60.8183,2.39604,86,3.98049,7.3902
3,18ss,133.151,182.586,61.2854,1.93037,50,4.66607,5.7965
3,18ss,127.964,182.909,60.9812,2.16616,65,5.85419,4.62452
3,18ss,136.962,196.151,61.369,5.43029,72,6.48775,5.93411
3,18ss,144.342,181.456,62.985,6.26449,97,10.471,9.75174
3,18ss,158.757,190.583,60.8994,1.61262,26,2.96624,0.828479
3,18ss,147.092,201.249,61.457,1.92674,27,5.46515,0.98262
3,18ss,155.933,190.055,63.9816,2.07607,22,3.46677,1.19941
3,18ss,164.274,162.944,56.1411,9.21125,73,12.5414,7.20131
3,18ss,154.868,177.318,55.9474,7.89063,120,11.8273,10.0896
3,18ss,166.659,179.722,58.4053,1.60962,27,4.3942,0.814106
3,18ss,81.5667,172.144,52.635,2.43586,64,4.15735,2.5365
3,18ss,80.497,180.413,53.0271,1.55556,88,3.33684,4.60557
3,18ss,79.5127,153.005,54.2504,14.8789,18,2.55773,2.25241
3,18ss,89.298,168.75,54.5585,1.97762,52,4.08593,4.58651
3,18ss,112.523,196.791,51.89,1.74488,30,3.41825,2.28997
3,18ss,116.802,186.019,51.9777,2.58542,123,6.91823,5.11888
3,18ss,96.2486,181.29,55.5175,1.75682,101,3.53617,4.21771
3,18ss,105.31,186.489,52.5853,1.67481,105,4.17682,3.86128
3,18ss,99.0256,188.3,53.2862,1.73676,154,4.41747,4.5954
3,18ss,106.411,180.885,52.4903,1.75975,114,4.50489,5.21754
3,18ss,119.336,171.58,53.0964,2.11948,47,3.29,2.3957
3,18ss,107.358,192.666,52.1714,1.89561,102,4.44833,5.26184
3,18ss,111.983,179.964,55.0806,2.07038,81,4.61262,5.15746
3,18ss,112.785,174.118,55.5827,1.38182,24,3.6,2.68
3,18ss,102.352,184.143,54.938,1.63018,110,5.04481,5.03667
3,18ss,116.107,189.984,56.214,1.99761,132,4.70656,4.74536
3,18ss,139.69,200.268,51.9576,2.13325,63,5.19765,1.26949
3,18ss,121.066,189.448,52.0342,2.37119,96,6.6646,5.44724
3,18ss,129.479,199.88,52.5259,2.72531,102,8.19229,2.10772
3,18ss,138.676,195.234,54.7644,5.93802,165,5.67734,7.17589
3,18ss,130.661,193.697,54.0218,7.00386,217,7.42999,8.64927
3,18ss,131.602,174.791,55.3193,2.04056,66,5.55624,2.28675
3,18ss,146.103,188.225,53.9506,8.8027,156,9.19134,13.9031
3,18ss,125.774,178.918,54.3064,2.24813,89,5.96857,3.38301
3,18ss,136.228,185.859,54.6675,3.76467,111,5.95369,7.81756
3,18ss,121.713,182.634,54.1142,2.22653,98,5.23986,4.59236
3,18ss,126.986,189.026,54.3006,2.58283,127,5.64776,7.19657
3,18ss,141.761,185.564,59.7123,7.28285,96,8.24477,7.75249
3,18ss,154.421,194.688,55.4626,1.97126,50,4.70809,1.16989
3,18ss,145.882,200.08,55.939,1.85522,37,5.32663,0.999298
3,18ss,74.9057,197.753,48.6154,1.93727,125,4.01182,9.93433
3,18ss,83.0295,185.223,51.2656,1.76886,51,2.95017,5.0988
3,18ss,77.8557,187.76,52.1767,1.75155,99,3.3843,5.81324
3,18ss,79.7956,195.104,53.2251,1.79141,107,4.95478,6.76436
3,18ss,94.6681,192.752,49.1678,2.0076,176,3.83892,5.34476
3,18ss,100.378,201.687,51.1467,4.22342,220,10.5138,9.50737
3,18ss,99.6887,210.804,52.7069,3.48882,199,7.25417,6.92334
3,18ss,86.1351,196.225,52.0852,2.2126,123,6.64444,7.72462
3,18ss,92.6067,217.222,52.1575,1.90305,69,4.56713,1.18003
3,18ss,79.174,206.168,52.9658,1.9778,88,6.50302,7.58609
3,18ss,104.87,206.054,54.7104,4.15472,248,5.89346,6.13132
3,18ss,86.5287,201.994,56.0424,2.09555,157,5.95118,6.20943
3,18ss,106.263,200.036,54.9583,2.41599,185,5.03793,8.43308
3,18ss,88.3067,192.359,54.1807,1.77081,82,3.58192,5.04352
3,18ss,98.478,198.175,54.9295,2.15739,184,6.04382,7.97966
3,18ss,81.0688,201.711,54.4661,2,82,5.07983,5.8858
3,18ss,85.208,206.684,55.1281,1.9879,105,6.10521,3.80205
3,18ss,118.967,202.546,51.7373,1.59062,32,2.8881,0.947052
3,18ss,116.903,205.834,52.5263,1.61909,33,3.56831,0.889155
3,18ss,113.546,206.732,54.4832,2.12758,98,6.58754,1.53651
3,18ss,113.489,216.28,55.5412,1.64203,36,2.76819,0.978595
3,18ss,131.354,210.83,56.3805,1.65488,29,2.72012,0.910876
3,18ss,109.531,209.05,55.5195,2.17768,58,8.05076,2.83098
3,18ss,91.8813,53.0886,57.34,1.06436,18,3.22167,0.462046
3,18ss,103.608,62.2473,58.3247,1.75268,22,3.97766,0.478915
3,18ss,83.6281,57.0473,58.1216,1.0757,23,2.78486,0.518816
3,18ss,94.6243,60.3144,59.4883,1.22365,24,3.13928,0.490769
3,18ss,104.056,53.1346,61.0023,0.869265,17,1.25432,0.27923
3,18ss,105.834,68.6691,61.8343,3.37652,24,3.67222,0.747481
3,18ss,130.352,58.1519,57.2586,1.39337,20,1.44959,0.406093
3,18ss,131.783,57.3261,58.9513,1.42254,12,1.22535,0.27856
3,18ss,109.737,67.3972,57.7843,3.12076,26,3.0529,1.05858
3,18ss,130.866,81.6753,58.5601,7.77818,57,5.79241,3.45508
3,18ss,125.871,73.5883,59.256,12.3048,73,7.4997,4.7746
3,18ss,128.557,78.0032,59.6951,9.06717,102,8.65197,4.31292
3,18ss,117.208,72.8042,59.5786,4.48884,23,7.70418,1.04202
3,18ss,118.934,62.4739,60.7625,2.05369,25,4.14253,0.738123
3,18ss,117.785,69.5548,60.6277,5.05786,22,4.55361,1.38429
3,18ss,124.565,67.8856,61.9132,2.56131,25,6.31726,0.712143
3,18ss,155.176,75.2027,58.8595,3.02256,26,6.35409,1.18803
3,18ss,145.086,76.4669,58.622,7.77397,31,4.52999,5.71637
3,18ss,148.745,89.33,58.8539,9.30829,47,6.67117,1.81685
3,18ss,160.427,79.0333,60.1321,2.14226,20,4.49111,0.64283
3,18ss,147.394,68.6905,59.4274,2.0461,21,4.8946,0.537642
3,18ss,147.952,83.3476,60.0975,9.79771,33,8.40561,1.71151
3,18ss,153.079,79.4418,60.787,6.86346,33,3.66889,1.41506
3,18ss,141.454,83.1463,61.2222,12.4275,40,9.73616,1.95521
3,18ss,155.455,86.2016,62.3072,9.86549,36,5.67342,1.68738
3,18ss,143.219,67.6267,62.5814,1.54384,17,4.64286,0.479965
3,18ss,137.923,79.6892,63.2528,6.45743,20,6.45878,1.43581
3,18ss,174.702,95.8917,58.9067,2.59786,12,3.15443,0.842508
3,18ss,162.137,90.0144,60.948,6.697,24,3.28561,1.4125
3,18ss,168.303,95.0992,61.8037,3.94092,19,3.21409,0.769106
3,18ss,164.898,82.7125,63.3353,1.88906,17,4.09205,0.527144
3,18ss,78.1696,75.671,54.9066,4.38976,63,4.04841,0.882565
3,18ss,79.4847,84.0093,57.3209,4.31095,45,5.17066,1.28905
3,18ss,95.585,91.2181,57.6812,8.13948,51,5.32708,1.93997
3,18ss,87.0267,90.2053,58.182,2.3966,19,4.68421,0.738085
3,18ss,104.169,75.3384,58.4285,4.22521,25,6.27733,0.808058
3,18ss,83.2585,70.0418,58.6141,8.28245,44,2.45819,1.33654
3,18ss,96.4767,76.7551,59.006,4.36511,68,5.87396,1.66644
3,18ss,91.4447,72.7245,58.3837,3.06182,51,2.33236,0.758173
3,18ss,100.941,82.9384,59.024,11.8463,38,6.19004,1.82156
3,18ss,94.6848,86.0166,59.9101,9.13587,42,8.26962,1.56097
3,18ss,84.3477,82.1265,59.9384,6.74075,59,5.73098,2.28788
3,18ss,79.4512,78.8971,61.3737,5.07751,111,3.55947,1.1509
3,18ss,98.0437,69.957,61.6172,6.391,40,3.76172,1.07512
3,18ss,105.027,98.6149,56.541,8.97446,35,6.52536,1.95743
3,18ss,121.636,103.901,56.9623,14.4699,45,9.87899,2.92302
3,18ss,117.449,105.589,57.5441,18.8409,63,6.72818,2.58785
3,18ss,108.635,85.0969,58.8935,5.14103,20,4.5301,1.01216
3,18ss,124.634,84.106,60.1842,5.60159,21,5.68264,0.975044
3,18ss,120.942,87.0087,61.4795,4.70598,84,4.39924,0.878611
3,18ss,121.892,80.4976,62.9146,3.94567,27,5.2131,0.817541
3,18ss,114.054,97.2571,60.9162,6.11415,17,8.64886,1.08678
3,18ss,109.577,102.617,61.3216,9.16771,29,9.48789,1.35964
3,18ss,114.194,83.3317,61.5047,3.09161,25,8.79273,0.665903
3,18ss,110.554,91.3861,61.1802,4.48233,22,7.14994,0.995439
3,18ss,123.882,93.8095,62.2756,9.03812,22,7.75762,1.59752
3,18ss,114.132,77.3307,62.5188,2.63022,23,4.68874,0.687372
3,18ss,130.096,89.7007,62.9283,4.50718,23,6.50718,0.935559
3,18ss,129.49,92.4415,57.0079,4.8909,22,6.39265,0.954873
3,18ss,155.421,92.4201,59.8009,9.27886,36,6.28675,1.5252
3,18ss,151.772,96.1038,59.806,10.0458,98,7.28122,1.50155
3,18ss,157.347,101.689,60.6774,10.1685,51,6.71113,1.69971
3,18ss,143.532,99.2588,59.7594,5.06146,25,8.86323,1.0176
3,18ss,147.936,104.432,59.127,5.52991,19,5.16447,0.890275
3,18ss,132.274,110.402,59.6145,16.9681,38,9.31002,2.68834
3,18ss,138.158,88.371,60.5858,5.48989,47,5.60326,1.14614
3,18ss,139.903,94.1754,61.1499,5.07558,52,4.14273,0.84303
3,18ss,138.085,104.074,60.4173,7.31732,22,15.0862,1.04282
3,18ss,132.198,100.376,61.4438,5.6883,21,7.82435,1.05487
3,18ss,151.658,109.895,61.8047,7.09802,21,6.59421,1.12113
3,18ss,137.113,98.1817,61.8759,5.94462,21,8.25265,0.894017
3,18ss,147.733,93.1959,62.7732,14.065,54,7.13998,2.56897
3,18ss,157.667,114.318,58.5927,7.29467,26,7.20162,1.2287
3,18ss,150.116,115.464,58.712,6.40117,21,8.45732,0.979506
3,18ss,165.39,125.945,60.1936,15.5471,56,11.0517,2.29706
3,18ss,176.889,111.529,60.51,15.6028,37,6.02856,2.57244
3,18ss,170.947,114.959,61.3633,17.6948,109,11.0906,3.13989
3,18ss,174.594,123.481,61.4425,17.8812,44,7.08443,3.89678
3,18ss,154.707,122.388,61.528,11.4356,32,9.07545,1.6182
3,18ss,161.617,105.492,62.2246,8.8676,25,9.0171,1.32144
3,18ss,154.668,105.938,62.6721,8.36921,22,4.7866,1.36968
3,18ss,155.382,119.174,63.8127,6.70678,20,5.92384,1.0363
3,18ss,84.1194,187.801,46.475,1.643,75,2.71626,4.26973
3,18ss,82.7902,195.181,46.128,2.10974,174,4.45719,6.3937
3,18ss,77.6847,184.998,44.4937,1.60453,62,3.07989,6.99704
3,18ss,75.0215,193.596,46.049,1.79675,157,3.01811,10.3018
3,18ss,84.0937,207.098,43.617,1.75674,46,3.17129,1.08526
3,18ss,96.25,201.388,45.4164,2.22809,121,4.25975,3.50936
3,18ss,89.7194,205.314,46.4078,2.08716,114,5.36233,2.31588
3,18ss,104.494,201.952,48.6272,2.11039,98,5.08782,2.88148
3,18ss,93.4446,199.68,49.4217,2.44559,207,5.82955,6.3177
3,18ss,104.521,195.912,49.9068,2.00956,97,4.45008,6.82543
3,18ss,81.4159,201.822,49.1087,1.98449,237,6.09241,5.46925
3,18ss,84.9828,209.451,49.7944,2.21546,85,3.67408,2.21923
3,18ss,96.1566,52.7466,51.0963,1.36218,23,4.69758,0.614631
3,18ss,102.743,48.8698,51.6422,1.31967,30,1.67444,0.482454
3,18ss,88.1338,55.2475,49.6112,1.48061,50,4.505,0.674869
3,18ss,82.0864,58.0022,52.9538,1.33679,25,5.90328,0.619474
3,18ss,109.565,56.4093,54.6748,1.29766,21,2.88637,0.537684
3,18ss,104.586,68.3015,54.7756,3.75049,26,3.60783,0.95365
3,18ss,94.7178,54.1076,55.9869,1.16285,24,2.28207,0.498093
3,18ss,128.048,58.5729,51.8196,1.81057,24,3.02778,0.676216
3,18ss,111.439,67.9958,51.9743,6.78401,54,5.91043,2.12581
3,18ss,124.185,72.807,53.6965,16.7488,89,9.04678,3.87079
3,18ss,120.03,67.9265,55.4158,7.79453,48,6.13025,2.29018
3,18ss,131.743,76.2508,55.1089,9.48427,87,7.12983,5.17319
3,18ss,141.273,63.3285,56.6987,1.36164,22,2.94201,0.620852
3,18ss,130.458,67.8223,55.8937,7.34236,49,7.37425,2.39175
3,18ss,115.021,66.4177,55.4978,10.2105,119,4.77229,3.33902
3,18ss,135.837,62.7512,57.0135,1.47444,25,4.60351,0.638616
3,18ss,129.343,55.4344,56.7422,1.01196,19,1.43276,0.295578
3,18ss,116.804,58.8614,57.4753,1.26664,22,3.97874,0.663888
3,18ss,135.977,69.1392,57.2026,4.45598,29,4.14468,1.80978
3,18ss,138.523,70.8783,53.4802,6.60084,53,3.90215,2.27452
3,18ss,150.704,86.4447,54.7473,12.5129,79,5.2241,2.67619
3,18ss,144.223,65.7923,54.452,1.66453,23,3.08198,0.743059
3,18ss,151.863,70.0749,54.7852,2.00482,23,4.84155,0.808021
3,18ss,148.001,80.5056,54.5693,13.9671,75,11.3761,3.13555
3,18ss,137.69,79.7307,56,9.15098,41,9.79471,1.81798
3,18ss,158.688,88.1187,58.0021,9.7011,52,4.86926,2.04276
3,18ss,172.093,90.5477,54.0971,4.53286,18,3.91315,0.960094
3,18ss,170.55,97.6913,56.3686,9.3393,39,5.63134,1.72521
3,18ss,74.2774,60.1041,52.7827,1.07291,23,4.83742,0.546636
3,18ss,101.091,73.2511,50.6328,9.86586,44,7.28118,1.65626
3,18ss,85.5544,71.2624,50.4845,7.06773,46,3.85914,1.40584
3,18ss,91.6817,76.1348,50.9589,5.80671,56,8.29883,1.17154
3,18ss,83.7449,77.4504,51.4786,8.44459,70,7.55726,2.02132
3,18ss,78.5637,83.6819,51.0169,2.87717,57,4.68231,0.815117
3,18ss,96.6613,80.5411,53.9603,10.8078,64,9.2177,2.01811
3,18ss,92.3765,68.1751,54.5921,6.4066,58,2.27242,1.12901
3,18ss,90.1621,82.6059,55.5704,4.253,54,6.7384,1.12191
3,18ss,121.592,106.113,51.6653,15.8732,77,10.3673,3.68546
3,18ss,119.954,77.5201,52.2713,8.78444,75,9.82484,1.62875
3,18ss,103.274,83.9378,52.3043,7.18978,29,8.87026,1.39445
3,18ss,113.815,81.9286,53.8475,5.57786,37,9.23366,1.04024
3,18ss,100.419,93.744,53.4958,6.64511,33,6.02836,1.40642
3,18ss,125.354,87.3385,55.1142,5.66604,24,10.712,1.02981
3,18ss,118.387,86.8366,55.3834,6.60841,35,6.66108,1.10826
3,18ss,112.503,92.7758,54.7332,14.089,52,5.94823,2.24966
3,18ss,108.459,80.1213,54.3926,5.48121,91,6.44229,0.982031
3,18ss,124.693,95.3695,55.7588,5.99692,23,6.46438,1.06575
3,18ss,106.388,91.8372,54.4929,17.3095,57,7.7216,2.68209
3,18ss,112.269,74.6614,55.9321,3.97253,37,4.04408,0.941466
3,18ss,115.307,103.035,55.9567,18.1071,26,6.68421,2.49183
3,18ss,145.163,94.8035,52.58,7.39823,31,9.58392,1.25725
3,18ss,129.715,99.4798,52.1693,10.8086,24,10.4607,1.94834
3,18ss,136.187,114.642,51.8152,16.1857,39,10.664,2.96459
3,18ss,153.782,97.1582,54.1755,11.5493,50,7.5268,1.77205
3,18ss,149.641,100.413,53.9927,10.5096,28,8.16667,1.5666
3,18ss,140.067,90.3609,55.2671,5.17125,29,4.19348,0.910877
3,18ss,140.969,100.68,55.6654,7.30372,20,11.8021,1.10418
3,18ss,132.468,87.4263,55.1443,7.54373,72,5.16452,1.18115
3,18ss,145.489,108.257,57.1492,9.25005,26,11.5911,1.38117
3,18ss,132.782,104.591,56.6012,14.6099,86,12.6711,2.34191
3,18ss,141.756,111.433,56.9832,17.1956,22,12.2099,2.8132
3,18ss,126.969,103.76,57.1033,14.5524,107,10.4721,2.57038
3,18ss,158.387,121.129,53.0677,10.2699,37,10.0648,1.53107
3,18ss,153.95,109.232,53.2937,11.6867,23,7.02393,1.78016
3,18ss,173.404,112.866,55.2017,19.8681,64,9.46628,3.91573
3,18ss,176.205,105.073,55.9527,12.2968,98,9.74268,3.43855
3,18ss,178.826,116.948,56.2115,18.8188,48,11.1719,4.90565
3,18ss,166.162,106.568,56.7535,18.1227,70,11.9708,2.78508
3,18ss,160.798,119.104,56.4598,21.0697,44,9.46694,3.72369
3,18ss,153.5,121.818,56.1085,19.206,106,14.7993,2.47732
3,18ss,172.537,130.313,57.9305,20.1347,80,10.9725,4.04173
3,18ss,170.964,103.056,57.7259,12.8737,28,9.59249,2.47156
3,18ss,169.568,121.859,58.0835,18.752,34,11.3058,2.898
3,18ss,161.793,96.5334,57.4998,7.98402,50,5.06318,1.35553
3,18ss,161.765,111.797,58.2712,9.58834,35,10.0357,1.50614
3,18ss,183.194,118.319,54.4053,5.65477,27,4.6728,2.00451
3,18ss,178.436,125.4,58.4416,14.0324,44,8.81233,4.43751
3,18ss,186.244,129.845,58.7779,2.82575,21,3.67964,0.649701
3,18ss,84.9475,94.7163,50.3843,6.72034,48,5.69105,1.69634
3,18ss,80.857,109.623,50.3085,12.8681,108,9.60162,8.79332
3,18ss,81.1847,101.992,50.8208,12.4867,91,11.5373,7.95703
3,18ss,90.3604,107.184,53.8667,13.716,92,9.77809,10.9569
3,18ss,74.3411,107.944,53.7913,4.24021,37,3.83753,1.95475
3,18ss,80.8057,115.171,54.8956,6.73059,110,7.23886,6.78726
3,18ss,99.7657,107.714,50.5677,13.7033,59,6.96942,2.40013
3,18ss,116.993,108.108,53.226,17.8967,81,7.28659,2.29795
3,18ss,102.833,116.273,52.6954,26.4975,22,3.68916,3.34251
3,18ss,111.603,113.081,53.3476,13.4843,28,2.87555,1.67737
3,18ss,87.803,117.899,54.3825,10.6665,69,6.68912,6.60901
3,18ss,107.888,103.673,55.521,12.7049,28,4.54829,1.98068
3,18ss,108.79,117.771,54.7992,19.1426,24,3.13499,2.35946
3,18ss,110.301,131.029,55.5344,12.6689,21,1.89667,1.60545
3,18ss,125.711,119.353,53.5537,17.9144,65,3.80171,2.40053
3,18ss,136.977,133.727,53.9334,20.3678,16,4.38723,2.61771
3,18ss,125.656,137.271,56.1783,9.8995,16,2.63907,1.49398
3,18ss,154.608,146.375,53.1634,6.68892,40,11.771,2.35054
3,18ss,152.732,131.576,53.6063,14.1137,68,11.4834,2.11107
3,18ss,146.762,134.248,52.6976,19.035,41,10.412,3.3739
3,18ss,161.38,149.859,54.4307,10.3606,82,12.9535,2.92369
3,18ss,147.846,121.484,54.6004,19.7016,33,14.3136,2.75514
3,18ss,168.622,133.739,55.7031,17.814,69,11.1196,4.55494
3,18ss,146.788,139.837,55.7591,16.8833,57,11.4162,3.10673
3,18ss,166.455,149.216,57.8785,14.4698,63,17.0021,6.42158
3,18ss,163.243,139.707,56.8544,19.9769,83,10.5107,3.62308
3,18ss,152.957,140.771,57.5779,6.58561,42,11.4056,1.68329
3,18ss,178.961,137.91,53.9972,17.1175,52,11.5028,6.43679
3,18ss,184.254,139.516,54.9419,5.26232,26,6.54056,1.71171
3,18ss,171.75,140.919,56.8061,14.1197,56,11.3532,4.73767
3,18ss,184.901,148.537,54.387,1.90631,27,3.76571,0.743204
3,18ss,183.747,146.435,57.8218,2.36997,20,3.83575,0.963057
3,18ss,172.151,148.814,57.4851,15.66,52,10.57,5.05389
3,18ss,180.219,156.63,58.6242,1.97718,28,3.26376,0.746167
3,18ss,73.8479,132.257,49.6282,3.38214,80,2.43273,4.35605
3,18ss,98.3896,150.284,52.0634,17.1304,23,2.6957,2.31015
3,18ss,88.9152,132.464,50.2272,17.777,24,2.61666,2.50995
3,18ss,83.2832,144.381,52.3366,10.4804,16,2.06479,1.68704
3,18ss,89.625,150.16,52.3156,13.8423,19,2.33294,2.02321
3,18ss,88.8381,139.51,54.381,16.3188,20,2.23801,2.24971
3,18ss,78.3595,144.106,53.7417,17.358,17,2.60091,2.25884
3,18ss,117.172,149.514,50.7039,15.1275,21,3.16954,2.21192
3,18ss,125.178,144.034,51.8674,14.3161,23,3.12564,2.02323
3,18ss,112.644,151.58,52.0783,15.9735,25,3.08494,2.19928
3,18ss,117.129,166.286,51.7457,4.43329,43,3.93204,2.62167
3,18ss,119.656,160.634,52.8528,14.0511,31,3.8048,2.23275
3,18ss,109.299,149.733,53.4863,13.5915,21,2.10175,1.89484
3,18ss,111.061,154.823,53.3749,13.7187,19,3.17364,2.01955
3,18ss,102.35,157.158,53.204,15.9382,24,3.18952,2.31347
3,18ss,125.578,170.394,55.6023,4.16322,54,5.71377,2.86701
3,18ss,124.574,167.005,57.0037,12.134,49,6.51833,3.39758
3,18ss,142.011,149.648,52.4369,13.5216,40,9.00489,5.48742
3,18ss,155.612,160.122,52.4415,5.27604,71,8.14961,4.98149
3,18ss,131.245,158.998,52.8082,10.6583,85,5.05559,3.39412
3,18ss,150.26,179.293,53.3902,5.98011,150,9.8623,9.84907
3,18ss,150.009,169.799,53.8769,3.80941,85,5.92098,5.25178
3,18ss,142.446,167.228,54.8764,2.24873,91,6.9077,2.82253
3,18ss,150.332,155.583,55.0039,9.12659,68,16.2969,2.65435
3,18ss,145.759,162.05,54.712,2.53142,60,7.36648,3.3304
3,18ss,139.372,171.356,53.8451,2.17481,107,5.20977,4.31
3,18ss,157.255,157.117,55.7132,6.14726,84,8.72574,5.81206
3,18ss,142.266,176.242,55.0175,2.45622,92,5.53032,5.43903
3,18ss,138.075,162.458,55.8878,4.1063,70,5.69753,4.35178
3,18ss,148.247,175.446,57.4117,5.47558,98,7.61717,11.1312
3,18ss,133.184,171.44,57.2537,2.15653,55,8.14897,2.6096
3,18ss,153.219,172.5,57.9939,6.04126,53,7.98121,5.26389
3,18ss,160.278,171.178,52.9999,10.7184,143,7.91849,9.53302
3,18ss,164.569,167.754,54.4093,13.9642,221,9.76156,9.71329
3,18ss,177.946,170.268,54.9593,1.33166,34,2.27067,0.682826
3,18ss,170.186,160.777,56.9314,14.3878,239,11.4271,6.58711
3,18ss,166.813,101.337,51.1834,15.1385,51,10.3615,3.56285
3,18ss,162.347,98.221,51.4441,14.691,81,6.77665,2.54965
3,18ss,157.901,102.652,51.128,18.1704,68,10.2033,2.78501
3,18ss,174.625,121.088,51.8411,19.9189,70,10.4232,3.46615
3,18ss,172.912,102.715,53.0925,16.1185,64,13.2775,4.79789
3,18ss,166.848,116.143,52.0719,15.3191,49,9.56986,2.60681
3,18ss,176.242,111.324,52.7617,24.7854,84,7.4782,4.89847
3,18ss,164.296,110.416,53.21,14.6077,50,13.4847,2.40131
3,18ss,185.707,130.776,49.2673,3.34596,24,5.05429,0.757891
3,18ss,180.533,119.25,51.4359,18.4962,45,12.2236,6.92068
3,18ss,180.448,126.678,51.3178,13.266,56,9.04938,3.00169
3,18ss,176.665,131.818,53.261,21.842,64,14.9613,4.30326
3,18ss,75.4184,94.7502,44.1849,12.9447,93,11.7617,3.38216
3,18ss,89.767,103.579,45.5114,17.0189,92,12.708,8.18725
3,18ss,79.5947,109.655,43.7269,14.9355,90,8.53469,6.26395
3,18ss,74.8082,115.36,44.9819,7.12173,142,8.76108,10.9022
3,18ss,83.6903,121.491,45.4176,8.7256,126,7.62347,9.76444
3,18ss,86.7833,107.515,47.4629,15.9789,210,11.6444,10.8944
3,18ss,75.1208,100.122,46.7872,10.9869,95,7.90209,3.9396
3,18ss,96.0004,107.214,44.4612,17.7401,71,10.4766,4.53546
3,18ss,109.454,125.502,43.9702,18.269,22,5.8606,2.48743
3,18ss,116.287,112.13,46.894,20.2141,23,4.75595,2.62077
3,18ss,104.62,120.407,47.4311,21.4046,25,3.5915,2.88449
3,18ss,102.604,100.64,47.1713,14.5882,53,6.13423,3.32973
3,18ss,111.469,129.751,46.6696,13.8682,23,2.88297,1.98634
3,18ss,103.912,124.517,47.2782,21.6454,24,3.10841,2.89825
3,18ss,105.877,109.063,49.5759,19.0617,30,4.89204,2.48628
3,18ss,111.393,105.826,49.1925,16.7145,70,4.86704,2.53291
3,18ss,96.5927,115.838,48.8258,23.1619,24,4.64025,3.46684
3,18ss,114.916,116.354,49.2889,16.9268,25,3.5328,2.18977
3,18ss,140.585,130.438,46.6628,15.6863,95,7.72451,2.44451
