no,stage,x,y,z,tbxta,sox2,znf703,cdh6
1,18ss,85.479,80.3374,-61.2167,4.14631,30,6.15283,1.21187
1,18ss,83.0891,71.3766,-60.1378,5.32391,91,5.46966,2.03503
1,18ss,87.5811,69.7767,-54.4893,14.3734,232,7.39043,5.79762
1,18ss,91.0554,73.2171,-66.9827,4.3159,30,8.1644,1.23603
1,18ss,96.5802,68.7669,-65.6566,5.91132,33,10.8624,1.53062
1,18ss,98.1992,78.9012,-66.2853,9.01783,32,6.59276,1.84627
1,18ss,91.5917,70.0401,-60.3075,5.71951,41,6.7669,1.83927
1,18ss,97.6363,71.9235,-60.9345,6.55894,67,8.03612,2.11335
1,18ss,93.9821,75.2539,-60.9726,5.12735,55,6.97033,1.38992
1,18ss,88.8618,76.9848,-56.6532,5.58089,54,6.10468,1.65531
1,18ss,106.589,79.8039,-67.8894,5.24986,27,7.09186,1.33263
1,18ss,103.907,71.8767,-65.3764,6.65796,71,6.50733,1.61501
1,18ss,112.331,77.4971,-64.914,9.04843,38,6.82759,1.95489
1,18ss,110.209,69.7894,-62.3452,10.1963,83,6.03425,3.45556
1,18ss,123.217,69.8577,-67.7565,7.24203,57,6.4758,1.61507
1,18ss,118.323,75.1269,-68.2849,13.7417,30,10.9761,3.16023
1,18ss,128.353,71.2177,-67.3126,5.59575,39,7.95543,1.29253
1,18ss,124.716,78.3594,-66.3788,8.72501,93,7.93642,2.31921
1,18ss,121.729,71.442,-58.8963,13.7319,24,12.8082,2.76474
1,18ss,125.036,80.1122,-58.6387,12.6858,26,16.6118,2.59563
1,18ss,129.016,70.6731,-55.563,12.2458,62,7.30596,2.36457
1,18ss,139.923,73.1396,-68.5282,16.6795,71,8.91946,3.8218
1,18ss,141.83,79.6867,-68.023,7.61806,39,7.44954,1.61234
1,18ss,133.329,68.9237,-63.9166,7.74887,36,8.96516,1.58499
1,18ss,133.44,78.1529,-63.6057,8.69533,32,7.23458,1.78754
1,18ss,138.225,72.8901,-64.0297,11.8683,57,10.52,2.36492
1,18ss,141.863,71.4847,-56.8253,7.25112,23,10.7023,1.49403
1,18ss,136.069,69.6884,-54.1087,13.7965,24,8.47805,2.58724
1,18ss,135.095,78.5307,-53.8042,17.0138,26,6.77757,3.08227
1,18ss,139.578,75.5425,-52.994,15.8588,25,7.46079,2.76097
1,18ss,151.03,68.3299,-69.6141,6.89648,83,10.4922,1.59967
1,18ss,152.117,75.4908,-69.4283,12.0235,53,7.93936,2.41951
1,18ss,155.096,79.1978,-69.0165,12.6853,28,7.76732,2.6697
1,18ss,146.889,78.4872,-64.5098,7.17014,27,8.45424,1.49565
1,18ss,146.855,71.7184,-63.3242,8.53192,30,8.94073,1.95372
1,18ss,153.651,70.2768,-63.178,7.5127,55,6.22308,1.61314
1,18ss,155.987,68.4911,-56.3683,9.2922,30,5.95082,1.90105
1,18ss,147.445,74.206,-56.5163,4.88209,27,7.76816,1.07637
1,18ss,155.412,81.2206,-55.1507,10.7358,29,7.73677,2.01806
1,18ss,108.321,63.2028,-87.6651,1.55276,42,2.65333,1.25038
1,18ss,120.559,64.936,-88.0936,1.64086,46,2.58965,1.08121
1,18ss,125.144,71.9841,-90.9905,3.25941,40,6.0245,1.37363
1,18ss,127.689,81.265,-87.9249,6.37081,45,8.02744,2.03445
1,18ss,120.206,78.1132,-86.6331,3.97545,66,7.85089,1.31796
1,18ss,131.424,77.7942,-92.9258,4.23373,58,9.28134,1.58942
1,18ss,136.819,72.9153,-89.2453,3.2957,62,8.44292,1.40772
1,18ss,142.941,77.5098,-92.4512,2.24506,47,5.77784,1.24654
1,18ss,155.665,73.3326,-87.8227,2.69434,47,8.32202,1.23251
1,18ss,137.039,84.5401,-93.0295,3.29749,43,7.58422,1.49937
1,18ss,130.337,89.9265,-89.801,3.62835,42,6.67149,1.53146
1,18ss,136.546,93.7716,-87.1753,4.91866,180,9.16381,1.90983
1,18ss,149.957,93.0131,-91.3201,2.32999,102,4.33496,1.0743
1,18ss,143.411,88.337,-90.6887,2.97937,40,9.08306,1.33688
1,18ss,152.03,83.0461,-90.2234,3.9006,31,8.02918,1.56005
1,18ss,153.029,92.0925,-88.2171,4.14764,44,6.90617,1.47632
1,18ss,162.638,87.4371,-90.5602,1.92953,51,3.57044,1.17474
1,18ss,149.952,97.2712,-90.341,2.57617,45,6.11877,1.18989
1,18ss,140.607,110.077,-89.3112,2.19122,46,4.0482,1.25505
1,18ss,104.191,52.2512,-72.8186,1.60239,46,3.41799,0.733351
1,18ss,114.917,53.7163,-70.4974,2.79506,27,4.83158,1.04237
1,18ss,125.251,49.9847,-70.3751,2.19056,32,5.40856,0.888765
1,18ss,131.712,47.574,-72.0705,1.57152,33,3.39469,0.788674
1,18ss,137.268,51.2926,-71.5544,5.64677,57,6.46618,1.95284
1,18ss,147.217,53.257,-71.8286,2.81895,50,6.79275,1.26031
1,18ss,84.8249,66.3332,-74.1327,2.38267,34,7.66176,1.03302
1,18ss,87.0591,58.2973,-69.8929,2.35077,46,5.33353,1.03431
1,18ss,95.7107,66.3656,-81.0123,2.37962,36,9.16959,1.33423
1,18ss,90.1634,65.5201,-77.7413,2.73028,41,4.76778,1.35209
1,18ss,100.67,62.9709,-77.7033,2.37033,37,7.2978,1.16247
1,18ss,92.7321,57.0021,-74.4592,2.47017,80,7.01154,1.05226
1,18ss,92.494,65.2444,-71.9106,5.11418,60,6.71759,1.53963
1,18ss,105.538,68.2455,-85.1782,2.36761,42,9.15978,1.10459
1,18ss,110.052,64.0961,-82.8911,2.00108,37,6.09386,1.11316
1,18ss,103.651,59.5347,-81.2501,1.6813,41,4.42864,1.09378
1,18ss,104.697,67.4207,-78.7684,3.48513,37,6.77107,1.24241
1,18ss,114.135,60.7162,-76.4565,2.11118,75,6.95344,1.02707
1,18ss,105.085,58.6412,-72.9403,2.10108,31,5.56982,1.06968
1,18ss,109.045,62.4015,-72.9187,4.04982,37,12.0771,1.25976
1,18ss,116.89,67.8605,-86.3341,1.87297,48,4.81771,1.09157
1,18ss,126.487,67.3818,-84.2466,2.73451,39,7.17392,1.24306
1,18ss,126.057,57.7064,-78.7423,1.77085,37,3.50558,0.851109
1,18ss,127.181,68.1773,-78.877,5.41347,40,6.10243,1.43057
1,18ss,120.596,57.7305,-74.9924,3.01308,63,6.04181,1.08065
1,18ss,124.273,62.317,-75.172,5.44517,35,8.99601,1.48838
1,18ss,116.084,61.6549,-71.1864,4.2754,31,5.25291,1.30442
1,18ss,126.154,56.9215,-71.4852,3.85277,31,6.73955,1.10467
1,18ss,137.76,62.3579,-83.5927,2.44938,36,4.01657,1.14211
1,18ss,135.765,66.3954,-82.4782,4.05628,70,5.79869,1.47867
1,18ss,138.92,63.982,-76.2955,11.4387,120,6.89322,2.6259
1,18ss,133.347,58.124,-77.2019,4.55233,35,5.37178,1.39019
1,18ss,131.085,68.0984,-73.1262,6.74123,57,9.01656,1.60293
1,18ss,136.188,57.6829,-72.8646,12.7354,72,9.06262,3.55951
1,18ss,157.44,61.8258,-82.4465,1.8475,42,4.86595,0.997595
1,18ss,146.997,65.3742,-81.848,4.27378,39,8.41031,1.38726
1,18ss,153.086,68.7072,-79.6032,7.68077,124,9.7959,1.84097
1,18ss,145.364,58.5023,-79.8059,2.33212,36,4.23167,1.11479
1,18ss,151.383,62.0821,-76.5562,4.85514,34,7.36166,1.33399
1,18ss,144.421,59.3094,-74.435,7.85402,44,8.50393,1.94691
1,18ss,151.14,65.0065,-72.5776,9.11967,135,10.1081,2.16313
1,18ss,144.65,65.5106,-72.5407,9.3952,82,7.41555,2.2066
1,18ss,158.956,59.8926,-78.4004,2.29515,29,7.88021,1.1469
1,18ss,162.275,68.54,-77.1341,6.72629,47,10.9864,2.00211
1,18ss,168.913,67.5967,-74.7375,2.81223,43,8.2049,1.09522
1,18ss,161.202,64.1009,-72.7453,7.9817,166,8.49964,1.96434
1,18ss,83.024,73.5652,-73.3832,2.7825,41,5.06592,1.1904
1,18ss,88.7765,75.6483,-72.5181,3.34891,39,4.24341,1.22099
1,18ss,85.5828,72.7377,-69.1495,3.46821,32,4.26429,1.1855
1,18ss,101.129,74.9904,-79.8591,5.55982,181,6.92473,1.50586
1,18ss,99.7232,80.4591,-78.7218,4.19166,83,6.71585,1.32733
1,18ss,94.2501,71.6442,-78.4219,10.2991,41,7.55587,2.33928
1,18ss,92.2256,76.2047,-76.693,4.76716,35,6.26716,1.4629
1,18ss,98.298,69.5843,-76.488,8.2997,39,8.29254,2.12753
1,18ss,91.6309,70.445,-72.0483,8.49009,39,10.2199,1.93969
1,18ss,99.0701,77.5902,-71.9744,8.10189,32,10.6515,1.82012
1,18ss,113.907,73.9547,-84.439,4.234,67,7.5332,1.30819
1,18ss,112.175,80.0233,-83.4459,7.02997,32,8.16539,1.82597
1,18ss,107.09,80.0498,-82.389,8.76366,34,7.18744,2.16842
1,18ss,107.745,72.1306,-81.051,4.04365,95,6.30718,1.27942
1,18ss,105.478,81.0968,-76.7543,4.93681,37,7.39578,1.63139
1,18ss,109.979,69.0043,-74.5099,6.67878,35,8.18283,1.5767
1,18ss,105.45,73.5677,-73.592,5.15048,96,7.27187,1.38576
1,18ss,112.923,80.829,-73.776,4.79808,63,7.57239,1.31126
1,18ss,115.377,69.4827,-71.6265,6.28304,38,6.0014,1.5773
1,18ss,109.359,74.4003,-69.4305,8.88299,40,7.74041,2.21686
1,18ss,123.116,74.9587,-81.0139,4.96151,135,8.54629,1.38014
1,18ss,119.486,68.9192,-79.5671,5.00647,136,9.49054,1.45408
1,18ss,128.076,79.2443,-78.766,7.48118,33,7.67937,1.76502
1,18ss,119.68,75.1125,-76.2993,7.33946,68,9.60983,1.75628
1,18ss,124.136,78.8432,-72.2398,7.93113,30,11.154,1.71116
1,18ss,142.589,79.4086,-86.942,6.50288,42,8.05894,1.78057
1,18ss,136.657,74.3601,-85.3027,12.4708,102,8.20023,2.77429
1,18ss,133.507,77.2661,-84.3966,8.20971,190,10.5107,2.18451
1,18ss,129.458,72.0654,-81.6187,11.2497,64,9.19123,2.58198
1,18ss,133.378,77.0196,-79.9432,10.4591,35,6.47341,2.5543
1,18ss,141.62,78.9461,-79.428,8.97608,69,8.22072,2.12573
1,18ss,140.945,70.4786,-79.4919,7.38232,89,7.34487,2.18235
1,18ss,131.855,76.0675,-72.6177,7.35455,34,9.20664,1.72054
1,18ss,137.147,70.3386,-73.7987,14.1171,179,9.94213,4.68413
1,18ss,134.301,78.0844,-70.8221,7.54627,33,11,1.68291
1,18ss,148.733,69.3467,-87.226,2.6164,57,6.59922,1.1683
1,18ss,149.072,78.7863,-87.4403,5.07312,60,7.16802,1.63391
1,18ss,153.96,76.1569,-84.676,3.94565,36,4.3974,1.35848
1,18ss,151.314,75.8777,-79.8473,5.66837,32,9.11643,1.50506
1,18ss,153.797,80.2939,-77.9663,11.7176,112,8.04184,2.57267
1,18ss,155.438,74.4703,-73.0321,8.59663,87,12.1691,1.92307
1,18ss,145.401,79.7163,-72.9608,7.45015,40,9.74499,1.65828
1,18ss,144.726,73.5848,-71.9612,11.365,35,9.92599,2.42916
1,18ss,162.919,73.9691,-86.528,1.97609,44,3.53486,1.09496
1,18ss,158.016,72.8587,-81.5006,5.78613,84,10.3052,1.49423
1,18ss,167.282,73.5408,-80.6639,3.05352,48,6.44275,1.33116
1,18ss,163.09,76.6172,-79.8184,11.6652,125,7.84618,3.17402
1,18ss,166.789,71.0961,-73.5384,11.679,30,6.49587,2.50661
1,18ss,157.801,82.047,-71.415,11.8444,70,7.44299,2.50013
1,18ss,163.444,72.9524,-71.7291,12.1648,113,6.99502,2.61928
1,18ss,156.396,68.6082,-70.0859,12.7984,118,8.62132,2.60518
1,18ss,170.173,80.1673,-73.7402,19.0714,135,8.5729,4.39823
1,18ss,175.254,76.5959,-71.2461,2.63959,100,6.69328,1.12126
1,18ss,87.5209,82.49,-70.5618,4.21493,35,5.16523,1.23098
1,18ss,95.9577,84.3991,-74.8459,5.06114,38,6.89301,1.41816
1,18ss,98.4316,92.3559,-74.0679,4.9093,36,6.7687,1.31388
1,18ss,103.332,87.3069,-69.9437,5.07333,36,8.16146,1.30421
1,18ss,90.4178,88.714,-70.4675,4.88212,30,7.30479,1.31813
1,18ss,92.0337,93.539,-70.9002,5.81989,34,9.23573,1.44858
1,18ss,93.7465,81.1489,-69.9347,6.39432,27,7.89291,1.61918
1,18ss,110.594,85.33,-82.0585,4.79684,43,7.06169,1.46043
1,18ss,114.764,93.4156,-81.3853,5.43231,44,11.856,1.51647
1,18ss,104.891,91.8539,-76.1488,3.45828,34,7.32261,1.14154
1,18ss,109.709,87.6415,-77.302,6.13767,35,10.4214,1.59556
1,18ss,111.125,89.2991,-70.9501,7.25202,30,14.2041,1.53963
1,18ss,121.806,88.5443,-86.2893,5.59352,38,9.2143,1.60589
1,18ss,116.546,84.2598,-83.0138,6.24306,39,9.26899,1.63154
1,18ss,125.482,84.9816,-81.6642,9.79743,40,9.0694,2.23451
1,18ss,116.925,87.0141,-79.3032,5.04421,33,10.4857,1.48998
1,18ss,122.489,82.0654,-75.5314,5.69635,26,7.49246,1.50936
1,18ss,124.392,89.5516,-74.5239,5.81344,53,10.6478,1.3913
1,18ss,117.711,85.9265,-72.6639,5.22104,35,12.3208,1.34369
1,18ss,121.513,93.23,-70.9198,6.20244,29,12.8418,1.52126
1,18ss,128.533,92.4632,-70.8735,6.59408,29,10.2852,1.56399
1,18ss,135.973,82.9867,-86.9017,9.64655,161,10.0589,2.4195
1,18ss,132.807,88.1894,-85.7886,6.34434,40,7.06048,1.82695
1,18ss,141.345,91.2571,-84.2086,10.7895,207,9.96117,3.41794
1,18ss,130.874,93.2325,-84.2948,5.85085,40,10.4966,1.75012
1,18ss,138.961,88.0127,-80.9025,14.8087,163,8.02662,3.29186
1,18ss,131.98,91.3982,-77.9252,9.44807,32,10.7639,2.18974
1,18ss,140.614,83.9615,-75.3275,8.94963,45,7.80178,2.05156
1,18ss,142.124,90.66,-75.9301,11.6205,44,7.19177,2.53629
1,18ss,136.485,95.5034,-74.1808,6.80616,35,9.97372,1.65203
1,18ss,133.791,85.3528,-73.7803,8.89895,29,9.9163,1.98343
1,18ss,146.973,87.0779,-85.3778,6.74459,41,8.33254,1.8121
1,18ss,146.39,82.8812,-81.3376,9.77323,40,8.16367,2.32907
1,18ss,150.091,92.5154,-80.6206,9.60777,132,8.22765,3.50117
1,18ss,152.318,86.0511,-75.6842,10.1568,82,7.65462,2.22784
1,18ss,153.546,91.6288,-73.8996,16.4699,168,8.92741,3.84772
1,18ss,149.361,84.2829,-73.0133,21.1805,66,6.95519,4.0451
1,18ss,165.183,83.5934,-85.8195,3.64503,94,6.14571,1.44404
1,18ss,157.009,87.9829,-84.3926,8.05116,131,9.47302,2.11209
1,18ss,160.67,83.3177,-83.4667,13.2482,221,10.806,3.1542
1,18ss,162.633,93.2121,-81.6259,10.4482,161,7.27438,3.07688
1,18ss,169.622,86.9781,-77.4572,14.2236,184,5.89645,3.8023
1,18ss,164.229,83.2246,-75.9738,18.1227,202,7.50581,4.09016
1,18ss,163.194,91.2123,-73.8382,19.7943,82,8.98413,4.2626
1,18ss,157.599,88.0918,-73.5058,16.4025,139,9.0015,3.49267
1,18ss,165.378,87.0855,-70.9935,12.6396,92,11.7757,3.19461
1,18ss,172.883,83.7074,-82.7597,1.62175,36,4.10389,0.925786
1,18ss,171.707,86.8207,-80.3587,2.79591,53,5.49628,1.18969
1,18ss,172.785,90.5878,-80.1232,3.06165,49,7.52408,1.17782
1,18ss,177.933,83.8375,-72.3929,2.90423,31,10.2976,1.11852
1,18ss,170.844,92.5887,-73.4317,14.9591,179,9.95358,10.5927
1,18ss,181.811,88.6448,-72.3632,1.50923,37,2.41457,0.830991
1,18ss,99.0509,100.694,-70.569,5.40146,38,10.8566,1.41769
1,18ss,95.7522,105.814,-69.3949,5.49181,32,10.4499,1.41015
1,18ss,111.912,100.921,-79.1164,7.04485,33,10.8613,1.8151
1,18ss,115.583,107.108,-78.0063,4.74246,91,5.56797,1.36846
1,18ss,109.311,97.6948,-76.1341,5.25103,38,8.86684,1.40066
1,18ss,111.151,104.558,-72.6502,5.42416,39,11.1038,1.4265
1,18ss,104.815,103.934,-71.7338,7.71043,36,8.94141,1.72678
1,18ss,129.421,101.645,-83.4525,5.18238,39,6.91901,1.5743
1,18ss,125.073,105.457,-82.0848,5.56229,61,5.7967,1.57364
1,18ss,125.859,94.6656,-81.525,6.56475,57,8.66098,1.78525
1,18ss,120.593,100.325,-80.262,4.9148,55,13.6285,1.45461
1,18ss,118.077,105.667,-72.8045,6.7984,31,11.7117,1.90801
1,18ss,142.146,99.8972,-86.4923,5.47401,195,5.43386,1.94234
1,18ss,137.764,100.033,-80.769,5.809,36,10.0264,1.53731
1,18ss,129.671,100.665,-78.2528,6.92359,49,8.86925,1.76437
1,18ss,141.523,95.5464,-77.4012,11.9425,36,14.1018,2.549
1,18ss,129.218,97.227,-73.8773,6.06939,36,12.5569,1.53614
1,18ss,139.901,104.043,-71.4438,9.04551,37,8.01956,1.99131
1,18ss,156.757,103.428,-84.4306,4.39589,38,9.43929,1.76208
1,18ss,153.606,105.505,-84.6955,3.64819,41,7.32452,1.52799
1,18ss,148.562,98.2216,-83.4441,8.66426,122,10.1502,2.47731
1,18ss,147.064,103.363,-81.1873,9.03371,97,10.0725,2.33516
1,18ss,154.412,104.994,-77.8773,10.0978,41,9.45622,2.51005
1,18ss,151.004,96.497,-77.0713,15.3866,230,10.102,5.04799
1,18ss,144.517,103.72,-75.3388,11.6455,83,11.5581,2.76896
1,18ss,149.595,99.9375,-72.7248,15.6817,59,10.8091,3.39501
1,18ss,152.276,104.796,-69.6867,12.2306,171,9.31891,2.61148
1,18ss,163.212,96.1232,-86.2068,2.96963,52,3.84125,1.44339
1,18ss,157.441,98.0718,-81.2825,8.23834,135,8.62265,3.21815
1,18ss,161.011,104.052,-75.4949,10.1626,167,7.36479,2.39665
1,18ss,164.153,106.084,-76.3963,4.90151,154,7.71985,1.62923
1,18ss,166.937,95.8302,-75.2544,14.5468,201,12.5796,3.83097
1,18ss,166.46,100.511,-74.1772,15.9642,163,9.744,3.44529
1,18ss,157.482,97.5405,-73.2722,11.3056,186,10.3885,3.74356
1,18ss,170.615,99.0465,-83.9038,1.71177,35,2.99819,1.00713
1,18ss,170.276,99.6634,-78.4831,4.48966,91,6.47446,1.63891
1,18ss,175.727,97.7076,-72.8405,5.27134,204,7.89737,2.36358
1,18ss,99.2923,110.122,-67.6675,6.46003,48,10.1383,1.57048
1,18ss,109.506,113.034,-73.2565,7.21743,39,12.2345,1.78865
1,18ss,114.054,110.872,-71.7239,6.17918,42,11.1586,1.57731
1,18ss,126.799,112.46,-80.6462,4.90894,42,7.53897,1.5814
1,18ss,120.52,110.27,-80.0716,4.41838,36,5.15025,1.41889
1,18ss,120.872,117.179,-77.1151,4.52988,42,7.68401,1.39456
1,18ss,122.261,106.943,-76.1241,6.33681,32,6.78593,1.76077
1,18ss,123.746,117.48,-72.3789,7.2117,81,6.95115,1.80318
1,18ss,128.197,112.18,-72.5727,6.43556,35,8.3761,1.67481
1,18ss,134.162,108.336,-86.2498,3.43625,112,5.41026,1.43523
1,18ss,139.96,112.742,-85.0609,2.7446,37,5.55721,1.48032
1,18ss,130.734,115.728,-83.4844,3.73592,46,11.014,1.42998
1,18ss,138.032,112.046,-81.1299,5.69025,44,7.29461,1.77181
1,18ss,130.278,113.558,-78.2399,5.54107,40,6.42579,1.6015
1,18ss,139.533,107.629,-76.7054,9.68074,31,6.9077,2.29782
1,18ss,136.961,115.998,-75.6099,8.33154,37,8.55572,2.10518
1,18ss,130.423,116.676,-74.6014,4.78645,34,6.09983,1.38384
1,18ss,136.472,110.461,-72.8731,8.15784,29,9.90289,1.85878
1,18ss,137.478,107.834,-69.4751,12.5433,30,11.0557,2.4329
1,18ss,145.709,107.458,-87.0539,3.70292,39,7.15425,1.59794
1,18ss,153.412,111.737,-83.7179,2.03425,48,5.02263,1.22474
1,18ss,145.723,108.201,-79.6813,10.1468,40,9.83744,2.37712
1,18ss,145.746,114.519,-79.27,2.82545,105,7.28299,1.32527
1,18ss,147.784,110.399,-78.2983,8.6562,39,7.80059,2.16136
1,18ss,151.028,110.955,-71.5918,7.78081,91,9.27254,1.92409
1,18ss,150.887,115.156,-72.8218,3.4694,35,5.75245,1.34122
1,18ss,143.264,113.027,-71.3094,9.38031,33,14.3389,2.18438
1,18ss,149.848,118.348,-71.228,3.89792,62,7.672,1.79664
1,18ss,159.803,111.278,-71.1627,4.96245,35,4.87501,1.57564
1,18ss,114.416,122.39,-70.9197,4.69407,50,8.16883,1.47511
1,18ss,108.165,120.767,-71.3681,4.66558,37,9.26377,1.42667
1,18ss,129.438,122.121,-77.5921,3.20222,64,6.97122,1.28222
1,18ss,126.428,130.997,-74.8586,2.64058,50,6.27452,1.274
1,18ss,118.381,127.152,-75.2103,3.18242,36,6.69718,1.31599
1,18ss,125.033,127.148,-71.4739,5.29763,32,7.17637,1.56686
1,18ss,133.336,119.731,-83.1342,2.21139,40,5.21723,1.34849
1,18ss,142.354,124.415,-78.2292,2.4037,38,3.32158,1.32022
1,18ss,134.364,129.476,-76.7299,2.88521,70,4.57896,1.40554
1,18ss,135.931,124.18,-74.3126,4.03224,40,8.34427,1.36503
1,18ss,134.006,126.786,-70.2001,5.73221,42,7.12638,1.60588
1,18ss,142.777,123.206,-71.6957,6.50088,38,6.85072,1.92975
1,18ss,144.077,132.391,-71.5717,2.27635,50,4.81912,1.33706
1,18ss,124.303,135.628,-71.4876,1.58783,46,3.75924,1.06997
1,18ss,119.36,132.839,-69.3828,2.17287,40,5.76901,1.18658
2,18ss,109.386,150.972,69.588,1.76954,29,2.62668,1.73181
2,18ss,81.0103,162.956,63.4353,1.7847,58,3.12706,12.4391
2,18ss,77.195,166.586,64.1183,1.83788,212,4.07156,6.57326
2,18ss,88.3438,165.781,65.8958,1.7769,85,3.8185,5.88555
2,18ss,80.6456,174.502,68.2333,3.29881,65,4.64992,5.45003
2,18ss,85.1946,182.428,68.6055,1.42625,35,2.8075,1.8325
2,18ss,81.3289,181.862,69.5533,1.53154,46,2.6979,1.7684
2,18ss,79.7458,177.555,72.1846,1.22564,33,3.24872,3.28718
2,18ss,99.7256,171.589,69.0705,1.46038,45,5.98774,3.35377
2,18ss,96.046,177.298,69.3615,1.90262,46,4.12354,2.48692
2,18ss,93.2472,178.523,69.4098,0.618182,29,6.69091,3.32727
2,18ss,104.177,177.785,66.2424,1.72717,46,3.24884,1.98266
2,18ss,107.858,180.616,66.9652,1.75347,49,2.3125,1.11285
2,18ss,104.945,178.023,69.8269,1.33597,35,2.14105,1.37401
2,18ss,77.4124,154.401,50.6783,2.01434,118,4.69979,3.54371
2,18ss,85.6414,148.96,49.2792,1.43656,42,4.65625,5.37844
2,18ss,81.0308,149.121,53.2447,1.51605,90,4.20313,3.01794
2,18ss,86.7582,153.903,53.5618,1.76438,96,5.01736,3.75517
2,18ss,80.1424,144.838,58.7303,1.55485,70,5.05945,1.52512
2,18ss,85.8846,156.089,57.1961,1.57727,94,4.80997,3.72022
2,18ss,86.291,145.233,60.6882,1.38124,34,2.71133,4.16443
2,18ss,79.7375,152.284,59.4399,1.58978,86,2.13142,5.94447
2,18ss,77.4172,157.907,61.7289,1.59894,69,3.43913,6.7663
2,18ss,78.6582,152.837,63.3802,1.27486,49,1.84934,6.01629
2,18ss,99.9558,150.783,49.7858,1.76414,99,4.13295,4.60582
2,18ss,89.2484,149.045,49.6375,1.46545,106,4.46422,2.25031
2,18ss,92.7819,145.92,48.2704,1.55097,80,4.62379,5.40264
2,18ss,96.4683,147.542,48.223,1.75024,87,7.2987,2.62481
2,18ss,91.7061,152.13,55.0661,1.58717,165,3.43989,3.68723
2,18ss,92.6852,145.519,53.3953,1.61681,78,3.48774,6.1598
2,18ss,95.5924,152.137,54.7018,1.70468,97,3.07451,3.23223
2,18ss,93.8126,157.323,55.8167,1.6874,76,5.17569,4.30533
2,18ss,98.2439,154.071,57.2874,1.66209,105,3.36001,4.5117
2,18ss,92.2939,150.556,61.7489,1.51996,51,2.39421,4.90719
2,18ss,106.945,145.31,48.7643,1.55329,122,4.67866,2.21069
2,18ss,113.887,153.939,52.4534,1.93864,104,4.629,4.4434
2,18ss,106.605,153.442,51.9974,1.87365,147,4.62728,2.85746
2,18ss,112.9,146.903,52.1278,1.67789,64,5.43768,3.94176
2,18ss,109.781,148.446,57.2107,1.52285,76,4.99458,2.44307
2,18ss,103.546,147.76,57.7115,1.75624,38,2.67233,2.71429
2,18ss,109.72,154.969,56.6483,2.30052,69,4.27009,5.12236
2,18ss,103.054,155.382,56.5992,1.63524,182,2.93334,4.04297
2,18ss,121.71,151.679,49.1419,3.83879,79,8.47456,2.262
2,18ss,118.342,152.763,52.572,1.78808,61,3.65757,3.97233
2,18ss,117.071,148.219,55.6517,1.7426,81,3.07808,3.95369
2,18ss,123.212,156.601,55.1461,2.54723,57,5.60623,4.95331
2,18ss,113.984,156.567,56.3815,1.77923,186,4.74953,9.84657
2,18ss,117.67,157.499,56.96,2.23301,69,3.6811,5.63043
2,18ss,137.171,154.152,46.5823,2.71516,63,7.68626,4.55404
2,18ss,134.461,147.787,50.6494,1.76062,32,7.81853,2.34363
2,18ss,129.041,151.667,51.9393,2.3637,110,5.40664,8.38114
2,18ss,130.198,155.725,55.3001,3.2466,122,6.98894,9.15767
2,18ss,78.3632,163.062,47.4887,2.20608,140,6.41828,4.47379
2,18ss,83.6024,163.997,50.3378,2.42826,242,7.59285,7.46704
2,18ss,81.4036,158.107,52.2011,1.97629,113,5.70078,3.46667
2,18ss,84.1808,166.827,54.8902,2.65641,201,4.79283,7.46601
2,18ss,87.2145,162.106,57.4574,2.48397,63,3.31884,7.31962
2,18ss,82.4165,158.009,62.8992,1.46418,97,2.66063,4.95647
2,18ss,84.8244,161.356,63.7249,1.69772,179,2.81967,4.32564
2,18ss,93.7253,167.309,53.7234,2.31077,41,6.86821,4.67498
2,18ss,96.5363,161.652,56.3023,2.08894,192,4.66388,9.43147
2,18ss,88.8681,167.866,58.2629,2.31943,66,4.70565,5.61844
2,18ss,91.9821,162.112,60.508,1.96701,61,3.18234,2.85639
2,18ss,98.3229,167.182,61.1724,2.45503,43,5.01587,4.58201
2,18ss,100.384,170.552,61.533,2.27258,192,4.79979,13.2602
2,18ss,106.981,159.72,50.373,2.14109,190,3.94788,13.2102
2,18ss,103.165,169.446,51.119,2.85197,72,10.4711,7.21841
2,18ss,109.563,166.549,55.3381,3.95864,142,7.29619,9.77744
2,18ss,109.495,161.995,54.4434,2.57783,146,4.8401,8.35684
2,18ss,112.511,168.379,55.1358,3.72897,155,6.82458,9.11459
2,18ss,100.99,160.164,56.7054,1.68052,174,3.94898,4.04392
2,18ss,105.099,164.262,57.5904,2.35452,227,5.04053,9.44865
2,18ss,106.667,168.621,60.3098,4.5165,162,13.4191,10.7542
2,18ss,119.431,159.136,48.2071,2.42025,100,7.43248,5.32421
2,18ss,118.298,168.609,52.2338,6.18271,85,6.57225,6.7405
2,18ss,122.283,170.91,52.5792,5.6226,185,5.72078,10.9641
2,18ss,127.247,163.34,52.0746,3.64798,121,5.39872,13.0191
2,18ss,116.832,164.827,54.5462,3.26734,136,4.15466,18.0065
2,18ss,120.584,162.899,57.097,2.2191,72,3.69572,10.8117
2,18ss,115.285,169.909,58.0298,3.43467,201,7.71393,8.19849
2,18ss,124.511,168.173,60.4768,2.32927,37,4.05793,4.18902
2,18ss,117.015,168.133,62.207,2.71709,73,6.73626,5.48104
2,18ss,131.855,163.776,47.7638,7.08142,80,7.47248,6.11512
2,18ss,139.626,165.514,47.9843,3.59604,61,6.4027,3.10541
