no,stage,x,y,z,tbxta,sox2,tagln3b,cdh6
2,18ss,62.8814,136.124,107.07,0.965701,82,3.94954,4.18211
2,18ss,57.3268,138.563,106.339,0.892951,142,4.20372,4.72675
2,18ss,63.552,130.683,108.947,0.78165,72,3.40692,2.35539
2,18ss,59.5352,131.526,112.96,0.613783,59,3.38622,2.85829
2,18ss,60.6871,136.521,113.688,0.794622,67,3.45475,2.34455
2,18ss,77.3828,140.354,103.85,1.20344,113,4.2825,4.78452
2,18ss,67.9538,133.877,106.426,1.02092,41,4.03068,4.03545
2,18ss,77.3827,130.94,107.888,1.09427,68,3.66013,2.35975
2,18ss,72.9403,132.749,112.406,0.919791,73,3.81319,4.29388
2,18ss,76.3038,136.777,111.209,1.06109,55,3.66887,3.51753
2,18ss,71.5156,138.93,111.987,0.96186,72,3.6103,3.50351
2,18ss,87.0512,140.484,105.808,4.01606,76,4.05735,4.03469
2,18ss,80.0938,136.159,107.179,1.77659,114,3.61297,2.31499
2,18ss,88.3009,131.613,113.48,1.28752,54,3.00705,2.05231
2,18ss,86.3282,138.379,113.973,1.34776,85,3.37661,2.91321
2,18ss,91.8484,136.977,115.72,1.53678,33,3.10192,2.10537
2,18ss,81.1219,134.715,118.371,0.915722,47,3.05084,2.78067
2,18ss,101.231,130.865,106.507,3.87512,52,4.4222,3.33022
2,18ss,101.352,135.606,108.86,5.5414,44,4.04191,3.22811
2,18ss,106.261,138.356,108.8,3.825,41,4.61793,2.83424
2,18ss,93.4856,136.362,108.867,1.47504,144,3.59387,3.58156
2,18ss,100.192,142.511,111.194,3.80669,54,5.11387,5.6367
2,18ss,102.365,131.78,113.531,5.48411,33,5.84176,2.49889
2,18ss,96.6485,132.731,117.592,1.62317,31,3.42399,2.49551
2,18ss,102.899,137.957,118.596,2.4672,52,3.37321,2.83834
2,18ss,109.972,134.107,105.697,3.95152,63,4.1182,2.94821
2,18ss,111.353,129.756,110.082,6.31623,56,4.76089,3.63978
2,18ss,117.813,137.341,109.974,5.67084,45,4.55075,3.06524
2,18ss,115.04,141.022,114.953,7.30096,86,4.65979,5.77478
2,18ss,110.02,133.432,116.106,4.26042,38,5.16467,2.40905
2,18ss,124.669,141.84,106.532,1.0352,46,3.13627,1.25307
2,18ss,133.659,138.14,107.49,0.888291,20,3.02148,0.976545
2,18ss,126.79,136.994,110.835,3.74758,142,4.16827,3.7921
2,18ss,121.584,133.297,113.624,6.35494,70,5.58278,3.18981
2,18ss,130.621,131.364,117.833,6.2425,55,4.52489,3.77457
2,18ss,125.349,134.81,119.574,7.22944,37,4.19829,4.49184
2,18ss,140.394,136.924,110.143,0.604517,16,2.54322,0.818255
2,18ss,145.689,134.811,115.148,0.607135,21,2.60662,0.884851
2,18ss,138.542,141.192,117.608,0.533315,15,2.57478,0.684974
2,18ss,148.631,133.842,119.838,0.524776,18,2.33328,0.726639
2,18ss,65.418,149.46,104.513,2.67126,81,4.83023,6.20299
2,18ss,61.4164,146.947,109.032,1.84107,115,4.91237,7.51339
2,18ss,56.2432,145.553,109.09,1.26104,147,4.66042,5.99495
2,18ss,64.3736,152.916,113.328,1.6611,125,4.73422,6.49201
2,18ss,63.8049,146.938,119.857,1.01151,94,3.60013,3.2013
2,18ss,71.3694,148.901,106.31,2.05726,131,4.44043,5.0991
2,18ss,68.1583,145.001,106.859,1.66724,204,4.68201,6.67501
2,18ss,69.12,154.336,110.552,2.81686,219,4.71185,6.13182
2,18ss,72.8018,153.206,110.343,3.99831,95,4.89906,7.01235
2,18ss,77.5234,148.646,112.42,2.38961,124,5.40222,10.7782
2,18ss,78.1454,153.572,112.282,3.97575,94,5.8447,10.2819
2,18ss,69.1647,144.169,116.904,0.855997,69,3.56083,3.40549
2,18ss,78.9255,145.837,118.332,1.60725,77,3.96219,6.07086
2,18ss,88.7703,148.611,106.051,2.84024,167,4.10923,5.42827
2,18ss,81.6699,147.679,108.435,2.26248,79,5.05634,8.57438
2,18ss,92.7562,146.365,110.53,3.56542,74,3.71264,4.66838
2,18ss,84.554,143.675,118.326,1.44261,64,3.78368,5.40403
2,18ss,90.2302,143.669,115.692,1.32822,103,3.24253,3.00701
2,18ss,89.0543,147.381,119.028,1.56281,99,4.24422,6.36155
2,18ss,106.552,150.027,107.773,1.23044,41,3.47496,1.25879
2,18ss,103.605,142.781,109.479,3.16566,58,5.04884,4.2225
2,18ss,95.0149,151.889,114.361,5.40341,74,4.08692,5.78825
2,18ss,104.815,146.362,116.717,5.01692,70,3.54933,3.77714
2,18ss,97.6767,145.313,118.358,2.80922,93,3.65497,4.92805
2,18ss,112.154,149.766,111.632,0.930021,18,3.25117,1.07252
2,18ss,108.617,142.428,112.678,3.78167,58,4.24146,4.57764
2,18ss,115.231,151.195,119.515,0.755878,18,2.6971,0.92772
2,18ss,134.291,144.062,111.307,0.590084,34,2.55695,0.716473
2,18ss,124.338,145.883,112.597,0.780612,18,3.07292,0.931782
2,18ss,128.752,145.534,119.005,0.550659,19,2.36647,0.762108
2,18ss,56.6017,157.026,105.426,0.962097,26,4.024,1.63171
2,18ss,64.732,161.947,115.389,0.799352,40,3.38933,1.2846
2,18ss,60.5273,154.745,116.167,2.80924,84,4.76773,6.00898
2,18ss,75.4249,154.907,105.346,1.64012,47,4.08587,2.37583
2,18ss,72.4587,156.788,106.853,1.19281,64,4.14654,2.30096
2,18ss,72.1819,161.89,114.035,0.7426,28,3.28053,1.32175
2,18ss,68.9472,156.127,118.112,3.16181,205,4.39986,6.53752
2,18ss,66.6647,162.394,121.526,0.735182,35,3.24996,1.32929
2,18ss,82.7666,156.572,108.175,1.1945,35,3.7247,1.60154
2,18ss,92.8947,156.16,109.22,0.975513,59,3.20858,1.27738
2,18ss,84.7534,158.506,115.927,1.13051,58,3.59813,1.9469
2,18ss,87.7578,154.995,119.792,6.44361,83,4.83493,7.38894
2,18ss,100.108,157.094,114.301,0.711892,24,2.71514,1.16627
2,18ss,95.1975,156.912,120.181,0.958445,38,3.05112,1.23509
2,18ss,108.565,154.278,110.848,0.786339,22,2.98588,1.06503
2,18ss,71.1891,56.1609,108.145,0.855259,16,2.49407,0.784113
2,18ss,77.1766,57.7023,112.779,0.909503,16,2.65808,0.793941
2,18ss,76.7114,51.7474,114.356,0.757251,15,2.27022,0.675215
2,18ss,73.2915,47.3202,115.801,0.291422,13,2.06071,0.517295
2,18ss,72.0433,57.1818,116.733,1.05116,16,2.67983,0.909743
2,18ss,68.3287,53.6922,118.938,0.599528,14,2.34933,0.691395
2,18ss,79.7971,50.7366,106.322,0.814355,14,2.37501,0.688842
2,18ss,90.8847,58.4215,107.596,0.70015,14,2.67647,0.674593
2,18ss,83.7005,52.6279,108.671,0.858671,14,2.37026,0.695394
2,18ss,84.3491,56.6558,113.362,0.752523,13,2.57035,0.733222
2,18ss,88.1182,51.4583,114.98,0.582809,12,2.43278,0.578595
2,18ss,80.8591,47.7394,113.3,0.939934,10,2.08416,0.619142
2,18ss,104.24,52.09,106.612,0.918824,13,2.31441,0.671299
2,18ss,93.8126,57.0481,107.187,0.789604,13,2.64022,0.658457
2,18ss,105.989,47.8384,107.669,0.296317,12,1.80192,0.500915
2,18ss,102.918,57.1246,110.651,1.25031,13,2.96072,0.635606
2,18ss,94.9062,53.1915,112.727,0.599326,17,2.19006,0.511617
2,18ss,102.081,52.9059,113.143,0.605483,11,2.34461,0.54047
2,18ss,97.3456,47.3276,117.888,0.28312,9,1.60619,0.4578
2,18ss,93.6066,54.2422,118.21,1.18099,14,2.71065,0.665116
2,18ss,117.798,53.6766,111.656,0.784538,15,2.48775,0.579016
2,18ss,109.691,56.1636,111.9,0.801182,11,2.86788,0.609856
2,18ss,110.25,51.7433,111.665,0.909013,12,2.28618,0.597768
2,18ss,116.458,55.0741,116.254,0.803593,13,2.45421,0.609651
2,18ss,110.707,47.8808,118.094,0.489083,7,1.58515,0.489083
2,18ss,122.069,52.7756,106.646,0.717941,12,2.39159,0.625318
2,18ss,133.348,51.3651,108.959,0.636364,5,1.27273,0.345455
2,18ss,128.083,55.7414,111.289,3.33967,12,3.44127,1.21214
2,18ss,124.44,47.4856,111.913,0.292237,8,1.74201,0.627854
2,18ss,124.841,58.6994,115.356,0.930763,12,3.13387,0.605543
2,18ss,123.563,53.1187,115.225,1.29366,13,2.837,0.690039
2,18ss,133.488,58.7265,116.921,1.88021,12,4.10282,0.811324
2,18ss,131.528,53.1694,118.843,4.36427,12,4.01684,1.36797
2,18ss,146.414,54.3093,104.487,0.521703,11,1.91567,0.488218
2,18ss,140.948,56.9115,109.073,3.92042,53,3.4687,1.52277
2,18ss,144.569,48.9283,109.772,0.223235,9,1.63326,0.321185
2,18ss,146.066,54.1513,117.547,6.77865,10,3.65777,1.61852
2,18ss,139.293,53.9263,118.447,3.79329,9,4.06715,1.30349
2,18ss,62.918,66.3893,106.328,0.916731,18,3.13904,0.910766
2,18ss,61.3708,59.0324,107.485,0.589401,16,2.69111,0.820892
2,18ss,58.4322,67.9465,108.484,1.06114,25,2.83829,1.02171
2,18ss,58.0685,60.8719,113.021,0.839075,14,2.83061,0.991085
2,18ss,61.8747,62.4897,114.817,1.26967,18,3.21538,1.2814
2,18ss,78.3107,58.9185,104.687,0.836703,17,2.67302,0.869466
2,18ss,75.231,66.0775,105.066,0.938007,16,2.98685,0.827063
2,18ss,68.7217,65.381,106.791,1.34645,17,3.0891,1.04536
2,18ss,77.5171,63.1972,115.227,1.28133,27,3.3848,0.980042
2,18ss,72.1211,68.8141,114.628,2.93429,22,4.08559,2.31671
2,18ss,66.0378,60.2116,117.31,1.44814,14,3.4177,1.15049
2,18ss,88.4777,63.7503,107.031,1.2837,14,2.88929,0.836203
2,18ss,82.1086,63.2343,108.857,1.00819,16,2.69592,0.832321
2,18ss,82.803,69.6121,109.163,0.940405,15,2.90244,0.849686
2,18ss,91.2144,66.8341,111.567,1.03214,14,3.46833,0.748435
2,18ss,90.9452,60.3102,114.363,1.34172,14,3.38218,0.819635
2,18ss,82.9599,64.0179,118.145,1.61689,14,3.23578,0.960751
2,18ss,95.0352,62.8775,105.626,0.965096,15,3.50691,0.731732
2,18ss,102.684,62.5065,106.193,1.45889,14,3.82893,0.806496
2,18ss,98.3557,68.9929,107.518,2.12453,16,6.255,1.09454
2,18ss,97.3039,60.8566,112.371,1.8642,13,5.72744,0.840654
2,18ss,104.994,66.5554,111.126,1.27037,12,4.8213,0.837997
2,18ss,100.957,63.2253,115.985,3.97885,17,5.35645,1.38728
2,18ss,93.251,69.924,116.695,2.42266,16,5.07789,1.17404
2,18ss,109.546,67.9489,105.385,1.41155,16,3.79866,1.16763
2,18ss,117.516,64.103,106.713,0.923671,12,2.69742,0.659179
2,18ss,111.99,63.6554,114.498,0.964948,10,4.07334,0.692489
2,18ss,120.732,60.7698,117.827,0.684414,12,3.11326,0.499516
2,18ss,133.658,59.699,104.392,3.95216,16,5.27435,1.72403
2,18ss,125.164,68.2724,105.398,1.61245,13,4.10981,0.833789
2,18ss,123.756,61.623,107.881,0.952554,12,3.54002,0.774753
2,18ss,134.586,66.6724,112.083,3.31664,18,5.07393,1.16046
2,18ss,124.187,67.2379,112.821,0.99889,16,2.62174,0.638395
2,18ss,124.513,69.1447,117.15,0.989906,12,2.49409,0.624569
2,18ss,140.669,64.0089,107.771,3.47287,14,5.47695,1.18966
2,18ss,146.553,58.9326,108.847,6.5639,12,5.63868,2.00245
2,18ss,136.399,60.7967,111.176,1.90448,16,3.94625,0.962332
2,18ss,146.835,69.6017,111.966,6.56378,45,4.66928,3.32059
2,18ss,145.754,60.097,114.995,4.21621,16,6.01917,1.32213
2,18ss,142.656,64.5222,116.456,3.10654,13,5.66273,1.20904
2,18ss,154.808,60.7062,105.361,0.51674,12,2.02819,0.547577
2,18ss,149.383,66.185,105.988,7.08787,20,5.54929,1.84852
2,18ss,156.431,63.5771,105.883,0.499759,12,2.00529,0.576239
2,18ss,151.981,62.7197,112.365,4.2041,13,5.00904,1.42094
2,18ss,155.56,66.5203,116.278,4.44168,34,4.89681,1.58053
2,18ss,163.072,69.531,112.466,0.358151,11,1.93838,0.447368
2,18ss,60.1377,73.1149,105.751,1.23293,15,2.93201,1.05991
2,18ss,64.0745,76.4449,107.554,1.04586,15,3.01766,0.992765
2,18ss,60.2513,75.5402,112.863,1.71205,30,3.24624,1.56649
2,18ss,78.2418,71.3663,104.663,0.945687,15,3.03555,0.853716
2,18ss,71.5557,70.8958,107.09,0.967999,14,3.10437,0.940088
2,18ss,70.4012,77.4002,109.162,1.47979,15,3.20537,1.01275
2,18ss,74.7902,75.9655,109.631,1.46637,13,3.23414,1.05974
2,18ss,68.1945,72.7226,112.129,1.43677,22,3.68115,1.39896
2,18ss,92.6581,78.44,105.49,1.82653,19,3.80631,0.978214
2,18ss,79.4325,79.1133,108.499,1.65842,15,3.2391,0.978858
2,18ss,85.3552,81.2885,107.807,1.78273,14,3.32402,0.961972
2,18ss,85.3097,74.8902,109.331,2.33536,16,3.23876,1.10111
2,18ss,81.3306,71.8553,117.076,3.57264,33,6.65301,2.83423
2,18ss,99.7842,74.7616,105.132,2.46421,24,3.79824,1.15198
2,18ss,105.945,74.3412,112.689,6.05611,38,3.84606,2.00341
2,18ss,100.224,72.1704,114.741,5.96876,20,4.10074,2.95032
2,18ss,95.374,74.5714,117.382,3.5006,22,4.28407,1.38573
2,18ss,105.42,78.0312,119.193,2.84773,11,3.61916,1.18279
2,18ss,114.622,74.5488,105.923,0.940717,16,2.82479,0.772815
2,18ss,113.574,80.3108,109.185,1.31776,22,3.60042,0.837522
2,18ss,120.241,72.9022,110.883,0.945309,14,2.39819,0.688936
2,18ss,106.981,81.5403,111.787,2.90147,15,4.07748,1.03062
2,18ss,119.889,79.7403,111.044,1.10857,14,2.7619,0.761396
2,18ss,111.529,78.4431,117.547,8.03659,19,5.89118,1.97003
2,18ss,115.459,73.1558,118.387,3.20249,12,3.48586,1.07216
2,18ss,125.002,76.7532,106.589,1.21387,16,3.80355,0.756221
2,18ss,130.481,80.8711,107.079,2.42121,14,4.51194,0.922637
2,18ss,132.575,71.346,111.619,2.74795,15,5.03382,0.935135
2,18ss,128.276,75.2051,114.379,0.738909,11,3.2639,0.63947
2,18ss,133.998,76.9528,114.833,3.20444,14,4.48974,1.24425
2,18ss,124.272,82.4299,115.57,1.87061,17,3.78472,0.791179
2,18ss,147.538,78.0724,104.216,3.4606,13,6.82158,1.29693
2,18ss,139.844,82.0434,106.533,3.72904,14,4.84734,1.26634
2,18ss,142.338,73.415,110.119,4.83945,18,4.28953,1.51715
2,18ss,139.575,80.8435,113.29,2.577,18,4.20375,1.01228
2,18ss,148.253,78.9589,116.949,3.65012,12,5.7036,1.3403
2,18ss,143.695,74.4969,118.581,3.77194,16,4.08055,1.1246
2,18ss,159.346,74.9121,106.735,0.676054,13,2.55249,0.743295
2,18ss,154.145,73.9607,112.553,5.24643,19,6.55674,2.17865
2,18ss,155.644,81.5704,113.56,4.55982,13,6.15948,1.39357
2,18ss,160.668,80.4808,115.071,3.67741,26,5.42013,2.54722
2,18ss,62.0178,90.0031,107.209,2.53235,19,3.16409,1.1522
2,18ss,60.7557,83.3164,109.152,1.62814,16,3.17759,0.975113
2,18ss,60.6719,91.9943,119.506,6.66324,17,2.91718,1.76115
2,18ss,74.1748,88.2964,104.669,1.29265,14,2.96611,0.941241
2,18ss,69.7953,83.0137,108.161,1.58667,15,3.26912,0.957958
2,18ss,70.4147,88.7996,108.768,2.35009,14,2.99502,1.0189
2,18ss,74.5519,86.2087,118.901,9.8334,14,3.27721,2.22842
2,18ss,66.976,85.3397,120.624,6.07285,15,3.03699,1.57207
2,18ss,91.9534,87.4091,105.033,1.68244,16,3.07421,0.896247
2,18ss,85.8246,87.1204,105.544,1.33441,17,3.02741,0.892114
2,18ss,83.5528,93.1766,107.724,2.07394,18,3.42837,0.977651
2,18ss,79.1447,86.0847,108.405,2.2178,14,3.32923,1.01762
2,18ss,90.285,94.1805,117.539,9.56936,14,3.47943,2.20095
2,18ss,83.4148,90.3158,118.619,11.2342,16,3.27198,2.35751
2,18ss,92.2716,83.1331,119.095,9.19987,23,3.777,2.14237
2,18ss,83.5644,94.7827,119.411,9.16814,13,3.21957,2.10642
2,18ss,105.605,94.4197,107.896,1.54706,17,3.74642,0.925697
2,18ss,96.3927,93.7485,108.951,1.9968,18,3.12069,1.16276
2,18ss,100.589,86.5357,109.304,1.90422,14,3.87783,0.929476
2,18ss,98.1097,83.5992,116.958,5.54551,63,4.12938,1.66286
2,18ss,93.8093,90.1408,119.99,7.41032,13,3.98737,1.87514
2,18ss,111.391,88.3005,105.861,1.49447,15,3.75768,0.849821
2,18ss,116.093,90.2479,108.549,1.04718,18,3.43956,0.726692
2,18ss,113.684,91.1601,114.524,1.3193,14,3.73268,0.784485
2,18ss,119.393,88.307,118.963,2.09175,14,4.07105,0.896768
2,18ss,130.653,93.8688,104.237,4.54202,17,5.3986,1.38409
2,18ss,134.132,88.4392,104.53,2.64442,29,4.75832,1.17231
2,18ss,127.845,85.5785,107.93,3.07167,13,4.59884,1.06371
2,18ss,123.893,88.1539,109.775,1.10753,15,3.43222,0.728524
2,18ss,128.05,91.4483,110.384,1.85439,13,3.28317,0.849214
2,18ss,126.961,86.7022,116.861,1.05856,13,2.99781,0.678445
2,18ss,141.172,90.141,105.875,3.53265,16,8.06154,1.42111
2,18ss,145.957,89.4412,112.047,4.80613,23,6.68916,1.50307
2,18ss,137.09,87.9268,114.533,2.41571,13,6.22016,0.963346
2,18ss,147.064,85.7626,118.846,2.36381,16,5.0121,0.856928
2,18ss,160.953,86.2141,106.525,0.648515,13,2.30727,0.650051
2,18ss,153.345,92.0844,107.97,5.76176,15,6.29745,2.20036
2,18ss,150.868,83.8969,110.524,3.26917,14,6.07846,1.18239
2,18ss,161.772,92.9098,115.979,5.82551,30,5.11351,3.14566
2,18ss,156.774,92.1546,116.763,4.77817,26,5.74909,1.95033
2,18ss,151.906,91.4502,118.33,3.07531,17,5.68251,1.2541
2,18ss,165.451,89.4074,118.828,0.909718,13,2.43991,0.798735
2,18ss,57.6316,97.3422,104.253,1.29908,17,3.2086,0.941385
2,18ss,62.9272,97.4238,104.748,1.44851,17,3.18109,0.92003
2,18ss,59.3444,104.051,106.566,2.1832,17,3.31706,1.10198
2,18ss,64.4418,104.381,117.547,7.42311,15,3.2546,1.84897
2,18ss,65.0797,98.4103,117.581,7.08379,13,3.21506,1.73074
2,18ss,60.0431,103.454,118.776,5.38965,15,2.93075,1.61481
2,18ss,70.4473,97.2821,104.976,1.58098,19,3.22534,0.959969
2,18ss,76.5576,98.8581,105.75,1.65425,16,3.27222,0.94375
2,18ss,65.4379,104.068,105.486,1.74344,18,3.17947,1.00913
2,18ss,71.6771,103.907,107.207,2.98434,16,3.26999,1.17461
2,18ss,73.7617,100.39,118.45,8.90297,13,2.80716,1.96436
2,18ss,69.9717,96.023,117.157,7.94491,14,3.36243,1.95071
2,18ss,77.5294,103.062,119.276,9.8377,15,3.57322,2.1727
2,18ss,79.58,103.911,106.148,2.22976,15,3.37329,1.11747
2,18ss,84.1719,100.711,106.42,2.54241,15,3.42817,1.19496
2,18ss,89.1307,95.995,107.545,1.75465,16,3.07214,0.97746
2,18ss,90.0365,105.979,107.945,2.41684,18,3.15121,1.16117
2,18ss,83.7484,101.268,118.618,9.7439,14,4.34711,2.10419
2,18ss,96.0418,99.5868,107.794,2.03476,15,3.08891,1.00976
2,18ss,103.056,100.465,108.234,1.80458,17,3.25798,0.900986
2,18ss,100.927,100.805,119.68,6.22301,24,3.28423,1.7543
2,18ss,95.8045,97.4017,119.724,8.86322,17,4.46549,2.01096
2,18ss,107.198,105.259,105.705,1.5525,15,3.59237,0.926551
2,18ss,118.014,98.7798,106.061,1.1148,15,3.53211,0.816704
2,18ss,110.948,99.9883,107.741,1.19443,16,3.9871,0.794392
2,18ss,120.038,95.8895,113.372,0.985439,16,3.91154,0.718229
2,18ss,115.921,103.696,113.289,4.70408,15,5.67291,1.28299
2,18ss,107.268,96.0686,112.914,2.46361,22,4.72999,1.03257
2,18ss,109.388,102.619,119.141,4.24262,36,3.97141,1.21488
2,18ss,111.395,96.6414,119.425,4.90036,20,5.23341,1.31327
2,18ss,129.938,105.442,105.744,2.10681,18,5.13785,0.982253
2,18ss,128.852,97.6882,107.611,2.11709,15,3.91438,0.942592
2,18ss,84.8726,125.147,95.4468,1.60294,22,3.74383,1.25956
2,18ss,79.9874,125.198,103.531,1.30519,21,3.46652,1.32334
2,18ss,104.651,120.817,88.9422,1.96996,21,4.02308,1.21634
2,18ss,99.4135,126.357,90.2284,2.04111,29,5.60274,1.28644
2,18ss,93.4476,129.977,92.1159,1.95578,21,3.97761,1.29274
2,18ss,103.506,129.428,93.7574,1.62081,19,5.28634,1.14883
2,18ss,97.725,122.446,96.7507,1.86572,23,4.03053,1.17373
2,18ss,104.241,122.718,99.0933,1.97324,22,4.38987,1.16046
2,18ss,93.0119,125.505,103.105,1.41493,16,3.62772,1.13951
2,18ss,112.287,124.192,91.1655,1.91258,19,5.1057,1.23841
2,18ss,108.977,118.939,93.0075,2.16488,17,4.93954,1.14721
2,18ss,112.583,122.284,96.8626,2.31245,20,5.44155,1.31643
2,18ss,118.571,128.372,96.7953,6.46372,66,5.16769,2.22863
2,18ss,114.877,125.537,101.199,3.09214,22,7.32701,1.29563
2,18ss,107.088,127.64,101.317,2.53701,23,5.80156,1.29988
2,18ss,128.637,121.579,90.1034,1.65621,28,3.5314,1.13962
2,18ss,123.101,127.607,90.8201,2.05125,40,3.55058,1.27663
2,18ss,133.609,124.268,92.5361,1.00711,31,2.88518,0.884833
2,18ss,122.609,121.653,93.2599,4.88472,42,5.2347,1.76584
2,18ss,124.945,124.455,98.7629,6.4155,86,6.34594,2.72321
2,18ss,130.806,126.642,100.439,5.86359,58,4.46936,2.23068
2,18ss,139.886,127.118,101.461,1.16998,27,3.24226,0.925593
2,18ss,136.746,119.131,100.387,5.83893,83,4.20658,2.17899
2,18ss,145.445,120.431,102.2,0.866575,28,3.095,0.84355
2,18ss,63.2969,135.49,90.2883,0.968745,50,4.25991,1.43495
2,18ss,56.3274,135.729,93.1013,1.50701,37,4.88134,1.88242
2,18ss,63.6218,135.137,100.192,1.24762,109,4.94556,6.53848
2,18ss,65.4003,140.048,100.661,1.21863,157,4.38287,3.62866
2,18ss,61.1753,141.372,103.319,1.20685,88,4.72413,6.11681
2,18ss,76.7384,133.564,89.4663,1.0417,22,4.18862,1.33613
2,18ss,69.7311,138.039,91.0016,1.02798,24,4.39327,1.45896
2,18ss,72.0116,131.017,95.4122,1.40388,20,3.80475,1.33957
2,18ss,76.3281,133.788,99.4133,1.10629,50,3.75751,1.49369
2,18ss,69.5188,136.966,100.347,1.6801,173,4.40502,4.74829
2,18ss,92.5721,136.216,91.7866,1.46036,21,4.00798,1.3371
2,18ss,80.1805,138.108,92.2577,1.03229,23,4.23967,1.43726
2,18ss,83.7404,141.611,95.6917,1.43018,65,3.95072,1.84057
2,18ss,90.7321,142.734,96.8946,1.58216,117,4.00426,1.99517
2,18ss,84.0359,134.695,97.9692,0.994977,49,3.72301,1.63905
2,18ss,92.1091,132.464,98.4744,1.39396,40,3.50828,1.51728
2,18ss,93.3404,139.979,103.117,2.03482,92,4.08676,4.90028
2,18ss,89.504,131.396,104.432,1.66202,88,4.48901,5.42869
2,18ss,86.3629,135.546,104.47,1.61805,66,3.56028,2.24897
2,18ss,101.62,133.873,89.8757,1.34,23,4.97047,1.46098
2,18ss,98.0065,131.479,96.9112,1.58649,40,4.43615,1.37334
2,18ss,102.324,136.903,99.5973,5.35415,46,4.36986,2.32657
2,18ss,98.3657,135.19,101.741,5.96474,47,5.62226,2.78582
2,18ss,112.475,136.901,90.9932,1.13392,63,3.38853,1.18632
2,18ss,118.375,131.979,90.9192,1.51046,53,3.5989,1.15215
2,18ss,107.592,138.362,94.123,1.45042,36,3.7995,1.26812
2,18ss,113.338,131.43,95.8596,4.93865,63,4.82723,2.21625
2,18ss,106.767,131.846,96.9212,2.18755,29,7.20593,1.61395
2,18ss,112.661,140.772,97.8744,1.30959,33,3.22657,1.25131
2,18ss,109.173,136.195,98.6698,5.00576,133,4.31352,2.90615
2,18ss,118.686,141.646,101.87,1.14233,48,3.18277,1.19065
2,18ss,118.367,132.5,102.642,9.04431,46,6.13376,2.83025
2,18ss,113.202,138.388,104.202,5.047,184,4.26947,4.34867
2,18ss,126.633,142.12,96.5558,0.725242,60,2.802,1.05475
2,18ss,125.712,134.415,97.093,1.17139,26,3.23444,1.10213
2,18ss,123.603,136.505,98.1725,1.26916,38,3.56564,1.15991
2,18ss,133.234,131.403,99.0807,1.2296,17,3.22239,1.054
2,18ss,125.199,131.485,100.652,3.29571,73,4.54441,1.7455
2,18ss,129.689,136.313,102.208,0.992994,25,2.9854,0.925439
2,18ss,142.588,129.89,102.06,0.720844,18,2.83616,0.808832
2,18ss,62.0374,142.8,92.9497,0.966938,95,4.27264,1.93374
2,18ss,62.0238,151.048,94.6419,0.879964,25,4.22414,1.45726
2,18ss,58.4163,149.598,97.8431,1.17391,126,4.7306,3.00498
2,18ss,61.1299,144.137,99.0683,1.28075,135,5.21419,6.78965
2,18ss,63.7929,152.5,99.4069,1.26322,51,4.46665,1.9008
2,18ss,58.782,149.868,103.844,2.87085,209,5.72808,9.44943
2,18ss,73.5641,143.545,95.0493,0.979238,71,3.98235,1.92183
2,18ss,76.5851,148.603,98.4111,1.23159,65,4.13662,2.21275
2,18ss,70.5628,152.501,100.936,1.22516,65,4.24997,1.68671
2,18ss,73.4458,143.115,104.403,1.24067,101,4.76048,6.4601
2,18ss,84.0359,148.4,94.2377,0.819217,21,3.32149,1.27817
2,18ss,88.5386,147.808,95.0373,0.9084,19,3.57066,1.34611
2,18ss,84.6826,150.42,100.387,1.28064,39,3.96822,2.10531
2,18ss,83.406,145.038,102.965,3.47963,137,5.01992,8.35984
2,18ss,91.474,152.816,103.156,1.27192,23,3.70613,1.53528
2,18ss,104.329,145.727,95.5861,0.910525,37,3.37492,1.28833
2,18ss,99.1535,142.62,96.6538,2.1589,82,3.81465,1.68047
2,18ss,97.4202,145.197,98.7574,1.56525,82,4.28746,2.13585
2,18ss,99.5242,149.343,103.014,1.36438,30,3.88348,1.50116
2,18ss,117.219,147.518,101.393,0.719385,23,2.75686,1.03853
2,18ss,107.436,145.345,102.789,1.39478,61,3.6686,1.63447
2,18ss,67.6522,154.514,103.152,1.38616,44,4.30925,2.12736
2,18ss,58.2885,44.362,108.295,0.292179,14,2.1344,0.530752
2,18ss,63.5275,44.0784,109.011,0.309184,12,2.03667,0.539122
2,18ss,56.6015,41.4495,112.509,0.242537,9,1.55224,0.537313
2,18ss,63.8063,46.7843,118.868,0.665456,12,1.92744,0.642313
2,18ss,74.3722,44.8069,107.946,0.308517,12,1.83822,0.553415
2,18ss,67.7015,45.0776,108.69,0.303565,16,2.00201,0.60326
2,18ss,79.5343,42.8389,109.271,0.224264,10,1.82898,0.54834
2,18ss,74.8119,41.1438,113.218,0.153759,11,1.59936,0.43811
2,18ss,85.4497,43.8955,108.435,0.224984,14,1.87909,0.483739
2,18ss,87.6698,46.1551,115.622,1.08824,11,1.71301,0.506239
2,18ss,97.3082,44.6618,108.52,0.201144,17,1.66349,0.421354
2,18ss,108.582,46.1854,112.654,0.247123,9,1.70466,0.515068
2,18ss,150.659,45.465,112.341,0.154205,12,1.25529,0.389435
2,18ss,58.3395,51.054,111.439,0.642579,15,2.23342,0.723864
2,18ss,64.7174,52.154,112.99,0.489285,14,2.23829,0.667894
2,18ss,58.7235,55.1528,117.293,0.940193,16,2.6475,0.847221
2,18ss,67.669,52.3389,107.234,0.475714,15,2.37202,0.692164
